osm_id,osm_type,name,lat,lon,name_en,alt_name,website,phone,email,opening_hours,addr_city,addr_country,addr_street,addr_postcode,wikipedia,wikidata,fee,access,operator,description,leisure,garden_type
5081150,way,Ogród Botaniczny,,,Botanic Garden,,https://www.ogrod.uw.edu.pl/,+48 22 553 05 11,e.melon2@uw.edu.pl,Mar-Apr 10:00-18:00; May-Aug 10:00-20:00; Sep 10:00-18:00; Oct 10:00-17:00; Nov-Feb 16:00-21:00,,,,,pl:Ogród Botaniczny Uniwersytetu Warszawskiego,Q18432909,yes,customers,Uniwersytet Warszawski,,garden,botanical
5209575,way,Royal Botanic Garden Edinburgh,,,,Royal Botanic Garden,,,,,,,,,en:Royal Botanic Garden Edinburgh,Q1807521,no,yes,,,garden,botanical
5772319,way,الحديقة النباتية بأسوان,,,Aswan Botanical Garden,جزيرة كيتشنر,,,,,,,,,en:Kitchener's Island,Q1743861,,,,,garden,botanical
6313560,way,Jochumhof,,,,,https://www.jochumhof.nl/,,,Th-Su 11:00-17:00,,,,,,,yes,,,,garden,botanical
6315850,way,Heempark,,,,,,,,,,,,,,,,,,,garden,botanical
6317764,way,Hortus Haren,,,,,,,,,,,,,nl:Hortus Haren,Q1980263,,,,,park,botanical
8035472,way,Company's Garden,,,Company's Garden,,,,,,,,,,en:Company's Garden,Q590259,,yes,,,garden,botanical
10115902,way,Jardí Botànic de la Universitat de València,,,Botanic Garden of University of Valencia,,http://www.jardibotanic.org/,,,Nov-Feb: 10:00-18:00; May-Aug: 10:00-21:00; Mar: 10:00-19:00; Apr: 10:00-20:00; Sep: 10:00-20:00; Oct: 10:00-19:00; Dec 25: off; Jan 01: off,,,Calle Doctor Peset Cervera,,es:Jardín Botánico de la Universidad de Valencia,Q9010986,yes,,,,garden,botanical
11154836,way,Jardín de Aclimatación de La Orotava,,,Botanical Garden,,,+34 922 383572,jao@icia.es,Apr 01-Sep 30: 09:00-19:00; Oct 01-Mar 31: 09:00-18:00,Puerto de la Cruz,,Calle Retama,38400,es:Jardín de Aclimatación de la Orotava,Q177566,,,,,garden,botanical
12503918,way,Grădina Botanică Galați,,,,,https://cmsngl.ro/,0236 411 898,,We-Su 10:00 - 18:00; Mo-Tu off,,,,,ro:Grădina Botanică din Galați,Q18540624,,customers,,,garden,botanical
12696113,way,Botanischer Garten,,,,,,+49 345 5526270,kustos@botanik.uni-halle.de,"Apr 01-Oct 25 Mo-Fr 14:00-18:00; Apr 01-Oct 25 Sa,Su,PH 10:00-18:00",Halle (Saale),,Am Kirchtor,06108,,,yes,,Martin-Luther-Universität Halle-Wittenberg,,garden,botanical
14306406,way,Adelaide Botanic Gardens,,,,,https://www.botanicgardens.sa.gov.au/,,,"Dec-Jan Mo-Fr 07:15-19:00, Sa-Su,PH 09:00-19:00; Feb-Mar,Oct-Nov Mo-Fr 07:15-18:30, Sa-Su,PH 09:00-18:30; Apr,Sep Mo-Fr 07:15-18:00, Sa-Su,PH 09:00-18:00; May,Aug Mo-Fr 07:15-17:30, Sa-Su,PH 09:00-17:30; Jun-Jul Mo-Fr 07:15-17:00, Sa-Su,PH 09:00-17:00",,,,,en:Adelaide Botanic Garden,Q4681683,no,yes,The Botanic Gardens and State Herbarium of South Australia,,garden,botanical
15244804,way,Real Jardín Botánico de Madrid,,,Royal Botanical Garden of Madrid,,https://www.rjb.csic.es/,+34 91 420 30 17,,"Jan,Feb,Nov,Dec: 10:00-18:00; Apr,Sep: 10:00-20:00; Mar,Oct: 10:00-19:00; May-Aug: 10:00-21:00",Madrid,,Plaza Murillo,28014,es:Real Jardín Botánico de Madrid,Q1794858,,,,,garden,botanical
16141015,way,National Botanic Gardens,,,,,https://botanicgardens.ie,+353 1 804 0300,botanicgardens@opw.ie,Mo-Su 10:00-17:00,,,Botanic Road,D09 VY63,en:National Botanic Gardens (Ireland),Q841037,no,permissive,Office of Public Works,,garden,botanical
16146614,way,Botanická zahrada,,,,,https://www.sci.muni.cz/bot_zahr/index.php/cs-CZ/,,,Apr-Sep 09:00-17:00; Oct-Mar 09:00-15:00,,,,,cs:Botanická zahrada Přírodovědecké fakulty Masarykovy univerzity,Q11235293,no,,,,garden,botanical
16723611,way,Botanischer Garten München-Nymphenburg,,,Botanical Garden München-Nymphenburg,,,+49 89 17861 316,info@botmuc.de,"Oct 29-Mar 30 09:00-16:30 ""letzter Einlass um 16 Uhr, Südeingang schließt um 16:15 Uhr"", Mar 31-Oct 28 09:00-17:30 ""letzter Einlass um 17:00 Uhr, Südeingang schließt um 17:45 Uhr""; Dec 24, Dec 31: off",München,DE,Menzinger Straße,80638,de:Botanischer Garten München-Nymphenburg,Q707660,Mar 31-Oct 28,yes,,,garden,botanical
19794224,way,Jardin Botanique,,,,,https://jardin-botanique.unistra.fr/,+33 3 68 85 18 65,,"Mar-Apr,Sep-Oct 14:00-18:00; May 02-Aug 31 14:00-19:00; Nov 02-10 14:00-16:00; Nov 12-Dec 24 Mo-Su 14:00-16:00",,,,,fr:Jardin botanique de l'université de Strasbourg,,no,,Université de Strasbourg,,park,botanical
19840034,way,Botanischer Garten,,,Botanical Garden,,,+43 732 7070,botanischergarten@mag.linz.at,"Nov 01-Feb 28 08:00-17:00; Mar 01-Mar 31,Oct 01-Oct 31 08:00-18:00; Apr 01-Apr 30,Sep 01-Sep 30 08:00-19:00; May 01-Aug 30 07:30-19:30",Linz,AT,Rosegger Straße,4020,de:Botanischer Garten der Stadt Linz,Q894663,yes,,,,garden,botanical
20266439,way,Wellington Botanic Garden,,,Wellington Botanic Garden,,https://wellingtongardens.nz/our-gahttps://wellingtongardens.nz/our-gardens/wellington-botanic-garden-ki-paekaka/rdens/wellington-botanic-garden-ki-paekaka/,,,,,,,,en:Wellington Botanic Garden,Q2447822,no,yes,,,garden,botanical
20289807,way,Australian National Botanic Gardens,,,,,https://www.anbg.gov.au/gardens/,+61 2 6250 9588,anbg-info@anbg.gov.au,08:30-17:00,,,Clunies Ross Street,,,Q509884,yes,yes,,,garden,botanical
20406916,way,Hofgarten,,,,,,,,24/7,,,,,,Q107475841,no,yes,Hochschule Weihenstephan-Triesdorf,,garden,botanical
20407011,way,Oberdieckgarten,,,,,,+49 8161 714026,gaerten@hswt.de,Apr 01-Oct 31 09:00-18:00,Freising,DE,Weihenstephaner Fußweg,85354,,,no,yes,Hochschule Weihenstephan-Triesdorf,,garden,botanical
21579487,way,Botanischer Garten,,,Botanical Garden,,,,,Apr-Oct 09:00-18:00; Nov-Mar 09:00-16:00,,,,,,Q882377,,,,,garden,botanical
21843283,way,Plantentuin Meise,,,Botanic Garden Meise,,,+32 2 260 09 70,,Mo-Su 09:30-16:30,,,,,en:Meise Botanic Garden,Q3052500,yes,yes,Agentschap Plantentuin Meise,,garden,botanical
22951290,way,Giardino botanico Alpinia,,,,,,,,,,,,,it:Giardino botanico Alpinia,Q1645232,,,,,garden,botanical
23061245,way,小石川植物園,,,Koishikawa Botanical Gardens,,,,,Mo off; Tu-Su 09:00-16:30,文京区,,,,ja:東京大学大学院理学系研究科附属植物園,Q1064892,yes,,東京大学大学院理学系研究科,,garden,botanical
23164553,way,E G Waterhouse National Camellia Gardens,,,,,,,,,,,,,,Q74312517,,,,"Special Collections of Camellias, Azaleas, Palms, Roses, Orchids and other exotics",garden,botanical
23557199,way,Grădina Botanică,,,"""Dimitrie Brandza"" Botanic Garden",,,021 410 9139,,,București,,Șoseaua Cotroceni,,ro:Grădina Botanică din București,Q2616933,,,,,garden,botanical
23583778,way,Ventnor Botanic Garden,,,,,,+44 1983 855 397,info@botanic.co.uk,Mo-Su 10:00 - 16:00,Ventnor,GB,Undercliff Drive,PO38 1UL,en:Ventnor Botanic Garden,Q974285,yes,customers,Ventnor Botanic Garden CIC,,garden,botanical
23607594,way,Jardin botanique Jean Massart - Botanische tuin Jean Massart,,,,Jardin Expérimental Jean Massart - Experimentele Tuin Jean,,,,Mo-Fr 09:00-17:00,,,,,nl:Parktuin Jean Massart,Q3162373,,,Université Libre de Bruxelles,,garden,botanical
23858440,way,Ogród Botaniczny Uniwersytetu im. Adama Mickiewicza,,,,Botanik,https://ogrod.amu.edu.pl/,,,"Nov-Feb: 09:00-15:00; Mar 09:00-17:00; Apr,May,Sep: 09:00-19:00; Jun-Aug: 09:00-20:00; Oct: 09:00-18:00",Poznań,,Jana Henryka Dąbrowskiego,,pl:Ogród Botaniczny Uniwersytetu im. Adama Mickiewicza w Poznaniu,Q9010943,no,,,,park,botanical
23891239,way,Conejo Valley Botanic Garden,,,,,,,,,,,,,,Q5159485,,yes,,,garden,botanical
23892944,way,Grădina Botanică Alexandru Borza,,,Alexandru Borza Botanical Garden,,https://www.ubbcluj.ro/ro/structura/sport/gradina_botanica,+4 0264 592 152,gradina.botanica@ubbcluj.ro,Mo-Su 08:00 - 20:00,Cluj-Napoca,RO,Strada Republicii,400015,ro:Grădina Botanică din Cluj-Napoca,Q596723,,,UBB,,garden,botanical
23939354,way,Ökologisch-Botanischer Garten,,,,,https://www.obg.uni-bayreuth.de/de/index.html,+49 921 552961,,,Bayreuth,,Universitätsstraße,95447,de:Ökologisch-Botanischer Garten der Universität Bayreuth,Q174823,no,permissive,Universität Bayreuth,,garden,botanical
24005153,way,Botanischer Garten der Stadt Neuss,,,,,,,,Apr-Oct 08:00-20:00; Nov-Mar 08:00-17:00,,,,,de:Botanischer Garten der Stadt Neuss,Q4948477,,,Stadt Neuss,,garden,botanical
24063846,way,Arboretum,,,,,,,,,,,,,,,,,,ehem. Friedhof 2,garden,botanical
24212283,way,Botanischer Garten,,,Botanical Garden,,,+49 3641 949 274,,"Apr-Oct 10:00-19:00; Nov-Mar 10:00-18:00; Dec 24,Dec 31 off; ""letzter Einlass 30 Minuten vor Schliessung""",Jena,DE,Fürstengraben,07743,de:Botanischer Garten Jena,Q317714,yes,,Friedrich-Schiller-Universität Jena,,garden,botanical
24240722,way,Giardino sperimentale,,,,,,,,,,,,,,,,permit,Università degli Studi di Roma La Sapienza,,garden,botanical
24465978,way,"Orto Botanico ""Ulisse Aldrovandi""",,,,,,,,,,,,,,,,,,,garden,botanical
24489915,way,Schulwald Oberursel,,,,,https://schulwald-oberursel.de/,,,,,,,,,,,,,,garden,botanical
24587421,way,Jardín Botánico José Celestino Mutis,,,,,https://www.jbb.gov.co/,,,Mo-Fr 08:00-17:00; Sa-Su 09:00-17:00,Bogotá,,,11001,es:Jardín botánico de Bogotá,Q979670,,,,,garden,botanical
24658427,way,Botanischer Garten,,,,,,,,,,,,,de:Botanischer Garten Wuppertal,Q318081,no,,,,garden,botanical
24697501,way,Botanischer Garten,,,,,,,,"Apr 1-Sep 30: Mo-Fr 08:00-20:00; Sa 14:00-20:00; Su,PH 10:00-20:00; Oct 1-Mar 31: Mo-Fr 08:00-16:00; Sa off; Su,PH 10:30-16:00",,,,,de:Botanischer Garten der Universität Osnabrück,Q296170,no,yes,Universität Osnabrück,,garden,botanical
24712424,way,Botanischer Garten,,,,,,+49 351 4593185,bot.garten@tu-dresden.de,Apr-Sep: 08:00-18:00; Mar: 10:00-17:00; Oct: 10:00-17:00; Feb: 10:00-16:00; Nov: 10:00-16:00; Dec: 10:00-15:30; Jan: 10:00-15:30,Dresden,DE,Stübelallee,01307,de:Botanischer Garten Dresden,Q321575,,,TU Dresden,,garden,botanical
24763819,way,حديقة الأورمان النباتية,,,Orman Botanic Garden,,,+2 02 37483452,,,جيزه,EG,شارع عبد السلام عارف,12513,en:Orman Garden,Q4991033,,,الإدارة المركزية للتشجير والبيئة,,garden,botanical
24813959,way,Botanischer Garten,,,,,https://www.uibk.ac.at/de/botany/botanical-garden/,+43 512 507 51110,Botanischer-Garten@uibk.ac.at,"Nov-Mar: Mo-Fr 07:30-17:00; Nov-Mar: Sa,Su,PH 08:00-17:00; Apr-Oct: Mo-Fr 07:30-19:00; Apr-Oct: Sa,Su,PH 08:00-19:00; Jan 1, Dec 24: off",Innsbruck,AT,Sternwartestraße,6020,de:Botanischer Garten der Universität Innsbruck,Q3162418,no,yes,Universität Innsbruck,,garden,botanical
24971384,way,Ботанический сад МГУ,,,,,https://botsad.msu.ru/,,,Apr 12-Apr 30 10:00-19:00; May 1-Jul 31 10:00-20:00; Aug 1-Aug 31 10:00-19:30; Sep 1-Sep 15 10:00-19:00; Sep 16-Oct 1 10:00-18:30; Oct 2-Oct 10 10:00-18:00; Oct 11-Oct 31 10:00-17:30; Nov 1-Apr 12 closed,,,,,,Q4095119,,,,,garden,botanical
25131339,way,Ogród Botaniczny Uniwersytetu Jagiellońskiego,,,Botanical Garden,,https://www.ogrod.uj.edu.pl/,+48 12 633 36 35,hortus@uj.edu.pl,Apr 1-Sep 25: 09:00-19:00; Sep 26-Oct 24: 09:00-17:00,,,Mikołaja Kopernika,,pl:Ogród Botaniczny Uniwersytetu Jagiellońskiego,Q2619332,yes,,,,garden,botanical
25158693,way,Orto e Museo Botanico di Pisa,,,,,https://www.ortomuseobot.sma.unipi.it/,+39 050 2211316,ortomuseo@biologia.unipi.it,,Pisa,,,56126,it:Orto botanico di Pisa,Q894670,yes,customers,Università di Pisa,,garden,botanical
25240278,way,Horná botanická záhrada,,,,,,,,,,,,,,,,,,,garden,botanical
25475908,way,Arboretum Robert Ruffier-Lanche,,,,,,,,,,,Rue de la Piscine,38610,fr:Arboretum Robert Ruffier-Lanche,Q2859692,,,,,garden,botanical
25668124,way,"The Huntington Library, Art Collections, and Botanical Gardens",,,,,https://www.huntington.org/,+1 626 405 2100,,We-Mo 10:00-17:00,San Marino,,Oxford Road,91108,en:Huntington Library,Q1400558,yes,customers,,,garden,botanical
25674919,way,Jardin Botanique,,,,,,+33 5 24 99 61 00,j.botanique@mairie-bordeaux.fr,,,,Esplanade Linné,33100,fr:Jardin botanique de Bordeaux,Q3162390,,yes,,,garden,botanical
25735935,way,Die Garten Tulln,,,,Landesgartenschau,https://www.diegartentulln.at/,+43 2272 68188,,Apr-Oct: Mo-Su 09:00-18:00,Tulln,AT,Am Wasserpark,3430,,Q1494588,yes,,,,garden,botanical
25775425,way,Botanical Building,,,Botanical Building,,https://www.balboapark.org/gardens/botanical-building,,,,,,,,en:Botanical Building,Q27704699,no,,,,garden,botanical
25849247,way,Jardin Botanique de Basse-Terre,,,,,,,,,,,,,,Q112671133,,,,,garden,botanical
25906756,way,Botanischer Garten Melbgarten,,,,,,,,,Bonn,DE,Nachtigallenweg,53115,,,,private,,,garden,botanical
25912744,way,Ботанический сад,,,,,,,,,,,,,,,,,,,garden,botanical
25963212,way,Botanischer Garten,,,,,,,,,,,,,de:Botanischer Garten Heidelberg,Q875332,no,,,,garden,botanical
26039882,way,Rosarium,,,,,https://rosarium-wilhelmshaven.de/,,,,,,,,de:Rosarium Wilhelmshaven,Q96384367,,,,,garden,botanical
26191312,way,Hortus Nijmegen,,,,,https://www.hortusnijmegen.nl/,,contact@hortusnijmegen.nl,sunrise-sunset,,,,,nl:Hortus Nijmegen,Q1952871,no,yes,,,garden,botanical
26224000,way,Rosengarten,,,,,,,,,,,,,,,,,,,garden,botanical
26309716,way,Ogród Botaniczny PAN,,,,,https://ogrod-powsin.pl/,,,,,,,,pl:Polska Akademia Nauk Ogród Botaniczny – Centrum Zachowania Różnorodności Biologicznej w Powsinie,Q8343771,yes,,,,garden,botanical
26347828,way,Wollongong Botanical Gardens,,,,,,,,,,,,,,Q8030366,,,,,garden,botanical
26391452,way,Jardim Botânico da Madeira Engenheiro Rui Vieira,,,Madeira Botanical Garden Engineer Rui Vieira,,https://ifcn.madeira.gov.pt/pt/quintas-e-jardins/jardin-botanico-da-madeira-eng-rui-vieira/informacao-ao-visitante.html,,,Mo-Su 09:00-18:00; Dec 25 off,,,,,en:Madeira Botanical Garden,Q894636,yes,customers,,park map https://ifcn.madeira.gov.pt/images/JB/infoVisit/InfograficoJBM_Peq.jpg,garden,botanical
26428806,way,Botanická zahrada,,,,,https://www.szestabor.cz/soucasti-skoly/botanicka-zahrada/,+420 774 128 073,botgarden@seznam.cz,Mo-Fr 07:00-16:30,,,,,cs:Botanická zahrada při VOŠ a SZeŠ v Táboře,Q136259534,no,yes,Vyšší odborná škola a střední zemědělská škola v Táboře,,garden,botanical
26445981,way,Prado de las Pavas,,,,,,,,,,,,,es:Jardín botánico Prado de las Pavas,Q17279814,,,,,park,botanical
26635111,way,odpočinkové refugium V zátiší,,,,,,,,,,,,,,,,,,,garden,botanical
26635282,way,Arboretet på Milde,,,,,https://www.uib.no/arboretet/plantesamlingene/arboretet,+47 55587250,post@arboretet.uib.no,24/7,,,,,,Q4575039,no,yes,Universitetet i Bergen,,garden,botanical
26665728,way,Die Gärten von Schloss Trauttmansdorff - I Giardini di Castel Trauttmansdorff,,,The Gardens of Trauttmansdorff Castle,,https://www.trauttmansdorff.it/,+39 0473 255600,info@trauttmansdorff.it,Apr-Oct: Mo-Su 09:00-19:00,,,,,de:Gärten von Schloss Trauttmansdorff,Q894651,,,Gutsverwaltung Laimburg,,park;garden,botanical
26700135,way,Orange Botanic Gardens,,,,,,,,,,,,,,Q69297013,no,yes,,,garden,botanical
27044377,way,Botanischer Garten,,,,,https://www.meriangaerten.ch/,,,,,,,,,,,,Merian Gärten,,park,botanical
27165812,way,Begonia House,,,,,,,,,,,,,,,,,Wellington City Council,,garden,botanical
27210007,way,Royal Botanic Gardens Cranbourne,,,,,https://www.rbg.vic.gov.au/cranbourne-gardens/,+61 3 5990 2200,,Mo-Su 09:00-17:00; Dec 25 off,,,,,,Q7373834,,,,,garden,botanical
27877695,way,George Pentland Botanical Gardens,,,,,https://www.frankston.vic.gov.au/Parks_Recreation_and_Facilities/Parks_and_Reserves/Frankston/George_Pentland_Botanic_Gardens/index.aspx,,,,,,,,,Q68777896,,,,,garden,botanical
28037749,way,Botanischer Garten,,,,,https://www.uni-marburg.de/botgart,+49 64212821507,bot.gart@staff.uni-marburg.de,"Apr-Oct: Mo-Su,PH 09:00-18:00; Nov-Mar: Mo-Su,PH 09:00-16:00",,,,,de:Botanischer Garten (Marburg),Q323980,yes,yes,Philipps-Universität Marburg,,garden,botanical
28057719,way,Botanischer Garten,,,,,,,,08:00-20:00,Bremen,DE,Deliusweg,28359,,,,yes,,,garden,botanical
28199553,way,Villiruusupuisto,,,,,,,,,,,,,,,no,yes,Kuopion kaupunki,,garden,botanical
28235375,way,Boselgarten,,,,,,+49 351 4593185,bot.garten@tu-dresden.de,"Apr-Sep: We 09:00-17:00; Sa,Su 10:00-17:00; PH off; Oct 01-03: We 09:00-17:00; Sa,Su 10:00-17:00",,,,,,,,yes,TU Dresden,,garden,botanical
28511507,way,Jardin d'essai du Hamma حديقة التجارب الحامة,,,El Hamma Experimental Garden,,,+213 21 671 442,,,بلوزداد,,شارع حسيبة بن بوعلي,16000,ar:حديقة التجارب,Q608638,,,,,garden,botanical
28533273,way,Jewel Box,,,,,https://www.stlouis-mo.gov/government/departments/parks/parks/Jewel-Box.cfm,,,,,,,,en:Jewel Box (St. Louis),Q1688605,yes,yes,City of St. Louis,,garden,botanical
28668282,way,Forstbotanischer Garten,,,,,,,fbg@uni-goettingen.de,,,,,,en:Forestry Botanical Garden and Arboretum,Q5395528,no,yes,,,garden,botanical
28770266,way,Jardín Botánico,,,,,,,,,,,,,es:Jardín botánico de Medellín,Q5926838,no,,,,garden,botanical
28911106,way,Jardin Alpin,,,,,,,,,,,,,,,,,,,garden,botanical
28998988,way,Botanischer Garten,,,,,,,,"Mar-Oct: Mo-Su,PH 09:00-18:00; Nov-Feb: Mo-Su,PH 08:00-17:00",,,Leipziger Straße,09114,de:Botanischer Garten Chemnitz,Q833862,,,,,garden,botanical
29124485,way,Botanical Gardens,,,,Kotla Vijayabhaskara Reddy Botanical Garden,,,,,,,,,en:Hyderabad Botanical Garden,Q6434103,,yes,,,garden,botanical
29309516,way,Bendigo Botanic Gardens,,,,,,,,,,,,,,Q5926805,,,,,garden,botanical
29407015,way,Botanischer Garten,,,,,https://www.palmengarten.de/de/botanischer-garten.html,,,"Mar-Oct: Mo-Sa 09:00-18:00; Mar-Oct: Su,PH 09:00-13:00",Frankfurt am Main,,Siesmayerstraße,60323,de:Botanischer Garten Frankfurt am Main,Q319334,no,private,,"Ausgedehnte Anlagen zeigen insbesondere Pflanzen Südeuropas, Asiens und Nordamerikas. Es gibt Führungen und Veranstaltungen. App verfügbar.",garden,botanical
29428054,way,Orto Botanico di Napoli,,,Botanical Garden of Naples,,,,,"Mo,We,Fr 09:00-14:00; Tu,Th 09:00-16:00; Sa-Su off",Napoli,IT,Via Foria,80139,it:Orto botanico di Napoli,Q848422,no,,,,garden,botanical
29709320,way,Sukkulenten-Sammlung Zürich,,,,,https://www.stadt-zuerich.ch/sukkulenten,,,"Mo-Su,PH 09:00-16:30",,,Mythenquai,,de:Sukkulenten-Sammlung Zürich,Q2364115,no,,Grün Stadt Zürich,,garden,botanical
29784653,way,Berkshire Botanical Garden,,,,,,,,,,,,,,,,yes,,,garden,botanical
30473059,way,Queenstown Gardens,,,Queenstown Gardens,,,,,,,,,,en:Queenstown Gardens,Q7271100,,,,,garden,botanical
30621108,way,Botanical Gardens,,,,,,,,,,,,,,,,yes,,,garden,botanical
30735325,way,University of California Santa Cruz Arboretum,,,,,,,,,,,,,,Q4784806,,,,,garden,botanical
31527079,way,Hortus Botanicus,,,,,https://www.dehortus.nl/,+31 20 625 9021,,Mo-Su 10:00-17:00,Amsterdam,,Plantage Middenlaan,1018DD,nl:Hortus Botanicus Amsterdam,Q1576733,,,,botanical garden with greenhouses and buildings,garden,botanical
31579129,way,สวนพฤกษชาติคลองจั่น,,,,,,,,,,,,,,,,,,,garden,botanical
31651338,way,University of California Botanical Garden at Berkeley,,,,,https://botanicalgarden.berkeley.edu/,,,09:00-17:00; Tu[1] closed,Berkeley,,Centennial Drive,94720,en:University of California Botanical Garden,Q5796845,,,,,garden,botanical
32100908,way,Coker Arboretum,,,,,,,,,Chapel Hill,,Raleigh Street,27514,en:Coker Arboretum,Q5141722,,,,,garden,botanical
32121704,way,Yao Garden,,,Yao Garden,,,,,,,,,,en:Bellevue_Botanical_Garden#Yao_Garden,,no,yes,Bellevue Botanical Garden Society,"A tranquil garden honoring its sister city Yao, Japan, with a traditional gate, basalt streambed, boulders, stone lanterns, Japanese maples, azaleas, and rhododendrons. Visitors stroll paths, reflect on cultural ties, and appreciate harmony.",garden,botanical
32195867,way,Botanischer Garten der Universität Rostock,,,,,https://www.garten.uni-rostock.de/,,,"Mar-Oct Mo-Fr 07:00-19:00; Sa,Su,PH 09:00-19:00; Nov-Feb 09:00-16:00",,,,,de:Botanischer Garten (Rostock),Q827373,no,,Universität Rostock,,garden,botanical
32777797,way,San Diego Botanic Garden,,,,Quail Botanic Gardens,https://www.sdbg.org,+1 760-436-3036,,"Mo, We-Su 09:00-17:00",Encinitas,US,Quail Gardens Drive,92024,en:San Diego Botanic Garden,Q7413603,yes,yes,,,garden,botanical
33142143,way,Sir Seewoosagur Ramgoolam Botanical Garden,,,Sir Seewoosagur Ramgoolam Botanical Garden,,,+2302439401,,,,,,,en:Sir Seewoosagur Ramgoolam Botanical Garden,Q931430,,,,,garden,botanical
33536813,way,Oude Hortus,,,,,https://umu.nl/over-umu/oude-hortus/,,,,,,,,,Q2117962,,,,,garden,botanical
33570471,way,Hivernacle,,,,l'Hivernacle,,,,,,,,,ca:Hivernacle (Barcelona),Q47170775,no,yes,,,garden,botanical
33739285,way,Jardin Botanique de Saverne,,,,,,+33 6 33 85 37 38,contactsjbsav@gmail.com,"Apr,Sep Sa,Su,PH 14:00-18:00; May-Aug Mo-Su,PH 10:00-18:00",,,,,fr:Jardin botanique du col de Saverne,,,,Les amis du Jardin Botanique de Saverne,,garden,botanical
33850094,way,Aromagarten,,,Aromatic Garden,,https://www.botanischer-garten.uni-erlangen.de/rund-um-den-garten/aromagarten.shtml,,,"Apr-Oct: Mo-Su,PH 08:00-18:00",,,,,de:Aromagarten Erlangen,Q697970,,permissive,FAU Friedrich-Alexander-Universität Erlangen-Nürnberg,,garden,botanical
34105517,way,Greater Des Moines Botanical Garden,,,,,https://www.dmbotanicalgarden.com/,+1 515 323 6290,,,Des Moines,,Robert D. Ray Drive,50309,en:Greater Des Moines Botanical Garden,Q5263507,,,,,garden,botanical
34156282,way,Jardín Botánico Martín Cárdenas,,,,,,,,"Mo-Fr 09:30-16:30; Sa 10:00-16:30; Su,PH Off",Cochabamba,,Calle Raúl Rivero Torrez,,es:Jardín botánico Martín Cárdenas,Q5926777,no,yes,Empresa Municipal de Áreas Verdes y Recreación Alternativa,"El Jardín Botánico Martín Cárdenas promueve la investigación, la enseñanza y el de exhibición de la flora del Departamento de Cochabamba, así como la conservación de la diversidad florística y de sus endemismos.",garden,botanical
34580212,way,Desert Botanical Garden,,,,,https://www.dbg.org,,,,Scottsdale,,North Galvin Parkway,,en:Desert Botanical Garden,Q2566136,yes,,,,garden,botanical
34966274,way,Botanische Tuin Kralingen,,,,,,,,,,,,,nl:Botanische Tuin Rotterdam Kralingen,Q2461130,,,,,garden,botanical
35235951,way,Bečovská botanická zahrada,,,,,https://www.becovskabotanicka.cz/,,,,,,,,,,,,,,garden,botanical
35270118,way,Palmiarnia Poznańska,,,Poznań Palm House,,https://www.palmiarnia.poznan.pl/,,,"Mo closed; Tu-Fr 09:00-16:00; Sa-Su, PH 09:00-17:00",Poznań,,Jana Matejki,60-767,pl:Palmiarnia Poznańska,Q11802396,,,,,garden,botanical
35334722,way,Staudensichtungsgarten,,,,Sichtungsgarten,,+49 8161 714026,gaerten@hswt.de,Apr 01-Oct 31 09:00-18:00,Freising,DE,Am Staudengarten,85354,de:Sichtungsgarten Weihenstephan,Q824193,no,yes,Hochschule Weihenstephan-Triesdorf,,garden,botanical
35352517,way,Ohme Gardens,,,,,https://www.ohmegardens.org/,,,09:00-18:00,,,,,,,yes,customers,,,garden,botanical
35477492,way,Singleton Botanical Garden,,,,,http://www.swansea.gov.uk/index.cfm?articleid=1348,,,,,,,,,,,,,,garden,botanical
35580723,way,Eloise Butler Wildflower Garden,,,,,https://www.minneapolisparks.org/parks-destinations/parks-lakes/gardens__bird_sanctuaries/eloise_butler_wildflower_garden_and_bird_sanctuary/,+1-612-370-4903,ebwg@minneapolisparks.org,"Apr 15-Oct 15: Tu-Su 07:30-18:00; Apr 15-Aug 31: Th 07:30-20:00; Oct 17-18,Oct 24-25,Oct 31: Sa-Su 07:30-18:00",Minneapolis,,Theodore Wirth Parkway,,,,no,yes,Minneapolis Park and Recreation Board,,garden,botanical
35866855,way,Botanički vrt,,,Zagreb Botanical Garden,,https://botanickivrt.biol.pmf.hr/,,,Mo-Tu 09:00-14:30; We-Su 09:00-19:00; Nov-Mar off,,,,,hr:Botanički vrt u Zagrebu,Q894661,yes,yes,,,garden,botanical
36968634,way,Jardin Jean Chalon,,,,,,,,,,,,,,,,,,,garden,botanical
37285915,way,Jardin botanique alpin du Lautaret,,,,,https://www.jardinalpindulautaret.fr/,,,,,,,,fr:Jardin botanique du col du Lautaret,Q3162425,yes,,,,garden,botanical
37624467,way,Botanical Garden,,,,,,,,,,,,,,,,private,University of the Immaculate Conception,,garden,botanical
37935179,way,한국도로공사 전주수목원,,,Jeonju Arboretum,,www.ex.co.kr/arboretum,+82 63-714-7200,,,전주시,,번영로,,,,no,yes,한국도로공사,,garden,botanical
38310048,way,Roseraie du Neuland,,,,,,,,,,,,,,,,,,,garden,botanical
38737113,way,Jardin de la Retraite,,,,,,+33 2 98 98 88 87,,Oct-May 09:00-18:15; Jun-Sep 09:00-19:15,,,,,,,no,yes,,,garden,botanical
38839186,way,New York Botanical Garden,,,,,https://www.nybg.org/,+1 718-817-8700,,Tu-Su 10:00-18:00,Bronx,,Southern Boulevard,10458,en:New York Botanical Garden,Q636275,yes,,,,garden,botanical
