area,city,col_1,col_2,col_3,col_4,col_5,coordinates,country,founded,name,source,source_url,state,wikipedia_url
,Crete,,Doane University,,,,,United States,,Doane College Osterhout Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Doane_College_Osterhout_Arboretum
,Brownville,,,,,,,United States,,Governor Furnas Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Governor_Furnas_Arboretum
,Pierce,,,,,,,United States,,Gilman Park Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Gilman_Park_Arboretum
,Falls City,,,,,,,United States,,Itha T. Krumme Memorial Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Itha_T._Krumme_Memorial_Arboretum
,Omaha,,,,,,,United States,,Lauritzen Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Lauritzen_Gardens
,Lincoln,,University of Nebraska–Lincoln,,,,,United States,,Maxwell Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Maxwell_Arboretum
,Scottsbluff,,,,,,,United States,,D. A. Murphy Panhandle Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/D._A._Murphy_Panhandle_Arboretum
,Lincoln,,University of Nebraska–Lincoln,,,,,United States,,Nebraska Statewide Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Nebraska_Statewide_Arboretum
,Hickman,,,,,,,United States,,Norris Forest School Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Norris_Forest_School_Arboretum
,Gering,,,,,,,United States,,Northfield Park Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Northfield_Park_Arboretum
,Lincoln,,,,,,,United States,,State Fair Park Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,
,Lincoln,,Union College,,,,,United States,,Joshua C. Turner Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Joshua_C._Turner_Arboretum
,Wayne,,Wayne State College,,,,,United States,,Wayne State College Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nebraska,Nebraska,https://en.wikipedia.org/wiki/Wayne_State_College_Arboretum
,Boulder City,,,,,,,United States,,Alan Bible Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nevada,Nevada,https://en.wikipedia.org/wiki/Alan_Bible_Visitor_Center#Alan_Bible_Botanical_Garden
,Henderson,,,,,,,United States,,Ethel M Botanical Cactus Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nevada,Nevada,https://en.wikipedia.org/wiki/Ethel_M_Botanical_Cactus_Garden
,Las Vegas,,,,,,,United States,,The Gardens at the Las Vegas Springs Preserve,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nevada,Nevada,https://en.wikipedia.org/wiki/The_Gardens_at_the_Las_Vegas_Springs_Preserve
,Reno,,,,,,,United States,,Wilbur D. May Arboretum and Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nevada,Nevada,https://en.wikipedia.org/wiki/Wilbur_D._May_Arboretum_and_Botanical_Garden
,Las Vegas,,,,,,,United States,,Southern Nevada Zoological-Botanical Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nevada,Nevada,https://en.wikipedia.org/wiki/Southern_Nevada_Zoological-Botanical_Park
,Reno,,University of Nevada,,,,,United States,,"University of Nevada, Reno Arboretum",Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nevada,Nevada,"https://en.wikipedia.org/wiki/University_of_Nevada,_Reno_Arboretum"
,Paradise,,University of Nevada,,,,,United States,,UNLV Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Nevada,Nevada,https://en.wikipedia.org/wiki/UNLV_Arboretum
,Lee,,,,,,,United States,,Bedrock Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Hampshire,New Hampshire,https://en.wikipedia.org/wiki/Bedrock_Gardens
,North Hampton,,,,,,,United States,,Fuller Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Hampshire,New Hampshire,https://en.wikipedia.org/wiki/Fuller_Gardens
,Hanover,,,,,,,United States,,Nathan's Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Hampshire,New Hampshire,
,Fitzwilliam,,,,,,,United States,,Rhododendron State Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Hampshire,New Hampshire,https://en.wikipedia.org/wiki/Rhododendron_State_Park
,Chester Township,,Morris County Park Commission,,,,40°43′53″N 74°42′26″W ﻿ / ﻿ 40.73139°N 74.70722°W ﻿ / 40.73139; -74.70722,United States,,Bamboo Brook Outdoor Education Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Bamboo_Brook_Outdoor_Education_Center
,Medford,,,,,,39°54′18.72″N 74°48′57.96″W ﻿ / ﻿ 39.9052000°N 74.8161000°W ﻿ / 39.9052000; -74.8161000,United States,,Lewis W. Barton Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Lewis_W._Barton_Arboretum
,Far Hills,,,,,,40°40′22.91″N 74°37′20.65″W ﻿ / ﻿ 40.6730306°N 74.6224028°W ﻿ / 40.6730306; -74.6224028,United States,,Leonard J. Buck Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Leonard_J._Buck_Garden
,Lakewood,,Georgian Court University,,,,40°5′42.72″N 74°13′39.72″W ﻿ / ﻿ 40.0952000°N 74.2277000°W ﻿ / 40.0952000; -74.2277000,United States,,Sister Mary Grace Burns Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Sister_Mary_Grace_Burns_Arboretum
,East Millstone,,,,,,40°30′32.4″N 74°34′26.76″W ﻿ / ﻿ 40.509000°N 74.5741000°W ﻿ / 40.509000; -74.5741000,United States,,Colonial Park Arboretum and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Colonial_Park_Arboretum_and_Gardens
,Somerville,,,,,,40°33′2.23″N 74°37′7.36″W ﻿ / ﻿ 40.5506194°N 74.6187111°W ﻿ / 40.5506194; -74.6187111,United States,,Duke Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Duke_Gardens_(New_Jersey)
,Morristown,,,,,,40°48′10.8″N 74°27′10.8″W ﻿ / ﻿ 40.803000°N 74.453000°W ﻿ / 40.803000; -74.453000,United States,,Frelinghuysen Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Frelinghuysen_Arboretum
,Short Hills,,,,,,40°43′30″N 74°19′41″W ﻿ / ﻿ 40.72500°N 74.32806°W ﻿ / 40.72500; -74.32806,United States,,Cora Hartshorn Arboretum and Bird Sanctuary,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Cora_Hartshorn_Arboretum_and_Bird_Sanctuary
,Princeton,,,,,,40°22′55.06″N 74°38′49.02″W ﻿ / ﻿ 40.3819611°N 74.6469500°W ﻿ / 40.3819611; -74.6469500,United States,,Herrontown Woods Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Herrontown_Woods_Arboretum
,Princeton,,,,,,40°20′50.97″N 74°40′1.03″W ﻿ / ﻿ 40.3474917°N 74.6669528°W ﻿ / 40.3474917; -74.6669528,United States,,Morven Museum & Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Morven_Museum_%26_Garden
,Holmdel,,,,,,40°19′50.16″N 74°8′27.6″W ﻿ / ﻿ 40.3306000°N 74.141000°W ﻿ / 40.3306000; -74.141000,United States,,Holmdel Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Holmdel_Arboretum
,Lebanon,,,,,,40°34′42.24″N 74°51′34.2″W ﻿ / ﻿ 40.5784000°N 74.859500°W ﻿ / 40.5784000; -74.859500,United States,,Hunterdon County Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Hunterdon_County_Arboretum
,Swainton,,,,,,39°8′35.52″N 74°46′3″W ﻿ / ﻿ 39.1432000°N 74.76750°W ﻿ / 39.1432000; -74.76750,United States,,Leaming's Run Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Leaming%27s_Run_Gardens
,Washington,,,,,,40°46′33″N 74°59′32″W ﻿ / ﻿ 40.77583°N 74.99222°W ﻿ / 40.77583; -74.99222,United States,,Pohatcong Native Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,
,Montclair,,,,,,40°51′5″N 74°12′23″W ﻿ / ﻿ 40.85139°N 74.20639°W ﻿ / 40.85139; -74.20639,United States,,Presby Memorial Iris Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Presby_Memorial_Iris_Gardens
,Summit,,,,,,40°43′36″N 74°20′53″W ﻿ / ﻿ 40.72667°N 74.34806°W ﻿ / 40.72667; -74.34806,United States,,Reeves-Reed Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Reeves-Reed_Arboretum
,New Brunswick,,Rutgers University,,,,40°28′27.48″N 74°25′21.36″W ﻿ / ﻿ 40.4743000°N 74.4226000°W ﻿ / 40.4743000; -74.4226000,United States,,Rutgers Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Rutgers_Gardens
,Hamilton Township,,,,,,40°14′9.24″N 74°39′29.88″W ﻿ / ﻿ 40.2359000°N 74.6583000°W ﻿ / 40.2359000; -74.6583000,United States,,Sayen Park Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Sayen_Park_Botanical_Garden
,Ringwood,,Ringwood State Park,,,,41°7′30″N 74°14′14″W ﻿ / ﻿ 41.12500°N 74.23722°W ﻿ / 41.12500; -74.23722,United States,,Skylands,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Skylands_(estate)
,Pennington,,,,,,40°21′9″N 74°46′21.72″W ﻿ / ﻿ 40.35250°N 74.7727000°W ﻿ / 40.35250; -74.7727000,United States,,Stony Brook Millstone Watershed Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Stony_Brook_Millstone_Watershed_Arboretum
,Montclair,,,,,,40°49′6.96″N 74°13′29.64″W ﻿ / ﻿ 40.8186000°N 74.2249000°W ﻿ / 40.8186000; -74.2249000,United States,,Howard Van Vleck Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Howard_Van_Vleck_Arboretum
,Warren,,,,,,40°39′1.8″N 74°30′20.88″W ﻿ / ﻿ 40.650500°N 74.5058000°W ﻿ / 40.650500; -74.5058000,United States,,Wagner Farm Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Wagner_Farm_Arboretum
,Chester Township,,Morris County Park Commission,,,,40°43′33.6″N 74°41′56.76″W ﻿ / ﻿ 40.726000°N 74.6991000°W ﻿ / 40.726000; -74.6991000,United States,,Willowwood Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Willowwood_Arboretum
,Madison,,Drew University,,,,40°45′39″N 74°25′37″W ﻿ / ﻿ 40.76083°N 74.42694°W ﻿ / 40.76083; -74.42694,United States,,Florence and Robert Zuck Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Florence_and_Robert_Zuck_Arboretum
,Middletown,,Monmouth County Park System,,,,40°23′23.4024″N 74°7′48″W ﻿ / ﻿ 40.389834000°N 74.13000°W ﻿ / 40.389834000; -74.13000,United States,,Deep Cut Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Jersey,New Jersey,https://en.wikipedia.org/wiki/Deep_Cut_Gardens
,Albuquerque,,,,,,,United States,,Albuquerque BioPark Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Mexico,New Mexico,https://en.wikipedia.org/wiki/ABQ_BioPark_Botanic_Garden
,Las Cruces,,New Mexico State University,,,,,United States,,Fabian Garcia Science Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Mexico,New Mexico,https://en.wikipedia.org/wiki/New_Mexico_State_University_Agricultural_Experiment_Station
,Carlsbad,,,,,,,United States,,Living Desert Zoo and Gardens State Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Mexico,New Mexico,https://en.wikipedia.org/wiki/Living_Desert_Zoo_and_Gardens_State_Park
,Santa Fe,,,,,,,United States,,Santa Fe Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Mexico,New Mexico,
,Albuquerque,,University of New Mexico,,,,,United States,,University of New Mexico Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_Mexico,New Mexico,https://en.wikipedia.org/wiki/University_of_New_Mexico_Arboretum
,Locust Valley,,,,,,40°53′12″N 73°35′01″W ﻿ / ﻿ 40.88667°N 73.58361°W ﻿ / 40.88667; -73.58361,United States,,Bailey Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Bailey_Arboretum
,Annandale-on-Hudson,,Bard College,,,,42°01′45″N 73°54′22″W ﻿ / ﻿ 42.02917°N 73.90611°W ﻿ / 42.02917; -73.90611,United States,,Bard College Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,
,Great River,,,,,,40°44′9.1″N 73°09′44.5″W ﻿ / ﻿ 40.735861°N 73.162361°W ﻿ / 40.735861; -73.162361,United States,,Bayard Cutting Arboretum State Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Bayard_Cutting_Arboretum_State_Park
,New York City ( Brooklyn ),,,,,,40°40′7.32″N 73°57′52.92″W ﻿ / ﻿ 40.6687000°N 73.9647000°W ﻿ / 40.6687000; -73.9647000,United States,,Brooklyn Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Brooklyn_Botanic_Garden
,Buffalo,,,,,,42°49′41″N 78°49′33″W ﻿ / ﻿ 42.82806°N 78.82583°W ﻿ / 42.82806; -78.82583,United States,,Buffalo and Erie County Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Buffalo_and_Erie_County_Botanical_Gardens
,Millbrook,,,,,,41°47′6.72″N 73°44′0.96″W ﻿ / ﻿ 41.7852000°N 73.7336000°W ﻿ / 41.7852000; -73.7336000,United States,,Mary Flagler Cary Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Mary_Flagler_Cary_Arboretum
,Albertson,,,,,,40°46′19.92″N 73°38′23.28″W ﻿ / ﻿ 40.7722000°N 73.6398000°W ﻿ / 40.7722000; -73.6398000,United States,,Clark Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Clark_Botanic_Garden
,Ithaca,,Cornell University,,,,42°26′58″N 76°28′20″W ﻿ / ﻿ 42.44944°N 76.47222°W ﻿ / 42.44944; -76.47222,United States,,Cornell Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Cornell_Botanic_Gardens
,Binghamton,,,,,,42°06′08″N 75°54′42″W ﻿ / ﻿ 42.10222°N 75.91167°W ﻿ / 42.10222; -75.91167,United States,,Cutler Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Cutler_Botanic_Garden
,Rochester,,,,,,43°8′15.72″N 77°36′54.36″W ﻿ / ﻿ 43.1377000°N 77.6151000°W ﻿ / 43.1377000; -77.6151000,United States,,Ellwanger Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Ellwanger_Garden
,Mumford,,,,,,42°59′33.59″N 77°52′48.43″W ﻿ / ﻿ 42.9926639°N 77.8801194°W ﻿ / 42.9926639; -77.8801194,United States,,Genesee Country Village and Museum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Genesee_Country_Village_and_Museum
,Rochester,,,,,,43°7′47″N 77°36′23″W ﻿ / ﻿ 43.12972°N 77.60639°W ﻿ / 43.12972; -77.60639,United States,,Highland Botanical Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,"https://en.wikipedia.org/wiki/Highland_Park_(Rochester,_New_York)"
,Hempstead,,Hofstra University,,,,40°42′43.8″N 73°35′58.3″W ﻿ / ﻿ 40.712167°N 73.599528°W ﻿ / 40.712167; -73.599528,United States,,Hofstra University Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Hofstra_University_Arboretum
,Buffalo,,Buffalo State University,,,,42°56′4.92″N 78°53′2.04″W ﻿ / ﻿ 42.9347000°N 78.8839000°W ﻿ / 42.9347000; -78.8839000,United States,,Maud Gordon Holmes Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,
,Mill Neck,,,,,,40°52′28.7″N 73°34′29.6″W ﻿ / ﻿ 40.874639°N 73.574889°W ﻿ / 40.874639; -73.574889,United States,,John P. Humes Japanese Stroll Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/John_P._Humes_Japanese_Stroll_Garden
,Millbrook,,,,,,41°45′37.27″N 73°44′49.54″W ﻿ / ﻿ 41.7603528°N 73.7470944°W ﻿ / 41.7603528; -73.7470944,United States,,Innisfree Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Innisfree_Garden
,Esperance,,,,,,42°47′05″N 74°16′13″W ﻿ / ﻿ 42.78472°N 74.27028°W ﻿ / 42.78472; -74.27028,United States,,George Landis Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/George_Landis_Arboretum
,Somers,,,,,,41°16′33.1″N 73°44′4.46″W ﻿ / ﻿ 41.275861°N 73.7345722°W ﻿ / 41.275861; -73.7345722,United States,,Lasdon Park and Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Lasdon_Park_and_Arboretum
,Tannersville,,,,,,42°13′21.2″N 74°08′01.2″W ﻿ / ﻿ 42.222556°N 74.133667°W ﻿ / 42.222556; -74.133667,United States,,Mountain Top Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Mountain_Top_Arboretum
,Ellicottville,,,,,,42°16′59″N 78°40′15″W ﻿ / ﻿ 42.28306°N 78.67083°W ﻿ / 42.28306; -78.67083,United States,,Nannen Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Nannen_Arboretum
,New York City ( The Bronx ),,,,,,40°51′49″N 73°52′42″W ﻿ / ﻿ 40.86361°N 73.87833°W ﻿ / 40.86361; -73.87833,United States,,New York Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/New_York_Botanical_Garden
,Ithaca,,Cornell University,,,,42°26′58″N 76°28′20″W ﻿ / ﻿ 42.44944°N 76.47222°W ﻿ / 42.44944; -76.47222,United States,,F.R. Newman Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/F.R._Newman_Arboretum
,Oyster Bay,,,,,,40°51′39″N 73°33′26″W ﻿ / ﻿ 40.86083°N 73.55722°W ﻿ / 40.86083; -73.55722,United States,,Planting Fields Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Planting_Fields_Arboretum_State_Historic_Park
,New York City ( Flushing ),,,,,,40°45′1.44″N 73°49′43.68″W ﻿ / ﻿ 40.7504000°N 73.8288000°W ﻿ / 40.7504000; -73.8288000,United States,,Queens Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Queens_Botanical_Garden
,Canandaigua,,,,,,42°54′0″N 77°16′21″W ﻿ / ﻿ 42.90000°N 77.27250°W ﻿ / 42.90000; -77.27250,United States,,Sonnenberg Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Sonnenberg_Gardens
,New York City ( Staten Island ),,,,,,40°38′33″N 74°6′10″W ﻿ / ﻿ 40.64250°N 74.10278°W ﻿ / 40.64250; -74.10278,United States,,Staten Island Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Staten_Island_Botanical_Garden
,Rochester,,University of Rochester,,,,43°07′42″N 77°37′42″W ﻿ / ﻿ 43.12833°N 77.62833°W ﻿ / 43.12833; -77.62833,United States,,University of Rochester Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/University_of_Rochester_Arboretum
,Poughkeepsie,,Vassar College,,,,41°41′15″N 73°53′45″W ﻿ / ﻿ 41.68750°N 73.89583°W ﻿ / 41.68750; -73.89583,United States,,Vassar College Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,
,New York City ( The Bronx ),,,,,,40°53′55″N 73°54′47″W ﻿ / ﻿ 40.89861°N 73.91306°W ﻿ / 40.89861; -73.91306,United States,,Wave Hill,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_New_York,New York,https://en.wikipedia.org/wiki/Wave_Hill
,Wilmington,,,,,,34°12′54.36″N 77°49′40.44″W ﻿ / ﻿ 34.2151000°N 77.8279000°W ﻿ / 34.2151000; -77.8279000,United States,,Airlie Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Airlie_Gardens
,Pittsboro,,,,,,35°43′13″N 79°10′35″W ﻿ / ﻿ 35.72028°N 79.17639°W ﻿ / 35.72028; -79.17639,United States,,Barred Owl Bend,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,
,Greensboro,,,,,,36°5′24.36″N 79°50′19.68″W ﻿ / ﻿ 36.0901000°N 79.8388000°W ﻿ / 36.0901000; -79.8388000,United States,,The Bog Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/The_Bog_Garden
,Asheville,,University of North Carolina,,,,35°36′46.8″N 82°34′1.2″W ﻿ / ﻿ 35.613000°N 82.567000°W ﻿ / 35.613000; -82.567000,United States,,Asheville Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Botanical_Gardens_at_Asheville
,Fayetteville,,,,,,35°3′15.12″N 78°51′32.04″W ﻿ / ﻿ 35.0542000°N 78.8589000°W ﻿ / 35.0542000; -78.8589000,United States,,Cape Fear Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_North_Carolina,North Carolina,https://en.wikipedia.org/wiki/Cape_Fear_Botanical_Garden
