arbnet_id,name,slug,url,description,modified_date,source
5138,The Crosby Arboretum,the-crosby-arboretum,https://arbnet.org/morton-register/the-crosby-arboretum/,,2025-10-27T18:06:18,ArbNet Morton Register
5137,The Crommelin Native Arboretum at Pearl Beach,the-crommelin-native-arboretum-at-pearl-beach,https://arbnet.org/morton-register/the-crommelin-native-arboretum-at-pearl-beach/,,2025-10-27T18:06:18,ArbNet Morton Register
5136,The Courts Garden,the-courts-garden,https://arbnet.org/morton-register/the-courts-garden/,,2025-10-27T18:06:18,ArbNet Morton Register
5135,The Corridor Arboretum,the-corridor-arboretum,https://arbnet.org/morton-register/the-corridor-arboretum/,,2025-10-27T18:06:18,ArbNet Morton Register
5134,The Connie Hansen Garden Conservancy,the-connie-hansen-garden-conservancy,https://arbnet.org/morton-register/the-connie-hansen-garden-conservancy/,,2025-10-27T18:06:18,ArbNet Morton Register
5133,Colac Botanic Gardens,the-colac-botanic-garden,https://arbnet.org/morton-register/the-colac-botanic-garden/,,2026-04-13T14:39:08,ArbNet Morton Register
5132,The Clarence Arboretum,the-clarence-arboretum,https://arbnet.org/morton-register/the-clarence-arboretum/,,2025-10-27T18:06:18,ArbNet Morton Register
5131,The Christchurch Botanic Gardens,the-christchurch-botanic-gardens,https://arbnet.org/morton-register/the-christchurch-botanic-gardens/,,2025-10-27T18:06:18,ArbNet Morton Register
5128,"The Chautauqua Bird, Tree and Garden Club Arboreta",the-chautauqua-bird-tree-and-garden-club-arboreta,https://arbnet.org/morton-register/the-chautauqua-bird-tree-and-garden-club-arboreta/,"The Chautauqua Bird, Tree and Garden Club Arboreta at the Chautauqua Institution (CI) was originally established in 1915 for the propagation and diversification of trees. Under the direction of the CI Supervisor of Gardens and Landscapes, the Arboretum has been made a place of tree diversity and a showcase for under-tree shade plants. The Bird, [&hellip;]",2025-10-27T18:06:18,ArbNet Morton Register
5124,The Chalet,the-chalet,https://arbnet.org/morton-register/the-chalet/,"he Chalet is a historic 4.6-acre property overlooking Newport Harbor. When replanting the aging tree canopy of The Chalet, Dan Burns and Tom Eberhardt walked the grounds looking for telltale depressions or mounds which marked the spot where trees planted by Axel Anderson — head gardener for the estate from the late 1880’s to the [&hellip;]",2025-10-27T18:06:18,ArbNet Morton Register
5123,The Butchart Gardens,the-butchart-gardens,https://arbnet.org/morton-register/the-butchart-gardens/,,2025-10-27T18:06:18,ArbNet Morton Register
5120,The Burlington Arboretum at Willowbrook Park,the-burlington-arboretum-at-willowbrook-park,https://arbnet.org/morton-register/the-burlington-arboretum-at-willowbrook-park/,"The Burlington Arboretum at Willowbrook Park is a renovated passive park with existing trees and hundreds of newly planted trees, that will change as the trees grow and mature in the years ahead. In addition, thousands of new shrubs and flowering plants will completely alter the Arboretums aesthetics, reflecting the diversity of our natural world [&hellip;]",2025-10-27T18:06:18,ArbNet Morton Register
5119,The Bressingham Gardens,the-bressingham-gardens,https://arbnet.org/morton-register/the-bressingham-gardens/,,2025-10-27T18:06:18,ArbNet Morton Register
5117,The Brenton Arboretum,the-brenton-arboretum,https://arbnet.org/morton-register/the-brenton-arboretum/,Walk along one of several grass paths and experience quiet enjoyment at the Brenton Arboretum. Landscape Architect Anthony Tyznik also designed stunning vistas throughout the arboretum using expanses of natural prairie between collections. 2100 trees and shrubs are grouped by genus on 140 acres to allow comparative evaluation between species and varieties within a genus. [&hellip;],2025-10-27T18:06:18,ArbNet Morton Register
5116,The Botanical Gardens at Asheville,the-botanical-gardens-at-asheville,https://arbnet.org/morton-register/the-botanical-gardens-at-asheville/,,2025-10-27T18:06:18,ArbNet Morton Register
5115,The Botanical Garden of the University of Zagreb,the-botanical-garden-of-the-university-of-zagreb,https://arbnet.org/morton-register/the-botanical-garden-of-the-university-of-zagreb/,,2025-10-27T18:06:18,ArbNet Morton Register
5114,The Botanical Garden Of Tabor,the-botanical-garden-of-tabor,https://arbnet.org/morton-register/the-botanical-garden-of-tabor/,,2025-10-27T18:06:18,ArbNet Morton Register
5113,The Botanical Ark,the-botanical-ark,https://arbnet.org/morton-register/the-botanical-ark/,,2025-10-27T18:05:38,ArbNet Morton Register
5112,The Botanical Garden of Perm State University,the-botanic-garedn-of-perm-state-university,https://arbnet.org/morton-register/the-botanic-garedn-of-perm-state-university/,,2026-04-13T10:00:38,ArbNet Morton Register
5111,The Botanic Garden Berlin-Dahlem,the-botanic-garden-berlin-dahlem,https://arbnet.org/morton-register/the-botanic-garden-berlin-dahlem/,,2025-10-27T18:05:38,ArbNet Morton Register
5105,The Blue Mountains Botanic Garden,the-blue-mountains-botanic-garden,https://arbnet.org/morton-register/the-blue-mountains-botanic-garden/,"The Blue Mountains Botanic Garden Mount Tomah is located just under two hour’s drive west of Sydney, Australia’s largest city, and is one of three botanic gardens operated by the Royal Botanic Gardens &amp; Domain Trust. Sitting atop a rich basalt capped mountain at 1,000 m above sea level, the garden is located within the [&hellip;]",2025-10-27T18:05:38,ArbNet Morton Register
5101,The Blue Garden,the-blue-garden,https://arbnet.org/morton-register/the-blue-garden/,"The Blue Garden truly is a hidden gem nestled on Beacon Hill. It was designed as an inner formal garden surrounded by an arboretum of mixed conifers. Texture as well as color are key design elements incorporated into the garden. Varieties of eastern red cedar, eastern arborvitae, and Japanese cryptomeria make up the screen that [&hellip;]",2025-10-27T18:05:38,ArbNet Morton Register
5099,The Blount-Bridgers Arboretum,the-blount-bridgers-gardens,https://arbnet.org/morton-register/the-blount-bridgers-gardens/,"The Blount-Bridgers Arboretum surrounds the 1808 Blount-Bridgers House, ca 1808, which houses the Hobson Pittman Memorial Gallery. The arboretum’s collection houses over 40 species of trees and woody plants, including an NC Champion Big Tree, a post oak, Quercus stellate. This area is one of Tarboro’s public green spaces where many public and private events [&hellip;]",2026-04-13T14:02:08,ArbNet Morton Register
5095,The Betty Cary Arboretum of Germantown Friends School,the-betty-cary-arboretum-of-germantown-friends-school,https://arbnet.org/morton-register/the-betty-cary-arboretum-of-germantown-friends-school/,"The Arboretum is located in the Historic Germantown section of Philadelphia and sits on the 12-acre main campus of Germantown Friends School and the 12-acre athletic field complex. The Arboretum is home to many mature trees and shrubs, as well as young plantings resulting from new construction. Germantown Friends School is dedicated to reaching that [&hellip;]",2025-10-27T18:05:38,ArbNet Morton Register
5089,The Bartlett Tree Research Laboratory and Arboretum,the-bartlett-tree-research-laboratory-and-arboretum,https://arbnet.org/morton-register/the-bartlett-tree-research-laboratory-and-arboretum/,"Through the rolling 350 acres of property in Charlotte, North Carolina you will discover an incredible and diverse collection of plants, gardens and research grounds that is the Bartlett Tree Research Laboratory and Arboretum. With over 9000 accessioned plants a few of the Arboretum highlights include one of the best collection of oak and conifer [&hellip;]",2025-10-27T18:05:38,ArbNet Morton Register
5088,The Barnes Arboretum at Saint Joseph’s University,the-barnes-arboretum-at-st-josephs-university,https://arbnet.org/morton-register/the-barnes-arboretum-at-st-josephs-university/,"The Barnes Arboretum at Saint Joe’s University features an exceptional collection of rare or uncommon trees and other woody plants from temperate regions across the globe. The collections currently include 1,721 current woody accessions, both native and historically significant introduced specimens, reflecting the Arboretum’s dual commitment to ecological resilience and horticultural legacy. The arboretum surrounds [&hellip;]",2026-06-15T12:02:36,ArbNet Morton Register
5087,The Bahá’í Gardens,the-bahai-gardens,https://arbnet.org/morton-register/the-bahai-gardens/,,2025-10-27T18:05:38,ArbNet Morton Register
5081,The Australian Botanic Garden Mount Annan,the-australian-botanic-garden-mount-annan,https://arbnet.org/morton-register/the-australian-botanic-garden-mount-annan/,"The Australian Botanic Garden is one of three botanic gardens operated by BGCP. Unlike our other two Garden’s (the Royal Botanic garden Sydney and the Blue Mountains Botanic Garden Mount Tomah) ABGMA is dedicated to displaying the native flora of Australia. Recently celebrating 30 years of the Garden’s original thematics. Australia’s largest botanic garden, ABMA [&hellip;]",2025-10-27T18:05:38,ArbNet Morton Register
5080,The Arnold Arboretum of Harvard University,the-arnold-arboretum,https://arbnet.org/morton-register/the-arnold-arboretum/,,2026-04-22T12:31:32,ArbNet Morton Register
5079,The Aritaki Arboretum,the-aritaki-arboretum,https://arbnet.org/morton-register/the-aritaki-arboretum/,,2025-10-27T18:05:38,ArbNet Morton Register
5078,The Arderene Gardens,the-arderene-gardens,https://arbnet.org/morton-register/the-arderene-gardens/,,2025-10-27T18:05:38,ArbNet Morton Register
5076,"The Arboretum, University of Guelph",the-arboretum-university-of-guelph,https://arbnet.org/morton-register/the-arboretum-university-of-guelph/,"The Arboretum, University of Guelph, is located in Guelph, Ontario, Canada, about an hour’s drive northwest of Toronto. Established in 1970, The Arboretum comprises over 400 acres of tree and shrub collections, gardens, walking trails, natural woodlands, wetlands and meadows, and is adjacent to the main university campus. The Arboretum is home to more than [&hellip;]",2025-10-27T18:05:38,ArbNet Morton Register
5074,The Arboretum Park Härle in Bonn,the-arboretum-park-harle-in-bonn,https://arbnet.org/morton-register/the-arboretum-park-harle-in-bonn/,,2025-10-27T18:05:38,ArbNet Morton Register
5069,The Arboretum of Colonial Park Gardens,the-arboretum-of-colonial-park-gardens-somerset-county-park-commission,https://arbnet.org/morton-register/the-arboretum-of-colonial-park-gardens-somerset-county-park-commission/,"The 5 ½ acre Arboretum is located in the western section of Colonial Park in Colonial Park Gardens. It is comprised of over 900 specimens of trees and shrubs. Here visitors will find many species and varieties that are natural to the United States as well as Europe, Asia, Africa South America and the Middle [&hellip;]",2026-04-22T14:07:20,ArbNet Morton Register
5068,The Arboretum in Hørsholm,the-arboretum-in-horsholm,https://arbnet.org/morton-register/the-arboretum-in-horsholm/,,2025-10-27T18:05:39,ArbNet Morton Register
5067,The Arboretum at the Broadway Street Greenway,the-arboretum-at-the-broadway-street-greenway,https://arbnet.org/morton-register/the-arboretum-at-the-broadway-street-greenway/,,2025-10-27T18:03:30,ArbNet Morton Register
5063,The Arboretum at Salve Regina University,the-arboretum-at-salve-regina-university,https://arbnet.org/morton-register/the-arboretum-at-salve-regina-university/,"True to the vision of Salve Regina’s founders, the Sisters of Mercy, the practice of stewardship at all levels remains integral to the University’s mission, vision, and strategic plan. Recognizing this, the University takes its role as steward of the 88-acre campus and the surrounding landscape seriously. The professional historic conservation of this legacy reflects [&hellip;]",2025-10-27T18:03:30,ArbNet Morton Register
5061,The Arboretum at Regis University,the-arboretum-at-regis-university,https://arbnet.org/morton-register/the-arboretum-at-regis-university/,"The Arboretum at Regis University is located on the Northwest Denver Campus and consists of more than 1,300 trees, 90 genera and 300 species. The Arboretum boasts nine champion trees, which are the largest of their species in existence in Colorado as designated by the Colorado Tree Coalition. Perhaps most impressive are the Arboretum&#8217;s Acer [&hellip;]",2025-10-27T18:03:30,ArbNet Morton Register
5059,The Arboretum at Redmond Park,the-arboretum-at-redmond-park,https://arbnet.org/morton-register/the-arboretum-at-redmond-park/,,2026-05-05T07:58:51,ArbNet Morton Register
5053,The Arboretum at Poughkeepsie Rural Cemetery,the-arboretum-at-poughkeepsie-rural-cemetery,https://arbnet.org/morton-register/the-arboretum-at-poughkeepsie-rural-cemetery/,"Overlooking the majestic Hudson River, the Poughkeepsie Rural Cemetery is situated on 165 acres located in the Town of Poughkeepsie, New York. This property reveals the rich history of its past and present. The Poughkeepsie Rural Cemetery displays architecture from the 19th Century, beautiful landscape originally designed by landscape architect Howard Daniels. Many individuals who [&hellip;]",2025-10-27T18:03:30,ArbNet Morton Register
5050,The Arboretum at NCC Pocono,the-arboretum-at-ncc-pocono,https://arbnet.org/morton-register/the-arboretum-at-ncc-pocono/,"The Pocono Campus of Northampton Community College is situated at the heart of the Pocono Mountains of Pennsylvania and features a carbon-neutral, LEED Gold-certified facility that was named a “Green Ribbon School” by the US Department of Education. Positioned on a hilltop, the buildings are central to a 70-acre property of thick forest, annual meadows, [&hellip;]",2025-10-27T18:03:30,ArbNet Morton Register
5048,The Arboretum at Moses Brown School,the-arboretum-at-moses-brown-school,https://arbnet.org/morton-register/the-arboretum-at-moses-brown-school/,"The Arboretum at Moses Brown spreads throughout the Friends school’s 43-acre campus on the East Side of Providence, RI. The Arboretum includes many mature trees and shrubs, particularly a variety of stately oaks and beeches; one European beech is among the oldest trees in Providence, according to the Rhode Island Tree Council. Among the younger [&hellip;]",2025-10-27T18:03:30,ArbNet Morton Register
5047,The Arboretum at Linden Ponds,the-arboretum-at-linden-ponds,https://arbnet.org/morton-register/the-arboretum-at-linden-ponds/,The purpose of The Arboretum at Linden Ponds is to appreciate and help maintain the vision of a planned design of trees and shrubs. There are 108 acres some of which are conservation wetlands enhanced by native trees and challenged by difficult rock and soil conditions on our campus located in the historic town of [&hellip;],2025-10-27T18:03:30,ArbNet Morton Register
5044,The Arboretum at Liberty Hall,the-arboretum-at-liberty-hall,https://arbnet.org/morton-register/the-arboretum-at-liberty-hall/,"Liberty Hall’s storied history began in 1760 when a large tract of land in Elizabethtown, New Jersey was purchased by William Livingston, a prominent New York attorney intending to retire from public life, take up farming and embrace the solitude of country life. Livingston became New Jersey’s first elected Governor in 1776 and, although his [&hellip;]",2025-10-27T18:03:30,ArbNet Morton Register
5042,The Arboretum at Laurel Hill,the-arboretum-at-laurel-hill,https://arbnet.org/morton-register/the-arboretum-at-laurel-hill/,"Incorporated in 1836 and 1869 respectively, historic Laurel Hill and West Laurel Hill Cemeteries are non-profit, non-denominational cemeteries that combine to create a 265-acre arboretum and outdoor sculpture garden rich in cultural and social history.",2025-10-27T18:03:30,ArbNet Morton Register
5036,King-Bruwaert House Arboretum,the-arboretum-at-k-b-house,https://arbnet.org/morton-register/the-arboretum-at-k-b-house/,"The King-Bruwaert House Arboretum was established in 1933 with the acquisition of 35.5 acres of land south of Hinsdale, Illinois, in what is now the Village of Burr Ridge, for the creation of a charitable residence for elderly women. For several decades, the landscape remained largely unchanged, offering residents, their families, and members of the [&hellip;]",2025-12-18T08:51:08,ArbNet Morton Register
5035,The Arboretum at Johnston Community College,the-arboretum-at-johnston-community-college,https://arbnet.org/morton-register/the-arboretum-at-johnston-community-college/,,2025-10-27T18:03:30,ArbNet Morton Register
5029,The Arboretum at John Carroll University,the-arboretum-at-john-carroll-university,https://arbnet.org/morton-register/the-arboretum-at-john-carroll-university/,"John Carroll University is a Jesuit, Catholic University founded in 1886 in Cleveland, OH and is one of 27 Jesuit colleges and universities in the United States. The University encompasses 60 acres of land in University Heights, OH and has been a USA Tree Campus for the past four years. The Arboretum at John Carroll [&hellip;]",2025-10-27T18:03:30,ArbNet Morton Register
5024,The Arboretum at Holy Cross,the-arboretum-at-holy-cross,https://arbnet.org/morton-register/the-arboretum-at-holy-cross/,The arboretum was founded to provide the Holy Cross congregation and surrounding local community a peaceful oasis which promotes the use of native trees of Missouri; providing beauty while benefiting wildlife. The oasis of trees on the corner of Miami St. and Ohio St. has existed for over a century in the City of St. [&hellip;],2025-10-27T18:03:30,ArbNet Morton Register
5020,The Arboretum at Oakwood Cemetery,the-arboretum-at-historic-oakwood-cemetery,https://arbnet.org/morton-register/the-arboretum-at-historic-oakwood-cemetery/,"The Arboretum at Oakwood Cemetery is situated on 72 acres nestled in the historic Oakwood neighborhood in Raleigh, North Carolina. When the cemetery was dedicated in 1869 it was positioned in an oak grove giving us the moniker, sleeping place among the oaks. The arboretum, at Oakwood still contains Oak trees pre-dating the civil war, [&hellip;]",2026-04-13T16:01:20,ArbNet Morton Register
5015,The Arboretum at Historic Fair HIll,the-arboretum-at-historic-fair-hill,https://arbnet.org/morton-register/the-arboretum-at-historic-fair-hill/,,2025-10-27T18:03:30,ArbNet Morton Register
5014,The Arboretum at Gustavus Adolphus College,the-arboretum-at-gustavus-adolphus-college,https://arbnet.org/morton-register/the-arboretum-at-gustavus-adolphus-college/,,2025-10-27T18:03:30,ArbNet Morton Register
5013,The Arboretum at Fort Williams Park,the-arboretum-at-fort-williams-park,https://arbnet.org/morton-register/the-arboretum-at-fort-williams-park/,,2025-10-27T18:03:30,ArbNet Morton Register
5008,The Arboretum at Flagstaff,the-arboretum-at-flagstaff,https://arbnet.org/morton-register/the-arboretum-at-flagstaff/,,2025-10-27T18:02:15,ArbNet Morton Register
5002,The Arboretum at Eugene Masonic Cemetery,the-arboretum-at-eugene-masonic-cemetery,https://arbnet.org/morton-register/the-arboretum-at-eugene-masonic-cemetery/,,2025-10-27T18:02:15,ArbNet Morton Register
4998,The Arboretum at Columbus Academy,the-arboretum-at-columbus-academy,https://arbnet.org/morton-register/the-arboretum-at-columbus-academy/,"The Arboretum at Columbus Academy is located on the 231 wooded acre campus in Gahanna, Ohio, 8 miles from downtown Columbus. Through a generous gift from the M.G. Woodhull Trust and Mrs. Woodhull Columbus Academy acquired this land in the early 1960’s. In 1968, The Columbus Academy relocated to the new campus from the original [&hellip;]",2025-10-27T18:02:15,ArbNet Morton Register
4995,The Arboretum at Berea College,the-arboretum-at-berea-college,https://arbnet.org/morton-register/the-arboretum-at-berea-college/,The Arboretum at Berea College is unique and special in a variety of ways. The 120 acres that make up the arboretum and campus have trees that were in place to witness the founding of the College in 1855 when Berea became the first college in the south to be both racially integrated and coeducational. [&hellip;],2025-10-27T18:02:15,ArbNet Morton Register
4994,The Arboretum at Arizona State University,the-arboretum-at-arizona-state-university,https://arbnet.org/morton-register/the-arboretum-at-arizona-state-university/,,2025-10-27T18:02:15,ArbNet Morton Register
4991,The Arboretum at Adams Park,the-arboretum-at-adams-park,https://arbnet.org/morton-register/the-arboretum-at-adams-park/,"Established in 2023, the 2.5-acre Arboretum at Adams Park, centrally located at historic Adams Park in the heart of downtown Wheaton and at the doorsteps of the City of Wheaton Public Library; provides the public a diverse, enjoyable, informational, and peaceful nature inspired environment, that honors the City of Wheaton&#8217;s dedication to the environment and [&hellip;]",2025-10-27T18:02:15,ArbNet Morton Register
4988,The Alphawood Arboretum at Illinois Institute of Technology,the-alphawood-arboretum-at-illinois-institute-of-technology,https://arbnet.org/morton-register/the-alphawood-arboretum-at-illinois-institute-of-technology/,"Illinois Institute of Technology’s campus identity owes much to the collaboration of architect, Ludwig Mies van der Rohe, and landscape architect, Alfred Caldwell. Caldwell’s landscape design of gnarly, irregularly planted honey locusts and hawthorns artfully contrasts Mies’s buildings of cubic linearity. The trees influenced a generation of architects, and the honey locust especially became part [&hellip;]",2025-10-27T18:02:15,ArbNet Morton Register
4987,Temple College Arboretum,temple-college-arboretum,https://arbnet.org/morton-register/temple-college-arboretum/,,2025-10-27T18:02:15,ArbNet Morton Register
4983,Teisha’s Orchard,teishas-orchard,https://arbnet.org/morton-register/teishas-orchard/,"Located in the heart of urban Lewiston, between three schools, a sledding hill and many acres of forest, is an edible arboretum where community members can access fresh fruit for free during harvest time. It’s called Teisha’s Orchard, after Teisha A. Loesburg, a Lewiston High School student who passed away in a tragic airplane accident [&hellip;]",2025-10-27T18:02:15,ArbNet Morton Register
4982,Tecumseh Natural Area,tecumseh-natural-area,https://arbnet.org/morton-register/tecumseh-natural-area/,,2025-10-27T18:02:15,ArbNet Morton Register
4978,TdeA Arboretum,tdea-arboretum,https://arbnet.org/morton-register/tdea-arboretum/,,2026-06-12T13:37:57,ArbNet Morton Register
4977,Taylor Memorial Arboretum,taylor-memorial-arboretum,https://arbnet.org/morton-register/taylor-memorial-arboretum/,,2025-10-27T18:02:15,ArbNet Morton Register
4972,Tavares Cemetery and Arboretum,tavares-cemetery-and-arboretum,https://arbnet.org/morton-register/tavares-cemetery-and-arboretum/,,2026-06-15T09:58:52,ArbNet Morton Register
4967,Tashkent Botanical Garden at the Institute of Botany of the Academy of Sciences of Uzbekistan,tashkent-botanical-garden-at-the-institute-of-botany-of-the-academy-of-sciences-of-uzbekistan,https://arbnet.org/morton-register/tashkent-botanical-garden-at-the-institute-of-botany-of-the-academy-of-sciences-of-uzbekistan/,"The first botanical garden in the city with an area of 8 hectares created in 1922 on the territory of the garden of the Turkestan Governor-General. The botanical garden on a modern territory of 80 hectares was founded in 1950. From January 1, 1968, he acted as a research institute. The official name is the [&hellip;]",2025-10-27T18:02:15,ArbNet Morton Register
4966,Tanglewood Park Arboretum and Rose Garden,tanglewood-park-arboretum-and-rose-garden,https://arbnet.org/morton-register/tanglewood-park-arboretum-and-rose-garden/,,2025-10-27T18:02:15,ArbNet Morton Register
4965,Tanga Coastal Forests Botanic Garden,tanga-coastal-forests-botanic-garden,https://arbnet.org/morton-register/tanga-coastal-forests-botanic-garden/,,2025-10-27T18:02:15,ArbNet Morton Register
4964,Tamarack Arboretum,tamarack-arboretum,https://arbnet.org/morton-register/tamarack-arboretum/,,2025-10-27T18:02:15,ArbNet Morton Register
4963,Tama Forest Science Garden,tama-forest-science-garden,https://arbnet.org/morton-register/tama-forest-science-garden/,,2025-10-27T18:02:15,ArbNet Morton Register
4962,Tam Dao Botanic Garden,tam-dao-botanic-garden,https://arbnet.org/morton-register/tam-dao-botanic-garden/,,2025-10-27T18:02:15,ArbNet Morton Register
4961,Taiyuan Botanical Garden,taiyuan-botanical-garden,https://arbnet.org/morton-register/taiyuan-botanical-garden/,,2025-10-27T18:01:38,ArbNet Morton Register
4960,Taipei Botanical Gardens,taipei-botanical-gardens,https://arbnet.org/morton-register/taipei-botanical-gardens/,,2026-06-12T13:38:32,ArbNet Morton Register
4959,Tacoma Parks,tacoma-parks,https://arbnet.org/morton-register/tacoma-parks/,"Metro Parks Tacoma is an urban park district with about 4,700 planted trees at 60 different sites. The collection includes over 400 taxa (90 genera) of trees, many planted between 1890 and 1930. We do not yet have a collections plan, but all trees are i",2025-10-27T18:01:38,ArbNet Morton Register
4958,Szarvasi Arboretum,szarvasi-arboretum,https://arbnet.org/morton-register/szarvasi-arboretum/,,2025-10-27T18:01:38,ArbNet Morton Register
4957,Syon Park,syon-park,https://arbnet.org/morton-register/syon-park/,,2025-10-27T18:01:38,ArbNet Morton Register
4956,Sycamore Hill Gardens,sycamore-hill-gardens,https://arbnet.org/morton-register/sycamore-hill-gardens/,,2025-10-27T18:01:38,ArbNet Morton Register
4952,Sweet Gum Trail,sweet-gum-trail,https://arbnet.org/morton-register/sweet-gum-trail/,"First opened more than 30 years ago, the Sweet Gum Trail is open to the public and features a paved trail, man-made pond, native plant garden, and art sculptures. Thanks to the Master Gardeners of Central Georgia, visitors to the Museum may stroll along the Sweet Gum Trail and discover new ways to use beautiful, [&hellip;]",2025-10-27T18:01:38,ArbNet Morton Register
4951,Swanson Science Park Arboretum,swanson-science-park-arboretum,https://arbnet.org/morton-register/swanson-science-park-arboretum/,,2025-10-27T18:01:38,ArbNet Morton Register
4947,Swan Lake Iris Gardens,swan-lake-iris-gardens,https://arbnet.org/morton-register/swan-lake-iris-gardens/,"The beautiful black waters of Swan Lake form the setting for the spectacular Iris Gardens. The lake is dotted with colorful islands, and wildlife is abundant. The only public park in the United States to feature all eight swan species, Swan Lake Iris Gardens is also home to some of the nation&#8217;s most intensive plantings [&hellip;]",2025-10-27T18:01:38,ArbNet Morton Register
4946,Svinvik’s Arboretum,svinviks-arboretum,https://arbnet.org/morton-register/svinviks-arboretum/,,2025-10-27T18:01:38,ArbNet Morton Register
4945,Susan Jacobs Arboretum,susan-jacobs-arboretum,https://arbnet.org/morton-register/susan-jacobs-arboretum/,"The Susan Jacobs Arboretum is a place of serene natural beauty. It features a 300-seat amphitheatre, lighted walkways, foliage indigenous to the area, and rows of Nuttall Oak trees defining the north quadrangle. A meandering creek lined with stones and bo",2025-10-27T18:01:38,ArbNet Morton Register
4941,SUNY Oswego Centennial Arboretum,suny-oswego-centennial-arboretum,https://arbnet.org/morton-register/suny-oswego-centennial-arboretum/,"In 2021, the Oswego Tree Stewards, the SUNY Oswego Office of Sustainability, and Rice Creek Field Station banded together to revitalize the Centennial Arboretum by planting 21 new and diverse trees. The Centennial Arboretum now hosts 45 trees and over 30 different species chosen specifically for their resilience to anticipated climate changes, their ability to [&hellip;]",2025-10-27T18:01:38,ArbNet Morton Register
4940,Sunshine Nursery & Arboretum,sunshine-nursery-arboretum,https://arbnet.org/morton-register/sunshine-nursery-arboretum/,,2025-10-27T18:01:38,ArbNet Morton Register
4935,Sunnyside Retirement Community,sunnyside-retirement-community,https://arbnet.org/morton-register/sunnyside-retirement-community/,"Sunnyside Retirement Community is a nationally and internationally recognized nonprofit Life Plan Community located in the heart of the Shenandoah Valley of Virginia. Situated on more than 150 acres in Harrisonburg, the campus is comprised of villas, cottages, garden homes and apartments for independent living, as well as assisted living, memory care, skilled nursing, and [&hellip;]",2025-10-27T18:01:38,ArbNet Morton Register
4934,Sultan Qaboos University Botanic Garden,sultan-qaboos-university-botanic-garden,https://arbnet.org/morton-register/sultan-qaboos-university-botanic-garden/,,2025-10-27T18:01:38,ArbNet Morton Register
4933,Suleyman Demirel University Botanical Garden,suleyman-demirel-university-botanical-garden,https://arbnet.org/morton-register/suleyman-demirel-university-botanical-garden/,,2025-10-27T18:01:38,ArbNet Morton Register
4930,Sugar House Park Arboretum,sugar-house-park-arboretum,https://arbnet.org/morton-register/sugar-house-park-arboretum/,"Sugar House Park has been a public space for 68 years, in trust to The Sugar House Park Authority, owned equally by Salt Lake County and Salt Lake City. The park is centrally located in the Salt Lake Valley. It is a neighborhood park in the Sugar House neighborhood, a regional park draw for visitors [&hellip;]",2025-10-27T18:01:38,ArbNet Morton Register
4927,Strawbery Banke Museum,strawbery-banke-museum,https://arbnet.org/morton-register/strawbery-banke-museum/,Strawbery Banke Museum is a living history museum with a collection of curated historic houses and gardens. The arboretum helps tell the story of this historic waterfront neighborhood by preserving historic trees and fostering a diverse collection of trees and woody perennials that also provide numerous ecological and educational benefits. The mission of Strawbery Banke [&hellip;],2025-10-27T18:01:38,ArbNet Morton Register
4925,Stonybrook Arboretum,stonybrook-arboretum,https://arbnet.org/morton-register/stonybrook-arboretum/,Stonybrook is named after the stone lined Little Creek that runs through the property. The most outstanding architectural feature of the property is the beautiful field stone bridge by the manor house that crosses the creek at its mouth where it enters the Sakonnet River. The creek meanders through the property and the owners are [&hellip;],2025-10-27T18:01:38,ArbNet Morton Register
4924,Stony Brook-Millstone Watershed Arboretum,stony-brook-millstone-watershed-arboretum,https://arbnet.org/morton-register/stony-brook-millstone-watershed-arboretum/,,2025-10-27T18:01:38,ArbNet Morton Register
4923,Stony Brook University,stony-brook-university,https://arbnet.org/morton-register/stony-brook-university/,,2025-10-27T18:00:46,ArbNet Morton Register
4922,Stones River Greenway Arboretum,stones-river-greenway-arboretum,https://arbnet.org/morton-register/stones-river-greenway-arboretum/,,2025-10-27T18:00:46,ArbNet Morton Register
4921,Stoneleigh,stoneleigh,https://arbnet.org/morton-register/stoneleigh/,,2025-10-27T18:00:46,ArbNet Morton Register
4918,Stonehouse Community Arboretum,stonehouse-community-arboretum,https://arbnet.org/morton-register/stonehouse-community-arboretum/,"The Stonehouse Community Arboretum was launched in 2021 with the publication of the Stonehouse Community Arboretum Management Plan, a Stonehouse Town Council document which sets out its approach to tree care. Rather than a conventional arboretum or botanical garden, the Stonehouse Community Arboretum is comprised of all trees in the town, on public and private [&hellip;]",2025-10-27T18:00:46,ArbNet Morton Register
4917,Stone Lane Gardens,stone-lane-gardens,https://arbnet.org/morton-register/stone-lane-gardens/,,2025-10-27T18:00:46,ArbNet Morton Register
4912,Stiftelsen Arboretum Lassas Hagar,stiftelsen-arboretum-lassas-hagar,https://arbnet.org/morton-register/stiftelsen-arboretum-lassas-hagar/,Arboretum Lassas Hagar on the island of Svartlöga in the Stockholm archipelago is a unique nature and culture project that has been going on for four decades in a cut-off environment without electricity and other modern amenities. The arboretum was formed in 1980 by the late founder Sten Ridderlöf and since 2005 owned and managed [&hellip;],2025-10-27T18:00:46,ArbNet Morton Register
4911,Stichting Arboretum Notoarestoen Eenrum,stichting-arboretum-notoarestoen-eenrum,https://arbnet.org/morton-register/stichting-arboretum-notoarestoen-eenrum/,,2025-10-27T18:00:46,ArbNet Morton Register
