bgci_id,name,name_alt,website,phone,email,latitude,longitude,city,state_province,postal_code,country_code,country,address,open_to_public,year_incorporated,overview,accessions_count,member_bgci,member_abg,member_ipen,botanic_garden_accredited,arbnet_accredited_level,herbarium_code,social_facebook,social_instagram,social_twitter,updated_at,source,attr_access_conservation_policies,attr_advocates_conservation,attr_altitude,attr_audience_development,attr_average_annual_precipitation,attr_biosecurity_best_practices,attr_carbon_reduction_policies,attr_collaborations_conservation,attr_collection_access,attr_community_outreach,attr_conservation_assessment_activities,attr_conservation_expertise_external,attr_conservation_habitat_focus,attr_conservation_horticulture_activities,attr_conservation_non_permanent_budget,attr_conservation_permanent_budget_percentage,attr_conservation_professional_development,attr_conservation_staff_total,attr_conservation_volunteers_total,attr_education_practices,attr_education_resources,attr_education_staff_total,attr_education_topics,attr_energy_saving_techniques,attr_evaluates_conservation_activities,attr_ex_situ_infrastructure,attr_governance_type,attr_horticulture_staff_total,attr_in_situ_best_practices,attr_in_situ_conservation,attr_in_situ_land_area_impact,attr_interpretation_conservation,attr_invasive_species_monitoring,attr_landscaped_area_hectares,attr_living_collections_policy,attr_mission_statement_conservation,attr_natural_area_hectares,attr_non_school_classes,attr_online_learning,attr_operating_budget,attr_organisation_type,attr_plant_conservation_policy,attr_plant_records_database,attr_policy_exists,attr_policy_includes_conservation,attr_research_programmes,attr_research_staff_total,attr_research_volunteers_annual,attr_school_programmes,attr_scientific_research_participant,attr_species_recovery_native,attr_species_recovery_non_native,attr_staff_total,attr_strategies_frameworks,attr_sustainability_certification,attr_sustainability_goal,attr_sustainability_policy,attr_sustainable_food_practices,attr_total_area_hectares,attr_urban_greening_practices,attr_visitors_annual,attr_volunteers_annual,attr_waste_management_practices,attr_water_saving_policies,attr_wild_collection_best_practices,attr_wild_origin_living_percent,attr_wild_origin_seed_bank_percent
3833,Shanghai Chenshan Botanical Garden,,http://www.csnbgsh.cn,(00)86-21-67657802,maqixia@sibs.ac.cn,31.07782,121.18320,Shanghai,Shanghai,201602,CN,China,"No. 3888 Chen Hua Road, Shanghai",1,2010,"Chenshan Botanical Garden, Shanghai is a comprehensive botanical garden with strong scientific content and beautiful garden landscapes, integrating scientific research, popularization of science, landscape and leisure, co-constructed by Shanghai Municipal People's Government, the Chinese Academy of Sciences and the State Forestry Administration with the approval of Shanghai Municipal People's Government, and is also a major social welfare ecological construction project decided by Shanghai Munic",0,1,0,0,0,4,,,,,2026-03-11T07:30:05.000000Z,BGCI GardenSearch,,,3,Special education and mental health needs,1213,,,,Collections network/multisite collection member,True,,,,,,,,,,Science communication; Interpretation; Evaluation,Visitor centre; Guided tours; Self-guided tours; Permanent exhibitions or displays for visitors; Special exhibitions or displays for visitors; School education programmes; In-person events/classes/courses for visitors; Online events/classes/courses for visitors,7,Climate change; Pollination; Sustainability; Plant and biodiversity conservation; Plant science,,,,National Government; Local Government (State/County/Municipal),,,,,True,,207,,True,,Children; Young adults; Adults; General visitors; Specific community groups,Schools; General interest; Families,,Botanic Garden/Arboretum; Conservation Institution; Display Garden; Gene/Seed Bank,,True,,,Ex situ conservation; Conservation genetics; Data management systems and information technology; In situ conservation; Education practice; Horticulture; Invasive species biology and control; Molecular genetics; Seed biology and conservation; Systematics and taxonomy; Evaluation and Impact,,,Primary years education; Middle/secondary years education,,,,165,,,,,,207,,,,,,,,
3834,Arboretum of Shandong College of Forestry,,,,,36.20129,117.08730,Taian,Shandong,271000,CN,China,Forestry Department of Shandong Province,,1956,,0,0,0,0,0,,TAIAN,,,,2024-02-26T22:22:53.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,Baoji Botanical Garden,,,,,34.36236,107.07869,Baoji,SHAANXI,721008,CN,China,Urban construction and Administration Bureau of Ba,,,,0,0,0,0,0,,BAOJ,,,,2024-02-26T22:22:54.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,Beijing Medicinal Plants Garden,,http://www.implad.ac.cn/en/index.htm,010-57833195,1327153539@qq.com,40.07042,116.23870,Beijing,Hai Dian District,100094,CN,China,Institute of Medicinal Plant Development (IMPLAD),,,,0,0,0,0,0,,XBEI,,,,2024-02-26T22:22:54.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,Botanical Garden of Zhejiang Agricultural and Forestry University,,,,,30.23523,119.72345,Hangzhou City,ZHEJIANG,311300,CN,China,No. 666 Wusu Street,,1927,,0,1,0,0,0,,ZHA,,,,2024-02-26T22:22:54.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,Chengdu Arboretum,,,,,30.76461,104.12370,Sichuan,CHENGDU,,CN,China,Tianhuizhen,,,,0,0,0,0,0,,CHENB,,,,2024-02-26T22:22:54.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,Dezhou Botanical Garden,,,,,37.43245,116.36478,Shandong,Shandong,253000,CN,China,,,,,0,0,0,0,0,,DSH,,,,2024-02-26T22:22:54.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,Hangzhou Medicinal Herb Garden,,,,,30.26999,120.13903,HANGZHOU,ZHEJIANG PROVINCE,310023,CN,China,Hangzhou Institute of Medicine,,,,0,0,0,0,0,,HANGZ,,,,2024-02-26T22:22:54.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,Hunjiang Arboretum,,,,,41.71896,127.16174,Jilin,Jilin,134302,CN,China,Institute of Forestry Science,,1981,,0,0,0,0,0,,HUJI,,,,2024-02-26T22:22:55.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,Kunming Horticultural Landscape Botanical Garden,,,,,25.08846,102.77173,KUNMING,Yunnan Province,650224,CN,China,Parks and Landscape Bureau of Kunmig,,1983,,0,0,0,0,0,,KHLK,,,,2024-02-26T22:22:55.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,Qingdao Botanical Garden,,,,,36.06299,120.36355,Qingdao,Shandong,266071,CN,China,Parks ans Landscape Bureau of Qingdao,,1976,,0,0,0,0,0,,QING,,,,2024-02-26T22:22:55.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,Research Institute of Subtropical Forestry,,,86 (0)571 326 801,,32.89440,115.81660,FUYANG,Zhejiang,,CN,China,Chinese Academy of Forestry,,1964,,0,0,0,0,0,,FUYA,,,,2024-02-26T22:22:55.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,Shangri-La Alpine Botanical Garden (SABG),,,0086 887 8233098 or (0)13988788850,1246288594@qq.com,27.82295,99.70587,,Xianggelila County,674400,CN,China,Mailbox 118,,,,0,1,0,0,0,,,,,,2025-04-10T16:30:05.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,"Shenyang Arboretum, Institute of Applied Ecology",,,(86-24) 24811558,,41.77695,123.46388,Shenyang,Liaoning Province,110015,CN,China,Chinese Academy of Sciences,,1955,,0,1,0,0,0,,SHENI,,,,2024-02-26T22:22:55.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,Shenyang Botanical Garden,,,,,41.76022,123.44230,SHENYANG LIAONING,Dongling District,110015,CN,China,Shenyang Institute of Landscape Gardening,,,,0,0,0,0,0,,SHDD,,,,2024-02-26T22:22:55.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,Shenyang College of Pharmacy Medicinal Plant Garden,,,,,41.76921,123.44616,Shenyang,Liaoning,110015,CN,China,Pharmaceutical Botany Department,,,,0,0,0,0,0,,SHENY,,,,2024-02-26T22:22:56.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,Shenyang Municipal Arboretum,,,,,41.77637,123.43570,SHENYANG,Liaoning Province,110015,CN,China,Sheyang Institute of Landscape Gardening,,1963,,0,0,0,0,0,,SHENM,,,,2024-02-26T22:22:56.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,Shihezi Botanical Garden,,,,,44.30595,86.08047,SHIHEZI,Xinjiang,,CN,China,,,,,0,0,0,0,0,,SHIHZ,,,,2024-02-26T22:22:56.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,Sichuan Medicinal Botanical Garden,,,,,29.16700,107.09540,SICHUAN,Nanchuan County,648408,CN,China,Institute of Medicinal Plant Cultivation,,1947,,0,0,0,0,0,,NANCH,,,,2024-02-26T22:22:56.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,Turpan Desert Botanic Garden,,http://www.egi.cas.cn/jgsz/kybm/jcsyxt/tlfsm/,(86 991) 7885502,ebg@ms.xjb.ac.cn,42.86373,89.28899,Urumqi,Xinjiang,838008,CN,China,Xinjiang Institute of Ecology and Geography,,1976,"Turpan Desert Botanical Garden was built in 1976, Botanical Garden, Chinese Academy of Sciences in 1982 to join the work of the Committee, in 1994, joined the League of Botanic Gardens Conservation International (BGCI); 1999, the China Association for Science named the ""national popular science education base"" and ""National Youth Science and Technology Education Base ""; 2006, granted by the National Tourism Administration National AAA-class tourist attractions; 2008, the State Forestry Administr",0,1,0,0,0,,TURPA,,,,2025-05-21T18:30:11.000000Z,BGCI GardenSearch,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,Weixi Snow Hilly Botanical Garden,,,,,46.61380,124.87910,DIQING,Yunnan Province,674600,CN,China,,,,,0,0,0,0,0,,DIQI,,,,2024-02-26T22:22:56.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,Wutaihan Arboretum,,,,,39.00761,113.59627,WUTAI,Wutai County,30015,CN,China,Shanxi Province,,,,0,0,0,0,0,,WUTAI,,,,2024-02-26T22:22:56.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,Xiji Arboretum,,,,,36.10393,105.77633,Huoshizhai,Xiji,NINGXIA 750004,CN,China,Forestry Institute of Ningxia Academy of Agricultu,,1985,,0,0,0,0,0,,XIJI,,,,2024-02-26T22:22:57.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,Xining Botanical Garden,,,,,36.62519,101.74028,QINGHAI,Xining,810001,CN,China,Management Bureau of Xining,,1981,,0,0,0,0,0,,XININ,,,,2024-02-26T22:22:57.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,Yanan Arboretum,,,,,36.60931,110.29049,yanan,Shanxi Province,716000,CN,China,Shanxi Institute of Forestry Science,,1980,,0,0,0,0,0,,YANAN,,,,2024-02-26T22:22:57.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,Yanchi Arid Land Shrub Garden,,,,,37.78286,107.40714,Ningxia,YANCHI,751500,CN,China,Nangxia Institute of Forestry,,,,0,0,0,0,0,,YANCH,,,,2024-02-26T22:22:57.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,Yinchuan Botanical Garden,,,,,38.45836,106.29285,YINCHUAN,Ningxia,750004,CN,China,Institute of Forestry and Science,,1986,,0,0,0,0,0,,YINCH,,,,2024-02-26T22:22:57.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,Yulin Psammophyte Botanical Garden,,,,,38.29440,109.75000,Shanxi,Yulin,719000,CN,China,Yulin Prefectural Institute of Sand control,,1982,,0,0,0,0,0,,YULIN,,,,2024-02-26T22:22:57.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,Jardín Botánico de la Universidad Tecnológica de Pereira,,http://www.utp.edu.co/jardin,(576) 321-2523,jardinbotanico@utp.edu.co,4.79021,-75.68907,Pereira,Risaralda,N.A.,CO,Colombia,Universidad Tecnológica de Pereira,1,1983,"The Technological University of Pereira Botanical Garden  contributes to the conservation of the biological diversity of the Andean forest, through research and management of its conservation area, germplasm bank and related ecosystems, in order to generate and disseminate knowledge in parallel with the offer of spaces for the enjoyment and recreation of visitors",0,1,0,0,0,,PRD,https://www.facebook.com/jardinbotanicoutp/,https://www.instagram.com/jardinbotanicoutp/,,2024-02-26T22:22:57.000000Z,BGCI GardenSearch,"Collecting, maintenance, and supply of threatened and CITES listed species; Invasive species prevention and management; Biosecurity and pest/disease prevention and management; Responsible sourcing of products and plants sold and used",True,1475,Social inclusion; Benefit Sharing; Team-based inquiry,4000,Nursery Management; Collection Management; Plant Acquisition and Introduction; Visitor Management; Quarantine; Seed Exchange; Pest Monitoring and Surveying,Low carbon investments,Academic institution(s); Government agency(ies); Corporation(s); Non-profit organization(s); Research community(ies); Botanical network(s); Other botanical institution(s),Collections network/multisite collection member; Individual research requests,True,None,Contribute to coordinated ex situ collections; Floras/species descriptions; Sponsor or organise professional meetings or trainings; Participate in plant conservation networks; Serve as a plant rescue center site (for confiscated plants),Tropical and subtropical moist broad leaf forests,Carry out taxonomic verification of collections of conservation concern; Curate and maintain genetically diverse collections for conservation purposes; Share data and collections of conservation concern with other institutions,"Less than $10,000",30,"On-site skills-based staff training(s) (including formal/informal instruction on the propagation and cultivation of threatened species, invasives management and early detection); On-site knowledge-based staff training(s) ( including learning opportunities such as lunch and learn, lectures or discussions, access to adult education classes on plant conservation topics); Specialized workshops or courses via professional meetings/conferences/congresses, continuing education programmes, academic institutions, etc.",2,0,Science communication; Interpretation; Evaluation; Accessibility; Citizen/community science; Working with diverse audiences,Visitor centre; Guided tours; Self-guided tours; School education programmes; In-person events/classes/courses for visitors; Online events/classes/courses for visitors,10,Climate change; Pollination; Sustainability; Plant and biodiversity conservation; Plant science,Renewable energy; Sustainable building construction; Energy efficiency practices,True,Arboretum; Herbarium; Living plant collection; Nursery; Shadehouse/Greenhouse,Academic; National Government,3,"In situ projects have baseline measurements, monitoring and adaptive management built into project design; For restoration projects, species selection is guided by reference ecosystems and species assemblages; In situ projects include local community involvement",Climate change mitigation; Ecological restoration of habitat; Incorporation of threatened species into ecological restoration; Species recovery planning; Population reinforcement; Reintroduction,414,True,Risk assessment,,True,True,13,Children; Young adults; Adults; General visitors; Specific community groups,Schools; General interest; Families,"Less than $100,000",Botanic Garden/Arboretum,True,True,Collections; Diversity and Inclusion; Education; Information Management; Landscape Management; Sustainability; Visitors,Collections; Diversity and Inclusion; Education; Sustainability,Ex situ conservation; Ecology; In situ conservation; Education practice; Ethnobotany; Survey and inventory; Floristics; Ecological restoration; Plant breeding; Sustainability; Systematics and taxonomy; Urban environments,7,0,Primary years education; Middle/secondary years education; College/university education,Garden policy that any external publications acknowledge support from the garden; Garden staff write peer reviewed papers; Garden widely communicates research accomplishments to the broader public,Yes 21+ species,Yes 1-10 species,17,"Convention on Biological Diversity (CBD); Global Strategy for Plant Conservation (GSPC); Sustainable Development Goals (SDGs); United Nations Framework Convention on Climate Change; Other Regional, National, or Sub-national Policies",True,True,True,Supporting sustainable production; Food waste reduction; Certification,13,Green walls/roofs; Native plant gardening; Urban planning; Urban mapping / inventory; Community planting and stewardship; Managing urban nature reserves,16000,,Waste reduction; Recycling; No single-use plastics,Water efficiency,"Where possible seeds are collected. For species with available seed, no more than 15-20% of seed available at the time of collection is harvested from each individual or population.; Data is collected alongside propagation material and linked to collected material. This includes collection of herbarium vouchers, photographs and field data.",90,0
3863,Jardín Botánico de Bogotá José Celestino Mutis,,https://jbb.gov.co/,57 (09)1 4377060,bogotanico@jbb.gov.co,4.66824,-74.09995,Bogotá D.C.,Bogotá,111071,CO,Colombia,Secretaria Distrital de Ambiente,1,1955,"This botanic garden is the Bogotá´s research and scientific center with emphasis on andean and paramo ecosystems. This institution contributes to plants conservation in Bogotá and its sorrounding area. This institution generates environmental sustainability inside the territory, by using scientific research, technological transference and environmental education.",114,1,0,0,1,,COL,https://www.facebook.com/JardinBotanicoDeBogota,@jardinbotanicodebogota,https://twitter.com/jbotanicobogota,2025-05-21T18:30:11.000000Z,BGCI GardenSearch,,,2550,,,,,,,,,,,,,,,,,,,,,,,DNA bank; Herbarium; Living plant collection; Micropropagation/Tissue culture; Nursery,Academic; National Government; Local Government (State/County/Municipal),,,Climate change mitigation; Ecological restoration of habitat; Incorporation of threatened species into ecological restoration; Monitoring,,,,,True,True,,,,,Botanic Garden/Arboretum; Conservation Institution; Municipal or Government Site,True,True,,,,,,,,,,,,,,,,20,,300000,,,,,,
3864,Jardín Botánico de Medellín,Medellin Botanical Garden ,http://www.botanicomedellin.org,(574) 444-5500,comunicaciones@jbotanico.org,6.27206,-75.56372,Medellin,Antioquia,050010,CO,Colombia,Carrera 52 # 73-298,1,1969,"The Botanical Garden Joaquín Antonio Uribe, non-profit private foundation, establishes as an institution dedicated to scientific research, conservation, education, recreation and cultural labors. The scientific work accomplished by the institution, has made it one of the most respectful and recognized entities of Colombia regarding its vast expertise in exploration, research and conservation of Colombian flora, emphasizing in regional species. The prestige of its work led the Botanical Garden to",0,1,0,0,1,4,JAUM,https://www.facebook.com/JardinBotanicoMedellin/,https://www.instagram.com/jardinbotanicodemedellin/,https://twitter.com/jbotanicomed,2024-11-18T10:00:04.000000Z,BGCI GardenSearch,"Compliance with sub-national, national, or international Access and Benefit Sharing regulations (e.g., Nagoya Protocol, ITPGRFA, national or sub-national regulations); Collecting, maintenance, and supply of threatened and CITES listed species; Biosecurity and pest/disease prevention and management",True,1495,Social inclusion,1673,,None,Academic institution(s); Government agency(ies); Non-profit organization(s); Research community(ies); Botanical network(s); Other botanical institution(s),Individual research requests,True,,"Contribute to coordinated ex situ collections; Floras/species descriptions; Peer review for external accreditation, funding, advisory committees; Offer fellowships or internships; Participate in plant conservation networks",,,,,"On-site skills-based staff training(s) (including formal/informal instruction on the propagation and cultivation of threatened species, invasives management and early detection); On-site knowledge-based staff training(s) ( including learning opportunities such as lunch and learn, lectures or discussions, access to adult education classes on plant conservation topics); Specialized workshops or courses via professional meetings/conferences/congresses, continuing education programmes, academic institutions, etc.",,,Science communication; Interpretation; Evaluation; Citizen/community science,Visitor centre; Guided tours; Permanent exhibitions or displays for visitors; School education programmes; In-person events/classes/courses for visitors; Online events/classes/courses for visitors,,Climate change; Food security; Pollination; Sustainability; Plant and biodiversity conservation; Plant science,Renewable energy; Energy efficiency practices,False,Herbarium; Living plant collection; Micropropagation/Tissue culture,Private; Academic; Trust,,"Garden uses science-based best practices for all in situ activities; In situ projects have baseline measurements, monitoring and adaptive management built into project design; For restoration projects, species selection is guided by reference ecosystems and species assemblages; In situ projects include local community involvement",Ecological restoration of habitat; Incorporation of threatened species into ecological restoration; Monitoring; Species recovery planning; Reintroduction,12,True,,12,True,True,90,Children; Young adults; Adults; General visitors; Specific community groups; Professional audiences,General interest; Families,Greater than $2.25 million,Botanic Garden/Arboretum,True,True,Collections; Diversity and Inclusion; Education; Marketing and Communications; Overall Organisational Strategic or Master Plan; Visitors,Collections; Education,,,,Primary years education; Middle/secondary years education,,,,470,Global Strategy for Plant Conservation (GSPC),False,True,False,Food waste reduction; Food growing initiatives,13,Native plant gardening; Urban planning; Community planting and stewardship; Community gardening,500000,4,Waste reduction; Recycling; Composting; No single-use plastics,Water efficiency,,,
3865,Jardín Botánico de Popayán,,https://fup.edu.co/,311-6567002,jardinbotanico@fup.edu.co,2.39130,-76.65691,Popayán,Cauca,190001,CO,Colombia,Fundación Universitaria de Popayán,1,1999,,0,0,0,0,0,,POPA,Jardín Botánico de Popayán,,,2025-04-25T07:13:38.000000Z,BGCI GardenSearch,,,1850,,3,,,,,,,,,,,,,,,,,,,,,,Private; Academic; Local Government (State/County/Municipal),,,,,,,1,,,9,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,9,,,,,,,,
3866,"Jardín Botánico de Cartagena ""Guillermo Piñeres""",,https://data.jbgp.org.co,,horticultura@jbgp.org.co;__primary,10.35453,-75.42804,Turbaco,Bolivar,131001,CO,Colombia," Sector Matute, km 9 Autopista I-90, Turbaco, Bolivar 131001",1,1978,"<p>The Cartagena Botanical Garden is dedicated to the education, research, and conservation of the flora and fauna of the Colombian Caribbean, with special emphasis on the highly threatened Tropical Dry Forest ecosystem. Our mission is to safeguard regional biodiversity while generating scientific knowledge and fostering environmental awareness. We propagate botanically verified and responsibly sourced plant material to support restoration, reforestation, and species reintroduction programs thro",0,1,0,1,0,2,JBGP,https://www.facebook.com/JardinBotanicoCartagena,https://www.instagram.com/jardinbotanicocartagena/,,2026-04-23T17:01:48.000000Z,BGCI GardenSearch,Responsible sourcing of products and plants sold and used,True,100,Social inclusion; Capacity building; Benefit Sharing; Co-creation,,,,Academic institution(s); Botanical network(s),Individual research requests; Individual research requests; Multi-site collections database; Plant records data available via institution’s website; Plant records data available via institution’s website,True,,Contribute to coordinated ex situ collections; Floras/species descriptions,,,,,"On-site skills-based staff training(s) (including formal/informal instruction on the propagation and cultivation of threatened species, invasives management and early detection); Specialized workshops or courses via professional meetings/conferences/congresses, continuing education programmes, academic institutions, etc.",,,Science communication; Evaluation; Evaluation; Volunteering,Guided tours; Self-guided tours; Permanent exhibitions or displays for visitors; Special exhibitions or displays for visitors,,Climate change; Pollination; Plant and biodiversity conservation,,,,Private; Academic; Trust,6,,,,False,,5,True,True,4,Young adults; Adults; General visitors; Professional audiences,,"Less than $100,000",Botanic Garden/Arboretum; Gene/Seed Bank; Restoration Nursery (non-commercial),,True,Collections; Education; Landscape Management; Marketing and Communications; Overall Organisational Strategic or Master Plan,Collections; Education,Ex situ conservation; In situ conservation; Floristics; Horticulture; Pollination biology; Seed biology and conservation,2,4,Middle/secondary years education,Garden staff write peer reviewed papers,,,15,Global Strategy for Plant Conservation (GSPC),,,,,9,,30000,4,,,,,90
3867,"Jardín Botánico ""Alejandro Von Humboldt""",Alexander von Humboldt Botanic Garden,http://facultadciencias.ut.edu.co/servicios/jardin-botanico.html,57-2772020,jbotherb@ut.edu.co,4.42558,-75.21181,Ibagué,Tolima,730006,CO,Colombia,Universidad del Tolima,1,1968,"<p>The Alejandro von Humboldt Botanical Garden of the University of Tolima was created in 1969, is located between 1,070 and 1,170 meters above sea level, and is home to 516 plant species corresponding to 110 families, including ornamental, medicinal, fruit and timber plants. Most of them are representative of the  regional flora and the sub-Andean forest.</p><p>The name of this garden is dedicated to the memory of the German naturalist Alexander von Humboldt. German naturalist Alexander von Hum",0,1,0,0,0,,HUMBO,https://en-gb.facebook.com/jardinbotanico.vonhumboldt.5,,,2024-02-26T22:22:58.000000Z,BGCI GardenSearch,"Collecting, maintenance, and supply of threatened and CITES listed species",,1170,Including indigenous knowledge,,Collection Management; Plant Acquisition and Introduction; Visitor Management,,Academic institution(s); Government agency(ies); Botanical network(s),Individual research requests,True,,Floras/species descriptions; Host visiting professionals,Tropical and subtropical moist broad leaf forests; Tropical and subtropical dry broad leaf forests,,,,,2,2,Science communication; Interpretation; Volunteering,Guided tours; Permanent exhibitions or displays for visitors,3,Food security; Plant and biodiversity conservation,,,Herbarium; Living plant collection,Academic,1,In situ projects include local community involvement,,,True,Management,,,True,,,,,Botanic Garden/Arboretum,,True,Collections; Education; Interpretation; Landscape Management; Marketing and Communications; Visitors,Collections; Education; Interpretation; Landscape Management,Ex situ conservation; Education practice; Ethnobotany; Systematics and taxonomy,3,,Primary years education,None,Yes 21+ species,,5,"Other Regional, National, or Sub-national Policies",,,,,10,,,10,,,,,
3868,"Jardín Botánico ""Juan María Céspedes"" (INCIVA)",,http://www.inciva.org/,57 (09) 2 2244806,jardinbotanico@inciva.gov.co,4.07760,-76.20120,Municipio de Tuluá,,,CO,Colombia,Instituto Vallecaucano de Investigaciones Cientificas (INCIVA),,1968,,0,0,0,0,0,,TULV,@jbjuanmariacespedes,,,2024-02-26T22:22:59.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,Jardín Botánico de Marsella,,,,umata@marsella-risaralda.gov.co,4.93649,-75.73683,MARSELLA,Risaralda,,CO,Colombia,Calle 17 No. 9-12,,1979,,0,0,0,0,0,,AHMC,,,,2024-02-26T22:22:59.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
