FacilityID,FacilityName,FacilityLatitude,FacilityLongitude,FacilityDescription,FacilityPhone,FacilityEmail,FacilityReservationURL,FacilityTypeDescription,Reservable,StayLimit,Keywords,LastUpdatedDate,Activities
232175,COLD RIVER,44.2644444,-71.0133333,"<h2>Overview</h2> Cold River Campground is located in a rustic, remote part of White Mountain National Forest in New Hampshire, about 15 miles north of Fryeburg, Maine. It is a small facility with access to hiking and mountain biking trails and proximity to a small pond for fishing and canoeing. <br/><br/> The White Mountains boast pristine forests, clear mountain streams and rivers and the tallest peaks in the Northeast. The forest encompasses nearly 800,000 acres in New Hampshire and western M",603-447-2166,whitemountaincampgrounds@goexplorus.com,,Campground,True,,"COLD,WHITE MOUNTAIN NF -FS",2026-02-25,
232825,REDWOOD MEADOW,35.977174,-118.593868,"<h2>Overview</h2> Redwood Meadow Campground located within Sequoia National Forest, in the southern portion of Giant Sequoia National Monument.  The area is named for the giant sequoia, the world's largest tree, which grows in more than 30 groves on the forest's lower slopes.<h2>Recreation</h2> Touring the Sequoia National Monument is the area's most popular activity.  Hikers enjoy the Trail of a Hundred Giants as it wanders through the ong Meadow Giant Sequoia Grove.  Other points of interest w",559-539-5230,kstone@goexplorus.com,,Campground,True,,"REDW,GIANT SEQUOIA NATIONAL MONUMEN,SEQUOIA NF - FS",2026-03-11,
273756,OVERLOOK SHELTER (BROOKVILLE LAKE),39.4388889,-84.9886111,<h2>Overview</h2> The Overlook Shelter is located near the Brookville Lake Dam and the Visitor Center. Visitors enjoy this site for the breathtaking view of Brookville Lake and the Dam. Visitors also enjoy the accessibility of a short walk to the Brookville Lake Visitor Center on the Overlook Trail. Capacity for parking at this site is limited to 76 available parking spaces.   The Overlook is a day use area only. There is no camping allowed at this site.<h2>Recreation</h2> Brookville Lake offers,(765) 647-6701,,,Campground,True,,Overlook,2026-02-25,
246855,Colonial Creek North Campground,48.691,-121.101,"<h2>Overview</h2> <p>Colonial Creek North Campground requires reservations during the peak season, from late May through early September of each year. </p> <p><strong>Important changes to booking windows</strong>: To better serve visitors, Colonial Creek North Campground will release campsites in two staggered block releases. These block releases will be 6 months in advance and 7 days in advance. </p> <ul> <li><strong>Campsites #1 - #35 are available for reservations 6 months in advance. </stron",360-854-7200,noca_information@nps.gov,,Campground,True,,,2026-05-24,
248340,Baker Creek State Park,33.884237,-82.358134,"This recreation area is part of <a href=""http://www.recreation.gov/recreationalAreaDetails.do?contractCode=NRSO&recAreaId=453&agencyCode=130"" rel=""nofollow"">J. Strom Thurmond Lake</a>",,,,Facility,False,,,2026-02-25,
233054,BARNES LAKE CABIN,56.0108333,-132.9744444,"<h2>Overview</h2> Barnes Lake Cabin allows for a true outdoor adventure on Prince of Wales Island in southeastern Alaska. Situated on the western shore of Barnes Lake, the cabin offers year-round relaxation and recreation. Boating, kayaking, crabbing, fishing, hunting and wildlife viewing are just steps away. <br/><br/> The site can be accessed by float plane, boat or kayak, depending on conditions. Visitors are responsible for their own travel arrangements and safety, and must bring several of ",,,,Campground,True,,"BRLK,TONGASS NF - FS",2026-02-25,
232582,MILLERS FERRY CAMPGROUND,32.1158333,-87.3897222,"<h2>Overview</h2> Millers Ferry Campground, also known as East Bank, is located on scenic Dannelly Reservoir in Alabama's Black Prairie Belt. The reservoir sits on the Alabama River and covers roughly 27 square miles, boasting more than 500 miles of shoreline.  <br/><br/> Boating, fishing, hunting and hiking are popular activities.<h2>Recreation</h2> The park offers excellent fishing for bass, crappie, bluegill and catfish, and numerous fishing tournaments and annual festivals are held in the im",334-682-4191,,,Campground,True,,"MILF,EAST BANK,ALABAMA RIVERS,MILLERS FERRY LAKE,WILLIAM DANNELLY,ALABAMA RIV. - DAN",2026-02-25,
240749,North Fork of the Clearwater Corridor,0,0,"<p>Two main routes into the corridor make it possible to tour the area in a loop, with little backtracking. Road 247 from the small community of Headquarters is a paved, mostly winding road. Road 250 is paved for several miles from its junction with State Highway 11 just south of the town of Pierce.</p>",,,,Facility,False,,,2026-02-25,
271857,Forest Road 24,0,0,"<p>Forest Road 24 starts at the end of Hwy 141 west of Trout Lake at the Forest Service Boundary and ends at the junction with the 8851 Road north of Big Mosquito Lake.   Areas of interest along this road are Atkinson Sno-Park and Group Camp, The Ice Cave entrance and Picnic area, Peterson Prairie Campground and Cabin, Little Goose Lake, Meadow Creek Campground, Berry Fields, and Big Mosquito Lake. </p>",,,,Facility,False,,,2026-02-25,
232663,OUTLET AREA,35.1005556,-93.6525,"<h2>Overview</h2> <p><strong>Please note that the sites have been renumbered on the pavement and have now been updated in the system. </strong></p> <p>Outlet Area Park is located on the beautiful Blue Mountain Lake near Waveland, Arkansas. <br><br><br><br>Visitors are greeted with shaded campsites, spectacular scenery and many outdoor recreation opportunities. Blue Mountain Lake provides the ideal spot to get away from it all, relax and enjoy fishing, boating, hunting, hiking and more.</p> <h2>R",479-947-2101,,,Campground,True,,"OUTL,BLUE MOUNTAIN LAKE,BLUE MOUNTAIN",2026-02-25,
232699,SANDY CREEK,30.8083333,-94.1583333,"<h2>Overview</h2> Sandy Creek Park is located on the southeast side of B.A. Steinhagen Lake between the towns of Woodville and Jasper in southeast Texas. The lake provides a great getaway for fishing, boating, picnicking, camping and birding.<h2>Recreation</h2> B.A. Steinhagen Lake is a prime location for boating, canoeing, fishing and wildlife viewing. Several parks with boat ramps and docks are scattered around the lake, including facilities within Sandy Creek. Boat rentals are also available.",1 (877) 444-6777,,,Campground,True,,"SANC,TOWN BLUFF DAM,DAM B,B.A. STEINHAGEN,TOWN BLUFF DAM",2026-02-25,
232077,ONION VALLEY,36.7747222,-118.3455556,"<h2>Overview</h2> This quiet campground is set amidst breathtaking scenery of rugged mountain peaks, thick forests and waterfalls in the Onion Valley area of the eastern Sierra Nevada Mountains.  <br/><br/> Its location on the creek and proximity to the John Muir Wilderness make it a popular hub for hikers, anglers, photographers and those who want to relax in a peaceful, natural setting.<h2>Recreation</h2> Majestic scenery and challenging trails draw campers to the Onion Valley area for hiking ",760-937-6070,,,Campground,True,,"ONIO,INYO NF - FS",2026-02-25,
234103,WILLOW PRAIRIE HORSECAMP,42.40640428,-122.390731,"<h2>Overview</h2> <p>Willow Prairie Horse Camp is nestled in tall timber at an elevation of 4,400 feet just southwest of Mt. Mc Loughlin, near a beautiful meadow.<br></p> <p>The camp was converted to a horse camp in 1990 with the addition of 19 miles of interconnecting horseback riding trails. The renovation was made possible through a partnership between the Forest Service and the Coalition of Equestrian Clubs, which provided much of the labor for this wonderful facility.</p> <h2>Recreation</h2",541-865-2700,,,Campground,True,,"WIPH,WILLOW PRAIRIE,ROGUE RIVER,SISKIYOU,ROGUE RIVER NATIONAL FOREST,SISKIYOU NATIONAL FOREST,ROGUE RIVER-SISKIYOU NATIONAL,ROGUE RIVER SISKIYOU NATIONAL,ROGUE RIVER-SISKIYOU,ROGUE RIVER SISKIYOU,ROGUE RIVER - SISKIYOU NF - FS",2026-02-25,
257219,Canaan Mountain Trail,37.07461336,-113.0242225,Recommended Users: Hikers. Two-track. 9 miles in length. Difficulty: Strenuous.,435-688-3200,utsgmail@blm.gov,,Facility,False,,,2026-02-25,
202102,Birch Creek Campground,44.13916224,-112.8999904,"***An intense precipitation event occurring in southeastern Idaho resulted in the flooding of the popular Birch Creek campground. Fast moving water washed out many of the roads, leaving eroded gaps as deep as 3 Ѕ feet. While the area is still open to the public, the Bureau of Land Management Upper Snake Field Office urges the public to remain cautious, as the site has significantly changed.***<p><p>This campground includes approximately 25 campsites with amenities such as picnic tables, fire rin",208-524-7500,id_upper_snake_fo@blm.gov,,Campground,False,14 Days,,2026-02-25,
233403,PEAKS OF OTTER CAMPGROUND,37.4431472,-79.6047139,"<h2>Overview</h2> <p>The Peaks of Otter Campground is nestled between the bases of two dominating mountains in the rolling hills of Virginia.  Campers enjoy a rare serenity in this rustic setting.  Relax, and leave your cares behind!</p> <h2>Recreation</h2> The 24-acre Abbott Lake is one of the biggest attractions the Peaks of Otter Park has to offer. The lake is well-stocked with small mouth bass and bluegill. A crystal-clear mountain stream winds through the nearby picnic area. <br/><br/> Nume",540-586-7321 (MAY - OCTOBER),,,Campground,True,,"Peaks of Otter Campground,Peaks Campground,Blue Ridge Parkway",2026-06-17,
234176,Edward MacDowell Lake Day Use Facilities,42.893806,-71.984306,"<h2>Overview</h2> Edward MacDowell Lake is situated in a quiet corner of the Monadnock Region of New Hampshire.  <br/><br/> This day-use area lies just off State Route 101 on the shores of the picturesque lake named after the famous composer and concert pianist, Edward Alexander MacDowell. <h2>Recreation</h2> Visitors can spend days kayaking and canoeing on the scenic lake, and a boat ramp is provided for easy lake access. <br/><br/> Fishing is also a popular activity. Largemouth bass, pickerel,",603-924-3431,,,Campground,True,,"EDMA,EDWARD MACDOWELL LAKE,EDWARD MACDOWELL DAM,MACDOWELL DAM,MACDOWELL LAKE,EDWARD MACDOWELL LAKE",2026-02-25,
255231,Killarney Lake Picnic Site,47.52277778,-116.5594444,"<p>This small site on the shore of Killarney Lake includes one picnic unit, toilet, boat dock and two tent camping spots. Access is by boat or a short foot path. No drinking water is available.</p>",208-769-5000 ,BLM_ID_Coeurd'AleneOffice@blm.gov,,Facility,False,,"Beauty Bay, Lake Coeur d' Alene, Blackwell Island, Blue Creek Bay, Blue Creek Bay, John C. Pointer Memorial Wildlife Sanctuary and Trail, Killarney Lake Boat Launch, Killarney Lake Picnic Site, Mica Bay Boater Park, Popcorn Island, Windy Bay Boater Park, Mineral Ridge Scenic Area and National Recreation Trail, Mineral Ridge Boat Launch ",2026-06-05,
232682,QUARRY COVE,34.959072,-93.165046,"<h2>Overview</h2> Quarry Cove Campground sits along the shores of Nimrod Lake and Dam, cradled between Arkansas' Ouachita and Ozark Mountains.    Visitors are greeted with shaded campsites, beautiful scenery and many outdoor recreation opportunities. Nimrod Lake provides the ideal spot to get away from it all, relax and enjoy yourself.<h2>Recreation</h2> Fishing is one of the most popular activities at the lake, with an abundance of catfish, bluegill, bass and crappie available.     Boating, wat",479-272-4233,,,Campground,True,,"QUAR,NIMROD LAKE,NIMROD LAKE",2026-02-25,
256892,Simpson Springs Campground,41.021964,-112.47178,"<h2>Overview</h2> <p>The campground is situated on the eastern edge of Utah's West Desert near the historic Simpson Springs station on the Pony Express National Historic Trail. Simpson Springs was the site of a significant Civilian Conservation Corps (CCC) camp in the late 1930s and early 1940s, just prior to the establishment of the US Army Dugway Proving Grounds during World War II.</p> <h2>Recreation</h2> <p>Hiking, picnicking, OHV riding, mountian biking, horseback riding, wildlife viewing, ",801-977-4300,blm_ut_sl_mail@blm.gov,,Campground,True,,,2026-03-11,
10072072,Thain Creek Campground,47.47555556,-110.5852778,"<p>Thain Creek Campground is the only campground in the Highwood Mountains. One of the 19 campsites can accommodate a maximum trailer length of 40 feet. The campground is usually open from May through the middle of fall.</p><p>A nearby trailhead leads up to Windy Mountain and back on a 6 mile loop trail, offering scenic views of the surrounding plains and faraway mountains. Other hikes are along Briggs Creek or from the North Fork Highwood Creek Trailhead. Please heed seasonal trail closures, as",,,,Facility,False,,,2026-02-25,
10372659,Starr Campground,0,0,"<h2>Overview</h2> <p>Starr Campground is located just off of US Highway 395 making it very easy to get to.  The campground has an upper level that is closer to the highway, yet still set back amongst beautiful ponderosa pines.  The lower part of the campground is set further back in the pine trees allowing for a more secluded experience.  This beautiful campground sets in a prime spot for hunters, hikers and wildlife enthusiast.  Within a 7 mile drive of the campground are numerous trailheads le",,SM.FS.malpubinfo@usda.gov,,Campground,True,,,2026-03-11,
234674,SEAWALL CAMPGROUND,44.2386111,-68.3027778,"<h2>Overview</h2> <p><strong>For Seawall campsites, 90 percent of campsites are released six months in advance on the first of each month at 10 am EST. The remaining 10 percent are released at 10 am 14 days ahead of a desired arrival date on a rolling basis. For example, if you plan to arrive on May 24, you can make an online reservation starting at 10 am EST Dec 1 from the first release or starting at 10 am EST on May 10 from the second release. All campsite reservations must be made through re",207-244-3600 - F.A.Q.S = (GO.NPS.GOV/ACADIACAMPING),,,Campground,True,,"SEAWALL CAMPGROUND (ME),Sea wall,Seawoods,Acadia,Acadia National Park",2026-05-23,
234011,CAMP 9,35.6983333,-118.4291667,"<h2>Overview</h2> Camp 9, a year-round facility, rests on the shores of Lake Isabella, a high desert reservoir. Its proximity to the lake and the Upper Kern River makes the facility popular among boaters, rafters and anglers. The camp is also a favorite among RV campers, with ample parking available to accommodate both trailers and motorized watercraft.<h2>Recreation</h2> Anglers enjoy fishing on both Lake Isabella and the Upper Kern River. Boating, kayaking and swimming are also popular activit",760-376-3781,sschmidt@goexplorus.com,,Campground,True,,"LAK9,CAMP 9,CAMP NINE,LAKESIDE,CAMP 9  LAKESIDE,SEQUOIA NF - FS",2026-02-25,
253255,Campgrounds - Taylor Park Area,0,0,<p>Campgrounds in Taylor Park Area</p>,,,,Campground,False,,,2026-02-25,
233908,BELL BAY CAMPGROUND,47.4763889,-116.8413889,"<h2>Overview</h2> Bell Bay Campground is a prime place to set up camp on Coeur d'Alene Lake. The upper camp loop is on a hill overlooking the beautiful lake, while the lower loop sits on a short ridge along the shoreline.<h2>Recreation</h2> Hikers enjoy the Bell Bay Trail, a foot path that runs for a mile around the lake shore.  <br/><br/> The lake beach offers plenty of opportunities for fishing, swimming, power boating and canoeing.  <br/><br/> Anglers enjoy the abundance of trout, salmon and ",435-245-6521,,,Campground,True,,"BELB,IDAHO PANHANDLE NF - FS",2026-02-25,
244453,Au Sable River,0,0,"<p>From Mio Pond to Lake Huron, the Au Sable is primarily managed by the HMNF.  The river is managed in two sections, one from Mio Pond to Alcona Dam Pond, the second from Alcona Dam to Lake Huron.</p><p> </p><h2>Au Sable National Wild and Scenic River</h2><p><a href=""https://www.flickr.com/photos/usfs-hmnf/albums/72157659836028984"" title=""Au Sable National Scenic River"" rel=""nofollow""><img alt=""Au Sable National Scenic River"" height=""240"" src=""https://farm1.staticflickr.com/760/22986653474_5fdf",,,,Facility,False,,,2026-02-25,
232197,HOYER,34.0433333,-109.4586111,"<h2>Overview</h2> Hoyer Campground is situated among the ponderosa pine forests of eastern Arizona, and is one of the most popular campgrounds in the area for families and seniors. Is is less than a mile from Greer Lakes in the middle of the Apache National Forest. Hiking and fishing are especially popular.<h2>Recreation</h2> Greer Lakes and the Little Colorado River are within walking distance for avid anglers seeking out rainbow, cutthroat, brook and brown trout. Hikers can check out several t",928-735-7313,camping@rrmofa.com,,Campground,True,,"HOYE,APACHE-SITGREAVES NF-FS",2026-02-25,
232104,STATELINE,40.9923139,-110.3896389,"<h2>Overview</h2> Stateline Campground is located next to Stateline Reservoir on the northern slope of the Uinta Mountains at an elevation of 9,200 feet, about 21 miles from Mountain View, Wyoming. Visitors enjoy fishing, canoeing and exploring local trails.<h2>Recreation</h2> Stateline Reservoir offers rainbow and cutthroat trout fishing, canoeing, kayaking and boating for small watercraft. Several off-road vehicle, hiking, biking and horseback riding trails crisscross the area. China Meadows T",EVANSTON-MOUNTAIN VIEW RANGER DISTRICT 307-789-3194 OR UTAH RECREATION COMPANY 385-273-1100,comments@AmericanLL.com,,Campground,True,,"STA2,WASATCH-CACHE NF - FS,Flaming Gorge National Recreation Area",2026-03-11,
245192,Albion Division,0,0,"<p>The Albion Division, located approximately 20 miles southeast of Burley, Idaho, encompasses 95,000 acres of National Forest system land. Beautiful wildflowers can be seen and wildlife is abundant. In the summer, camping, hiking and mountain biking are popular. The paved Howell Canyon Road takes visitors up Mt. Harrison where you will find Lake Cleveland, a high alpine lake set in a cirque basin--one of two found south of the Snake River. The lake offers excellent fishing, camping and picnicin",,,,Facility,False,,,2026-02-25,
234267,HORSFALL BEACH,43.45361,-124.27611,"<h2>Overview</h2> <p>Horsfall Beach Campground is located along the central Oregon Coast, about 2 miles north of North Bend. The campground is ideal for off-road vehicle riders and visitors looking to take it easy on the beach. Other activities in the area include hiking and horseback riding.</p> <h2>Recreation</h2> <p>The campground is an outstanding home base for off-road vehicle riding on the dunes. Off-road vehicle trails and open riding zones are located due north and northeast of the campg",541-271-6000,,,Campground,True,,"HORB,SIUSLAW NF - FS",2026-02-25,
249536,Tamarack Point Campground,47.444,-94.121,"<p>Tamarack Point campground is 13 miles north of Deer River on Highway 46. Turn west off 46 onto County Road 9.  Travel south on County 9 for six miles before turning west onto Forest Road 2163.  The campground is approximately five miles northwest on Forest Road 2163. There are 31 sites available at the campground with boat access and docking provided. |  <a href=""https://usfs-public.box.com/s/pqdditztdxzr7tr4aee9vbsyhldpsqox"" rel=""nofollow"">Site Map</a></p>",,,,Campground,False,,,2026-02-25,
247042,Hayden Fork Campground,40.830388,-110.853735,"<p>this campground is equipped with picnic tables. Recreation activities within 5 miles from the campground include hiking, fishing, backpacking, and mountain biking.</p>",,,,Campground,False,,,2026-02-25,
234677,BEAVER CREEK RECREATION AREA,46.2497222,-100.5333333,"<h2>Overview</h2> <p><strong>Beaver Creek Recreation Area</strong> is located on the north side of Beaver Bay on <strong>Lake Oahe</strong>, 16 miles west of Linton, ND off Highway 1804. The lake and dam are named for the Oahe Indian Mission established in 1874 among the Lakota Sioux Native Americans.  <br> <br>Over 50 recreation areas are scattered around Lake Oahe, where camping, fishing, boating and hunting are popular activities. For more information, visit the <a href=""https://www.nwo.usace","701-255-0015.  FOR RESERVATIONS, PLEASE CALL 1-877-444-6777. ",oahecampgrounds@usace.army.mil,,Campground,True,,"BEAVER CREEK RECREATION AREA (ND),BEAVER BAY,BEAVER CREEK CAMPGROUND,Lake Oahe",2026-03-11,
10382428,East Bay Campground,0,0,"<h2>Overview</h2> <p>Located 40 minutes south of Silver Lake, Oregon, East Bay is a desirable campground located at the base of Hager Mountain on the scenic Thompson Reservoir. Enjoy gorgeous views of the mountain and shady campsites thanks to the ponderosa pines and aspens.  </p><p>Eighteen spacious campsites accommodate tent and RV camping. Amenities include picnic tables, fire rings, potable water, and three vault toilets. East Bay is a popular campground with hunters every fall.</p><p>East B",(541) 576-2107,,,Campground,True,,,2026-04-29,
245498,Lake Alpine Recreation Area,38.4792,-119.991,"<div id=""slider""><img alt=""Lake Alpine on Highway 4"" src=""http://www.fs.usda.gov/Internet/FSE_MEDIA/fseprd477029.jpg"" title=""Lake Alpine on Highway 4""/> <img alt=""Lake Alpine Trail"" src=""http://www.fs.usda.gov/Internet/FSE_MEDIA/fseprd477026.jpg"" title=""Lake Alpine Trail""/> <img alt=""Lake Alpine Launching Ramp"" src=""http://www.fs.usda.gov/Internet/FSE_MEDIA/fseprd477024.jpg"" title=""Lake Alpine Launching Ramp""/> <img alt=""Lake Alpine Entrance"" src=""http://www.fs.usda.gov/Internet/FSE_MEDIA/fseprd",,,,Facility,False,,,2026-02-25,
233222,PEPPERSAUCE,32.5383333,-110.7163889,"<h2>Overview</h2> With its picturesque vegetation and dramatic setting at the foot of 9,157' Mt. Lemmon in southeastern Arizona, Peppersauce Campground is an outstanding area for enjoying an afternoon picnic or a weekend campout. This year-round facility is a popular stop among off-road vehicle enthusiasts and families. Hunting, hiking and scenic driving opportunities are nearby. It is located 8 miles from the town of Oracle.<h2>Recreation</h2> The Santa Catalina Mountains are known for their ex",520-749-8700,,,Campground,True,,"Peppersauce Group,Peppersauce Group Site,Peppersauce Group Reservation Site,PEPPERSAUCE (AZ),Peppersauce",2026-02-25,
241549,Clifton Ranger District,33.050897,-109.298183,<p>Clifton Ranger District</p>,,,,Facility,False,,,2026-02-25,
233421,BANDITS ROOST,36.12195,-81.250719,"<h2>Overview</h2> Bandits Roost Campground is located on the south side of W. Kerr Scott Reservoir in western North Carolina.  <br/><br/> Constructed in the beautiful Yadkin River Valley, the lake offers extensive opportunities for outdoor recreational activities.<h2>Recreation</h2> The 1,475-acre reservoir offers excellent boating, canoeing, kayaking and swimming opportunities. Anglers will find channel catfish, large and smallmouth bass, bluegill, threadfin shad, spotted bass, striped bass, an",336-921-3190,,,Campground,True,,"BAND,W KERR SCOTT DAM & LAKE",2026-04-18,
231959,PLASKETT CREEK CAMPGROUND,35.9172222,-121.465,"<h2>Overview</h2> Plaskett Creek Campground offers a beautiful location just minutes from Sand Dollar Beach,  one of the largest and most popular beaches in central California. The campground gives visitors access to a variety of outdoor activities, including water play and exploration of the surrounding hills and forests. The family-friendly campground offers comfortably equipped sites, allowing anyone to enjoy a relaxing stay in the Los Padres National Forest.<h2>Recreation</h2> A short walk l",805-434-1996,parksman@fix.net,,Campground,True,,"Plaskett,Plaskett Creek,LOS PADRES NF -FS",2026-02-25,
250852,Caesar Creek Lake,39.4827778,-84.0661111,"<h2>Overview</h2> Caesar Creek Lake is located in southwest Ohio, centered between Dayton, Cincinnati and Columbus. Visitors flock to Caesar Creek Lake for its great fishing, boating, Visitor Center and trail opportunities.<h2>Recreation</h2> Caesar Creek Lake offers excellent boating, water skiing and canoeing. Anglers fish for crappie and trophy muskie. The shelter is close to the Visitor Center's courtesy dock, allowing for easy shoreline fishing or to launch a kayak. Also, the shelter is wit",(513) 897-1050,,,Campground,True,,"Caesar Creek Lake,Flat Fork,Tailwater",2026-02-25,
233116,KIRK CREEK CAMPGROUND,35.9916667,-121.4941667,"<h2>Overview</h2> Kirk Creek Campground is an oceanside paradise, with each site overlooking the Pacific Ocean. It offers a variety of opportunities for relaxation and recreation. The campground is located on a bluff overlooking the Pacific Ocean,  and is close to a variety of scenic trails that lead visitors into the Los Padres National Forest.<h2>Recreation</h2> There is short walk to a rocky beach from the campground. A five mile ride will take you to Sand Dollar Beach, the largest sandy beac",805-434-1996 OR EMAIL CUSTOMERSERVICE@PMCPARKS.COM,customerservice@pmcparks.com,,Campground,True,,"NW03,Kirk,Kirk Creek,LOS PADRES NF -FS",2026-02-25,
232744,WILBUR D. MILLS,33.9788889,-91.3086111,"<h2>Overview</h2> Wilbur D. Mills Campground is a small, quiet campground offering 21 campsites.  The park is located just downstream of the Wilbur D. Mills Dam on the right descending bank of the Arkansas River.    <h2>Recreation</h2> Hiking, fishing, hunting, birding, and boating are all popular pastimes in this area.  The waters below Wilbur D. Mills Dam can be an excellent place to catch Blue, Channel and Flathead catfish as well as other species such as crappie, white bass, striped bass, an",870-548-2291,,,Campground,True,,"WILB,WILBUR D. MILLS LOCK AND DAM,WILBUR MILLS PARK,MILLS PARK,WILBUR D  MILLS,WILBUR D MILLS LOCK",2026-02-25,
239072,Pine Creek Campground,43.57278356,-111.2053835,<p>The Pine Creek Campground has 10 single units and restrooms</p><p>No Host; No Services; Dispersed Camping allowed in off season</p>,,,,Campground,False,,,2026-02-25,
271930,Bonito Campground (AZ),35.370429,-111.543602,"<h2>Overview</h2> <p>Bonito Campground is located 18 miles northeast of Flagstaff, near Sunset Crater/Wupatki National Monument. Elevation is 6,900 feet. Bonito Campground is named for the Bonito Lava Flow which oozed across this high desert plain some 900 years ago. That river of liquid rock, now frozen forever, is just one of the many remnants of volcanic activity which lend an otherwordly appearance to this starkly beautiful place. </p> <h2>Recreation</h2> <p>Hiking, sightseeing, wildlife vie",(928) 226-0493,hfulk@goexplorus.com,,Campground,True,,,2026-02-25,
10040993,Ken's Lake Campground,40.03505268,-112.7826306,"<h2>Overview</h2> <p><strong>ATTENTION:</strong> </p> <p><strong>Loop A campsites</strong> are available by <strong>reservation only</strong> through Recreation.gov.  Reservations can be made the day of, up to 6 months in advance from anywhere service is available.  This is the only option, cash and check payments are NOT available onsite.  There is cell service for most providers at the campground entrance. </p> <p><strong>Loop B campsites</strong> are available <strong>first-come, first serve ",435-259-2100,blm_ut_mb_mail@blm.gov,,Campground,True,,,2026-03-11,
247981,Kdwp Clinton State Park,38.93417346,-95.37287243,"This recreation area is part of <a href=""http://www.recreation.gov/recreationalAreaDetails.do?contractCode=NRSO&recAreaId=263&agencyCode=130"" rel=""nofollow"">Clinton Lake</a>",,,,Facility,False,,,2026-02-25,
233954,CAROLINA HEMLOCKS REC AREA,35.8044444,-82.2044444,"<h2>Overview</h2> Carolina Hemlocks Recreation Area sits in the scenic mountains of Pisgah National Forest. This is a great place for small to medium-sized groups to swim, fish, tube, hike, camp, picnic and simply relax in the cool shade of the forest.<h2>Recreation</h2> The river provides endless hours of fun for families and water enthusiasts, including swimming and tubing. Anglers can also try their luck for trout and smallmouth bass from the shore. Picnickers will enjoy relaxing in the shade",828-675-5509,carolinahemlocks@cfaia.org,,Campground,True,,"CAHE,NFs IN NORTH CAROLINA - FS",2026-02-25,
249684,Tool Box Springs Yellow Post Sites,33.615999,-116.660989,"<p>These 6 remote camping sites offer isolated scenic locations ideal for tent and car camping or a relaxing picnic far from the crowds. Other than a pit for campfires, these sites do NOT contain the amenities found at developed campgrounds. There is no water, no picnic tables, no restrooms nearby, and no trash containers. Please pack it in - pack it out! All sites are first-come, first-served.<br/><br/>Campfire permits are required for any type of fire use - campfires, charcoal BBQ's, or stoves",,,,Facility,False,,,2026-02-25,
231866,CASCADE (COLORADO),38.7105556,-106.2441667,"<h2>Overview</h2> <p>Cascade Campground is located in beautiful Chaffee County, Colorado. This popular facility sits near Cascade Falls and is within 5 miles of a private hot springs resort, making it an ideal location for rest and relaxation.</p>  <p><strong>""First come, first served"" does not necessarily mean that the site will be available when you get there. Someone may get there before you. This is a popular campground and is normally full starting on Friday, sometimes as early as Thursday,","CAMPGROUNDS DO NOT HAVE PHONE SERVICE, CALLING TO CHECK AVAILABILITY PRIOR TO ARRIVAL IS NOT POSSIBLE.  FOR RESERVATIONS  CALL: 1-877-444-6777",,,Campground,True,,"CASC,SAINT ELMO,CHALK CREEK,CASCADE COLORADO,PIKE AND SAN ISABEL NF- FS",2026-02-25,
231918,BOWERY CREEK,38.5658389,-111.6849556,"<h2>Overview</h2> <p>Bowery Creek Campground is located next to Fish Lake in the Fishlake National Forest of central Utah. Visitors enjoy boating, fishing and exploring local trails.</p> <p><a href=""https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd1203071.pdf"" rel=""nofollow"">View Bowery Creek Campground Map</a> </p> <h2>Recreation</h2> Fish Lake is Utah's largest natural mountain lake, covering 2,500 acres. It is famous for its 20-40 pound Mackinaw lake trout. Anglers also enjoy fishing for ",,,,Campground,True,,"BOWE,FISHLAKE NF - FS",2026-05-25,
234589,BIG BEND GROUP (YUBA RIVER),39.3063889,-120.5194444,"<h2>Overview</h2> Big Bend Group Campground is located 19 miles west of Truckee, California in the Tahoe National Forest at an elevation of 5,700 feet.  Visitors enjoy the area for its fishing and hiking opportunities, as well as its historic significance along the California Emigrant Trail.  This campground is operated and maintained by Forest Service staff.<h2>Recreation</h2> The South Yuba River offers swimming and rainbow trout fishing. The historic California Emigrant Trail and Loch Leven T",530-478-6253,,,Campground,True,,"BIBG,TAHOE NF - FS",2026-03-11,
10386681,Sam Brown Horse Campground,0,0,"<h2>Overview</h2> <p>Sam Brown Horse Campground is the only horse camp on the Wild Rivers Ranger District! Located in the midst of the area's amazing biodiversity, it's a great place to wander and take in the sights and sounds of the Illinois Valley. </p><h2>Recreation</h2> <p>Recreation opportunities include horseback riding, hiking, wildlife viewing and splashing in the creek.</p><h2>Facilities</h2> <ul><li><p>7 campsites with picnic tables, and fire pits</p></li><li><p>No water available.  Pl", (541) 592-4000,,,Campground,True,,,2026-05-13,
257181,Orderville Gulch Trailhead,37.33530924,-112.8334023,"While hiking in Orderville Gulch, you experience sheer cliffs that tower overhead. If you plan to travel the entire length of the canyon, you will need experience using ropes to down-climb, or rappel 15 feet. You will also need a permit from Zion National Park because you will exit in the Temple of Sinawava. This is typically done as a day trip. If exiting the canyon at the upstream Orderville Gulch trailhead, it usually takes approximately 4 to 6 hours round trip. If you exit downstream and exi",435-644-1200,utknmail@blm.gov,,Facility,False,,,2026-02-25,
