source,id,name,lat,lon,address,city,region,postal_code,phone,website,rating,reviews_count,price_low,price_high,electric_hookups,water_hookups,sewer_hookups,thirty_amp,fifty_amp,max_vehicle_length_ft,big_rig_friendly,pull_through,back_in,sanitary_dump,showers,wifi,pets_allowed,reservable,reservation_url,accommodation_rv,accommodation_tent,num_sites
TheDyrt,31050,Oasis - Yuba Lake State Park,39.37814904,-112.02736336,,Levan,Utah,84639,+14357582611,https://stateparks.utah.gov/parks/yuba,0.0,0,25.00,60.00,True,True,True,True,,45,True,True,False,True,True,False,True,True,,True,True,
TheDyrt,31052,Allis State Park Campground,44.04738596,-72.63492536,284 Allis State Park Road,Randolph,Vermont,05060,+18022763175,http://vtstateparks.com/allis.html,5.0,1,0.00,0.00,False,False,False,,,,,True,,True,True,False,True,True,,True,True,
TheDyrt,31054,Big Deer State Park Campground,44.28800012,-72.26900075,1467 Boulder Beach Rd,Groton,Vermont,05046,+18025843822,http://www.vtstateparks.com/bigdeer.html,4.0,7,0.00,0.00,True,True,True,,,32,False,False,True,True,True,,True,True,,True,True,
TheDyrt,31056,Bomoseen State Park Campground,43.655585039041206,-73.22872641773361,271 N Main St # 215,Fair Haven,Vermont,05743,+18022654242,https://vtstateparks.com/bomoseen.html,4.5,6,0.00,0.00,,,,,True,40,True,True,True,True,True,,True,True,https://vtstateparks-visit.com/camping/bomoseen-state-park/r/campgroundDetails.do?contractCode=VT&parkId=1280031,True,True,
TheDyrt,31057,Branbury State Park Campground,43.90600029,-73.07200097,3570 Lake Dunmore Road,Salisbury,Vermont,05769,+18022475925,https://vtstateparks.com/branbury.html,4.8,10,0.00,0.00,True,True,True,,,,True,True,False,True,False,True,False,True,,True,True,
TheDyrt,31058,Brighton State Park Campground,44.79600013,-71.85700036,102 State Park Rd,Brighton,Vermont,05846,+18027234360,http://www.vtstateparks.com/brighton.html,4.916666666666667,12,20.00,50.00,True,True,True,,,32,,True,True,True,True,,True,True,,True,True,
TheDyrt,31060,Button Bay State Park Campground,44.18299526,-73.3507554,5 Button Bay State Park Rd,Vergennes,Vermont,05491,+18024752377,https://vtstateparks.com/buttonbay.html,4.5,12,0.00,0.00,False,True,False,,,60,,,True,True,True,False,True,True,,True,True,
TheDyrt,31061,Camp Plymouth State Park Campground,43.47572769,-72.69493675,2008 Scout Camp Rd,Ludlow,Vermont,05149,+18022282025,http://www.vtstateparks.com/plymouth.html,5.0,1,0.00,0.00,,,,,,,,,,,True,,True,True,,True,True,
TheDyrt,31062,Chittenden Brook Campground,43.8244444,-72.9088889,99 Ranger Rd.,Rochester,Vermont,5767,+18027674261,https://www.fs.usda.gov/recarea/gmfl/recarea/?recid=64905,4.8,5,15.00,15.00,False,False,False,,,18,True,False,True,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/251609,True,True,
TheDyrt,31063,Coolidge State Park Campground,43.55100044,-72.69900018,855 Coolidge Sp Rd,Plymouth,Vermont,05056,+18026723612,http://vtstateparks.com/coolidge.html,4.615384615384615,13,0.00,0.00,False,False,False,,,35,False,True,True,True,True,False,True,True,,True,True,
TheDyrt,31064,DAR State Park Campground,44.05500074,-73.411,6750 VT RT 17 W,Addison,Vermont,05491,+18027592354,http://www.vtstateparks.com/dar.html,4.5,2,0.00,0.00,,,,,,60,,,True,True,True,,True,True,,True,True,
TheDyrt,31066,Elmore State Park Campground,44.54444515,-72.52759899,856 Vt Route 12,Elmore,Vermont,05661,+18028882982,https://vtstateparks.com/elmore.html,4.714285714285714,7,19.00,28.00,,,,,,50,True,False,True,True,True,,True,True,,True,True,
TheDyrt,31067,Emerald Lake State Park Campground,43.27800069,-73.0090004,65 Emerald Lake Lane,Dorset,Vermont,05253,+18023621655,http://www.vtstateparks.com/emerald.html,4.578947368421052,19,0.00,0.00,True,True,True,,,,True,False,True,True,True,False,True,True,,True,True,
TheDyrt,31068,Fort Dummer State Park Campground,42.82108834,-72.56408227,517 Old Guilford Rd,Guilford,Vermont,05301,+18022542610,https://vtstateparks.com/fortdummer.html,3.8333333333333335,12,0.00,0.00,False,True,False,,,40,True,False,True,True,True,False,True,True,,True,True,
TheDyrt,31069,Gifford Woods State Park Campground,43.67666577,-72.8104114,34 Gifford Woods,Killington,Vermont,05751,+18027755354,https://vtstateparks.com/gifford.html,4.411764705882353,17,0.00,0.00,False,,,,,35,True,True,True,True,True,True,True,True,,True,True,
TheDyrt,31070,Grand Isle State Park Campground,44.68800023,-73.295,36 East Shore South,Grand Isle,Vermont,05458,+18023724300,http://www.vtstateparks.com/grandisle.html,4.678571428571429,28,6.00,28.00,True,True,False,,,30,False,True,False,True,True,True,True,True,,True,True,
TheDyrt,31071,Greendale Campground,43.35100074,-72.82100054,,Weston,Vermont,05161,+18027476700,https://www.fs.usda.gov/recarea/gmfl/recreation/camping-cabins/recarea/?recid=64911&actid=31,3.6,5,0.00,0.00,False,False,False,,,,True,False,False,False,False,False,True,True,,True,True,
TheDyrt,31072,Grout Pond,43.04600042,-72.95200075,,,Vermont,,+18023622307,https://www.fs.usda.gov/recarea/greenmountain/recreation/camping-cabins/recarea/?recid=64913&actid=29,0.0,0,0.00,0.00,,True,,,,,,False,False,,,,,,,,True,
TheDyrt,31073,Half Moon Pond State Park Campground,43.69907507,-73.22312867,1621 Black Pond Rd,Fair Haven,Vermont,05743,+18022732848,https://vtstateparks.com/halfmoon.html,4.857142857142857,7,0.00,0.00,,,,,,30,False,,True,True,True,,True,True,,True,True,
TheDyrt,31074,Hapgood Pond,43.2533333,-72.8922222,GREEN MOUNTAIN,,Vermont,,,https://www.recreation.gov/camping/campgrounds/232393,4.0,3,20.00,50.00,False,False,False,,,25,,False,True,,False,,False,True,https://www.recreation.gov/camping/campgrounds/232393,True,True,
TheDyrt,31075,Jamaica State Park Campground,43.11200002,-72.76500082,48 Salmon Hole Ln,Jamaica,Vermont,05343,+18028744600,http://www.vtstateparks.com/jamaica.html,4.590909090909091,22,20.00,42.00,False,,False,,,30,False,False,True,True,True,True,True,True,,True,True,
TheDyrt,31079,Kettle Pond State Park Campground,44.29399859,-72.30480936,,Marshfield,Vermont,,+18024263042,http://www.vtstateparks.com/kettlepond.html,4.666666666666667,9,0.00,0.00,,,,,,,,,,True,,,True,True,,True,True,
TheDyrt,31080,Lake Carmi State Park Campground,44.95643527,-72.87166499,460 Marsh Farm Rd,Enosburg Falls,Vermont,05450,+18029338383,https://www.vtstateparks.com/parks/lake-carmi,4.153846153846154,13,29.00,29.00,True,True,True,,,,False,True,True,True,True,False,True,True,,True,True,
TheDyrt,31081,Eden Rec Area Camping,44.72000023,-72.51100074,5054 Vermont 100,Eden,Vermont,05652,+18026357725,https://www.edenvt.org/recreation/lake-eden-recreation-area/,5.0,1,25.00,40.00,True,,,,,,,False,False,,True,,,,,True,True,
TheDyrt,31083,Lake St. Catherine State Park Campground,43.48000007,-73.20500067,3034 VT Rte 30 South,Poultney,Vermont,05764,+18022879158,http://www.vtstateparks.com/catherine.html,5.0,1,0.00,0.00,False,True,True,,,60,,,True,True,True,False,True,True,,True,True,
TheDyrt,31084,Little River State Park Campground,44.39000078,-72.76800036,3444 Little River Rd (some Construction In Progress See Website),Waterbury,Vermont,05676,+18022447103,https://vtstateparks.com/littleriver.html,4.68,25,19.00,28.00,False,False,False,,,,True,False,True,True,True,False,True,True,,True,True,
TheDyrt,31085,Maidstone State Park — Maidstone State Forest,44.63600066,-71.64600067,5956 Maidstone Lake Road,Maidstone,Vermont,05905,+18026763930,http://www.vtstateparks.com/maidstone.html,4.083333333333333,12,0.00,0.00,True,True,True,,,25,False,True,True,True,True,True,True,True,,True,True,
TheDyrt,31086,Molly Stark State Park Campground,42.85100031,-72.81300097,705 Route 9 East,Wilmington,Vermont,05363,+18024645460,http://vtstateparks.com/mollystark.html,4.4,15,0.00,0.00,False,True,True,,,30,False,True,True,True,True,False,True,True,,True,True,
TheDyrt,31087,Moosalamoo Campground,43.919,-73.0271,99 Ranger Rd,Rochester,Vermont,5767,+18027674261,https://www.fs.usda.gov/recarea/gmfl/recarea/?recid=64907,4.6875,16,15.00,15.00,False,False,False,,,20,True,True,True,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/256347,True,True,
TheDyrt,31088,Mount Ascutney State Park Campground,43.43800002,-72.40600036,1826 Back Mountain Rd,Windsor,Vermont,05089,+18026742060,http://www.vtstateparks.com/ascutney.html,4.5,10,0.00,0.00,False,False,False,,,30,True,True,True,True,True,False,True,True,,True,True,
TheDyrt,31090,New Discovery State Park Campground,44.32000008,-72.28900055,4239 VT Rt 232,Marshfield,Vermont,05658,+18024263042,http://www.vtstateparks.com/newdiscovery.html,4.0,6,20.00,38.00,False,False,False,,,30,,True,True,True,True,False,True,True,,True,True,
TheDyrt,31092,North Beach Campground,44.49477669,-73.235847,60 Institute Rd,Burlington,Vermont,05401,+18028620942,https://www.burlingtonvt.gov/964/North-Beach-Campground,4.142857142857143,28,37.00,100.00,True,True,True,,,,True,True,True,True,True,True,True,True,https://app.fireflyreservations.com/reserve/property/NorthBeachCampground,True,True,
TheDyrt,31094,Prouty Beach Campground,44.94700039,-72.21000017,386 Prouty Beach Road,Newport,Vermont,05855,+18023347951,https://www.newportrecreation.org/proutybeach.html,4.0,6,33.00,75.00,True,True,True,,True,40,True,False,False,True,True,True,True,True,,True,True,
TheDyrt,31095,Quechee State Park Campground,43.63699078,-72.40086218,5800 Woodstock Road,Hartford,Vermont,05001,+18022952990,https://vtstateparks.com/quechee.html,4.625,24,38.00,0.00,False,True,False,,,48,True,False,True,True,True,False,True,True,,True,True,
TheDyrt,31097,Ricker Pond State Park Campground,44.24628811,-72.25290382,526 State Forest Rd,Groton,Vermont,05046,+18025843821,https://www.vtstateparks.com/parks/ricker-pond,4.571428571428571,14,19.00,110.00,,True,,,,40,,,,True,True,,True,True,,True,True,
TheDyrt,31098,Silver Lake State Park Campground,43.73300034,-72.61400018,20 State Park Beach Rd.,Barnard,Vermont,05068,+18022349451,http://www.vtstateparks.com/silver.html,5.0,4,0.00,0.00,,,,,,30,,,True,True,True,False,True,True,,True,True,
TheDyrt,31099,Smugglers Notch State Park Campground,44.52102834782248,-72.77443221880533,6443 Mountain Rd,Cambridge,Vermont,05464,+18022534014,http://www.vtstateparks.com/smugglers.html,4.695652173913044,23,20.00,0.00,False,False,False,,,30,,False,True,True,True,False,True,True,,True,True,
TheDyrt,31102,Stillwater State Park Campground,44.28000078,-72.27300074,126 Boulder Beach Rd,Groton,Vermont,05046,+18025843822,http://www.vtstateparks.com/stillwater.html,4.6,5,0.00,0.00,False,False,,,,40,True,,True,True,True,,True,True,,True,True,
TheDyrt,31104,Townshend State Park — Townshend State Forest,43.0410006,-72.69100075,2755 State Forest Rd,Townshend,Vermont,05353,+18023657500,http://www.vtstateparks.com/townshend.html,5.0,2,0.00,0.00,,,,,,16,,,False,,True,,True,True,,True,True,
TheDyrt,31107,Wilgus State Park Campground,43.39100021,-72.408,3985 Route 5,Springfield,Vermont,05156,+18026745422,http://www.vtstateparks.com/wilgus.html,4.777777777777778,9,20.00,30.00,,,,,,,,False,False,True,True,True,True,True,,True,True,
TheDyrt,31108,Winhall Brook Camping Area - TEMPORARILY CLOSED,43.162965,-72.810414,919 Winhall Station Rd.,South londonderry,Vermont,05155,+18028244570,https://www.recreation.gov/camping/campgrounds/233676,4.4,10,24.00,30.00,True,True,True,True,,85,True,False,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233676,True,True,
TheDyrt,31109,Woodford State Park Campground,42.89000002,-73.03900082,142 State Park Road,Woodford,Vermont,05201,+18024477169,https://vtstateparks.com/woodford.html,4.416666666666667,24,0.00,0.00,False,False,False,,,35,False,False,True,True,True,False,True,True,https://vtstateparks-visit.com,True,True,
TheDyrt,31112,Bear Creek Lake State Park Campground,37.532037672494184,-78.27202024012841,22 Bear Creek Lake Road,Cumberland,Virginia,230409518,+18044924410,https://www.dcr.virginia.gov/state-parks/bear-creek-lake?rewrite_uri=state_parks/bea,4.444444444444445,18,32.00,427.00,True,True,,True,True,35,False,True,True,True,,,True,True,https://reservevaparks.com/Web/#!park/1,True,True,
TheDyrt,31114,Belle Isle State Park Campground,37.781786004387,-76.5921079300097,1632 Belle Isle Rd.,Lancaster,Virginia,225039425,+18044625030,https://www.dcr.virginia.gov/state-parks/belle-isle,4.7272727272727275,11,16.00,345.00,True,True,,False,True,50,True,True,True,,True,,True,True,https://reservevaparks.com/Web/#!park/2,True,True,
TheDyrt,31115,Military Park Langley AFB Bethel Recreation Area - Park and FamCamp,37.09232047,-76.43085028,,Hampton,Virginia,23666,+17577667627,,3.7142857142857144,7,15.00,30.00,True,True,True,True,True,45,True,,,True,True,True,True,True,,True,True,
TheDyrt,31116,Big Meadows Campground — Shenandoah National Park,38.5286194,-78.438725,"Shenandoah National Park Headquarters,<br>3655 U.S. Highway 211 East",Luray,Virginia,22835,+15409993500,https://www.nps.gov/shen/planyourvisit/big-meadows-campground.htm,4.504,125,30.00,75.00,False,True,False,,,70,True,True,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232459,True,True,
TheDyrt,31118,Blowing Springs,38.068889,-79.883611,,Warm Springs,Virginia,24484,,https://www.fs.usda.gov/recarea/gwj/recreation/camping-cabins/recarea/?recid=73595&actid=29,3.25,4,,,False,False,False,,,,True,False,False,True,False,False,False,False,,True,True,
TheDyrt,31119,Bolar Mountain Recreation Area,37.9836111,-79.9669444,756 Twin Ridge Drive,Warm springs,Virginia,24484,+15402794144,https://www.recreation.gov/camping/campgrounds/234557,4.5,24,16.00,85.00,True,True,True,,True,50,True,False,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/234557,True,True,
TheDyrt,31123,Breaks InterState Park Campground,37.29479957383238,-82.2990040342853,,,Virginia,,+15408654413,https://www.breakspark.com/lodging-accommodations/campground/,0.0,0,0.00,0.00,True,True,True,,,,,,,,True,,True,True,,True,True,
TheDyrt,31125,Buffalo Park,36.6619444,-78.6313889,"VISITOR ASSISTANCE CENTER
1930 MAYS CHAPEL ROAD",Boydton,Virginia,23917-9801,+14343742063,https://www.recreation.gov/camping/campgrounds/233442,3.0,2,24.00,68.00,True,True,False,,True,40,True,False,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233442,True,True,
TheDyrt,31126,Bull Run Regional Park,38.80100093,-77.47600036,7700 Bull Run Drive ,Centreville,Virginia,20121,+17036310550,https://www.novaparks.com/parks/bull-run-regional-park,3.9069767441860463,43,39.00,100.00,True,True,True,True,True,55,True,True,True,True,True,False,True,True,https://www.reserveamerica.com/explore/bull-run-regional-park---centreville/NOVA/1020011/campsites,True,True,
TheDyrt,31127,Burke Lake Park Campground,38.7691479,-77.3010254,7315 Ox Rd,Fairfax Station,Virginia,22039,+17033236600,http://www.fairfaxcounty.gov/parks/burkelakepark/,3.933333333333333,15,0.00,0.00,False,False,False,,,25,False,False,,True,True,False,True,True,,True,True,
TheDyrt,31129,Oronoco Campground,37.74769048,-79.26381536,,Vesuvius,Virginia,24483,+15402912188,https://www.fs.usda.gov/main/gwj/,3.9411764705882355,17,0.00,0.00,False,False,False,,,,False,True,,False,False,False,True,False,,True,True,
TheDyrt,31130,Camp Roosevelt,38.733056,-78.517222,,Fort Valley,Virginia,22652,,https://www.fs.usda.gov/recarea/gwj/recreation/camping-cabins/recarea/?recid=73633&actid=29,4.5,2,0.00,10.00,False,False,False,,,,True,False,False,True,False,False,False,False,,True,True,
TheDyrt,31131,Cane Patch Campground,37.101944,-82.678889,,Pound,Virginia,24279,,https://www.fs.usda.gov/recarea/gwj/recarea/?recid=73637,3.0,1,,,False,False,False,,,,,False,False,True,False,False,False,False,,True,True,
TheDyrt,31132,Cave Mountain Lake Recreation Area,37.56814952,-79.54052418,,Natural Bridge Station,Virginia,24579,+15402912188,https://www.fs.usda.gov/recarea/gwj/recarea/?recid=73641,0.0,0,0.00,0.00,,,,,,40,True,True,True,True,True,,True,True,,True,True,
TheDyrt,31133,Cave Springs Recreation Area,36.80200035,-82.92200067,,Dryden,Virginia,24243,+12763282931,https://www.fs.usda.gov/recarea/gwj/recarea/?recid=73643,0.0,0,12.00,17.00,True,,,,,,,False,False,True,True,False,True,True,,True,True,
TheDyrt,31134,Chickahominy Riverfront Park,37.26666979,-76.87278867,1350 John Tyler Highway,Williamsburg,Virginia,23185,+17572585020,https://www.jamescitycountyva.gov/4149/Chickahominy-Riverfront-Park,4.0,20,0.00,0.00,True,True,True,,True,50,True,False,,True,True,True,True,True,,True,True,
TheDyrt,31136,Chippokes State Park Campground,37.143331549625216,-76.74037486709028,695 Chippokes Park Rd,Surry,Virginia,238839728,+17572943728,https://www.dcr.virginia.gov/state-parks/chippokes#cabins_camping,4.476190476190476,21,37.00,345.00,,,,,,50,True,False,False,,,,,True,https://reservevaparks.com/Web/#!park/5,True,True,
TheDyrt,31137,Claytor Lake State Park Campground,37.0631422946778,-80.6253716511328,6620 Ben Bolen Dr.,Dublin,Virginia,240845643,+15406432500,https://www.dcr.virginia.gov/state-parks/claytor-lake,4.3076923076923075,26,24.00,459.00,,,,,,40,True,True,True,,,,True,True,https://reservevaparks.com/Web/#!park/6,True,True,
TheDyrt,31140,Comers Rock Campground,36.76305,-81.22491,,,Kentucky,,,https://www.fs.usda.gov/recarea/gwj/null/recarea/?recid=73661&actid=29,5.0,1,,,False,False,False,,,,,False,False,,False,False,False,False,,True,True,
TheDyrt,31141,Craig Creek Recreation Area,37.62042,-79.97641,110 Southpark Drive,Blacksburg,Virginia,24060-6648,+15405524641,https://www.recreation.gov/camping/campgrounds/251902,1.0,2,35.00,35.00,False,False,False,,,,,True,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/251902,True,True,
TheDyrt,31142,Cranesnest Campground (VA),37.1497222,-82.4100583,2689 Cranesnest River Campground Rd,Clintwood,Virginia,24228,+12768359544,https://www.recreation.gov/camping/campgrounds/251947,0.0,0,20.00,24.00,True,False,False,,True,50,,False,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/251947,True,True,
TheDyrt,31149,Douthat State Park Campground,37.89700034,-79.80200067,,,Virginia,,+15408628100,https://www.dcr.virginia.gov/state_parks/dou.shtml,0.0,0,0.00,0.00,True,,,,,,,,,True,True,,True,True,,,True,
TheDyrt,31150,Elizabeth Furnace Campground,38.924722,-78.331111,15618 Fort Valley Road,Fort valley,Virginia,22652,,https://www.fs.usda.gov/recarea/gwj/recarea/?recid=81797,5.0,9,0.00,20.00,False,True,False,,,35,True,False,False,True,False,False,True,False,,True,True,
TheDyrt,31151,Fairy Stone State Park Campground,36.79393924209437,-80.10907037480314,967 Fairystone Lake Dr,Stuart,Virginia,241719588,+12769302424,https://www.dcr.virginia.gov/state-parks/fairy-stone,4.583333333333333,12,27.00,345.00,True,True,,True,True,50,True,True,True,,False,,True,True,https://reservevaparks.com/Web/#!park/8,True,True,
TheDyrt,31152,First Landing State Park Campground,36.919251698180155,-76.05067535381833,2500 Shore Drive,Virginia Beach,Virginia,234511415,+17574122300,https://www.dcr.virginia.gov/state-parks/first-landing,4.421487603305785,121,32.00,163.00,,,,,,50,True,False,False,True,,,True,True,https://reservevaparks.com/Web/#!park/10,True,True,
TheDyrt,31154,Fort Eustis Recreation Area,37.16010068,-76.59660027,,Newport News,Virginia,23604,+17578782610,http://www.eustismwr.com/index.php/our-campsites,3.5,2,0.00,35.00,True,True,True,,,,True,False,,True,,,True,True,,True,True,
TheDyrt,31155,Fox Creek Horse Camp,36.6978611,-81.5038444,3714 Hwy 16,Marion,Virginia,24354,+18006287202,https://www.recreation.gov/camping/campgrounds/251741,4.5,4,5.00,5.00,False,True,True,,,50,,False,True,,False,,True,False,,,,
TheDyrt,31156,Gatewood Park,37.044685074597524,-80.87317166138314,,Pulaski,Virginia,24301,+15402302023,https://gatewoodpark.com/,4.5,4,0.00,0.00,True,True,True,,True,50,True,,,True,True,,True,True,,True,True,
TheDyrt,31157,Glen Lyn Town Park & Campground,37.37203964,-80.858149,,Glen Lyn,Virginia,24093,+15407267075,https://glenlyn.org/,2.0,1,0.00,0.00,True,True,True,True,,,True,True,,True,True,False,True,True,,True,True,
TheDyrt,31158,Glen Maury Park,37.72739133,-79.366453,10th Street,Buena Vista,Virginia,24416,+15402617321,https://www.buenavistava.org/residents/recreation/glen-maury-park/,4.0,6,0.00,0.00,True,True,True,True,,50,True,True,True,True,True,False,True,True,,True,True,
TheDyrt,31159,Goose Dam Campground,36.89700011,-79.88300074,1155 Goose Dam Road,Rocky Mount,Virginia,24151,+15404832100,,0.0,0,0.00,0.00,True,True,True,True,,45,,True,True,True,True,,True,,,True,True,
TheDyrt,31160,Goose Point,36.8038889,-80.0572222,4780 Goose Point Road,Bassett,Virginia,24055,(276) 629-1847,https://www.recreation.gov/camping/campgrounds/233687,0.0,0,22.00,60.00,True,True,False,,True,82,True,True,True,True,False,False,True,False,,True,True,
TheDyrt,31161,Gosnold's Hope Park,37.07368227,-76.33285297,901 E Little Back River Rd,Hampton,Virginia,23669,+17578505116,http://www.hampton.gov/Facilities/Facility/Details/Gosnolds-Hope-Park-2,3.5,4,32.00,0.00,True,True,False,True,,50,True,False,False,True,True,True,True,False,,True,False,
TheDyrt,31162,Grapevine - Fishtrap Lake,37.43200016,-82.35700067,,,Virginia,,+16068354564,http://www.wecamphere.com/Campground/CampgroundDetail.aspx?C1=5692,0.0,0,0.00,0.00,True,True,,,,,,,,,,,,False,,True,True,
TheDyrt,31164,Grayson Highlands State Park Campground,36.63900052,-81.48500075,,,Virginia,,+12765797092,https://www.dcr.virginia.gov/state_parks/gra.shtml,0.0,0,0.00,0.00,True,,,,,,,,,True,True,,True,True,,,True,
TheDyrt,31166,Grindstone,36.6869444,-81.5411111,1946 Laurel Valley Road,Troutdale,Virginia,24378,,https://www.recreation.gov/camping/campgrounds/232180,4.619047619047619,21,24.00,36.00,True,True,False,,True,110,True,False,True,True,False,True,True,False,,True,True,
TheDyrt,31169,Hidden Valley,38.099167,-79.821944,,Warm Springs,Virginia,24484,,https://www.fs.usda.gov/recarea/gwj/recreation/camping-cabins/recarea/?recid=73743&actid=29,5.0,2,0.00,15.00,False,False,False,,,,,False,False,True,False,False,False,False,,True,True,
TheDyrt,31171,High Knob Recreation Area,36.889722,-82.621667,,Norton,Virginia,24273,+14235021085,https://www.fs.usda.gov/recarea/gwj/recarea/?recid=73755,0.0,0,,,True,False,False,,,20,,False,False,True,False,,True,False,,True,False,
TheDyrt,31173,Holliday Lake State Park Campground,37.398939558721096,-78.6416900199108,2759 State Park Road,Appomattox,Virginia,245229209,+14342486308,https://www.dcr.virginia.gov/state-parks/holliday-lake?rewrite_uri=state_parks/hol,4.2,10,37.00,107.00,True,True,,True,False,36,True,True,True,True,,,True,True,https://reservevaparks.com/Web/#!park/13,True,True,
TheDyrt,31174,Hone Quarry,38.462374,-79.134722,,Dayton,Virginia,22821,,https://www.fs.usda.gov/recarea/gwj/recreation/camping-cabins/recarea/?recid=73759&actid=29,4.5,10,0.00,5.00,False,False,False,,,,False,False,False,True,False,False,False,False,,True,True,
TheDyrt,31177,Horseshoe Point,36.8330556,-80.0633333,3950 Horseshoe Point Road,Henry,Virginia,24102,+15403657385,https://www.recreation.gov/camping/campgrounds/233515,4.5,4,26.00,34.00,True,True,False,,True,38,,True,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233515,True,True,
TheDyrt,31179,Hungry Mother State Park Campground,36.87100007,-81.52500055,,,Virginia,,+12767817400,https://www.dcr.virginia.gov/state_parks/hun.shtml,0.0,0,0.00,0.00,True,True,True,,,,,,,True,True,,True,True,,,True,
TheDyrt,31182,Hurricane Campground,36.722682,-81.488343,2021 Hurricane Camp Road,Sugar grove,Virginia,24375,+12767835196,https://www.recreation.gov/camping/campgrounds/233308,4.6,15,20.00,40.00,False,False,False,,,65,True,False,True,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233308,True,True,
TheDyrt,31183,Hussy Mountain Horse Camp,36.771667,-81.143889,1195 CC Camp Road,Speedwell,Virginia,,,https://www.fs.usda.gov/recarea/gwj/recreation/camping-cabins/recarea/?recid=73775&actid=30,0.0,0,0.00,7.00,False,False,False,,,,,False,False,,False,,False,False,,True,True,
TheDyrt,31185,James River State Park Campground,37.62380419,-78.79928767,,Gladstone,Virginia,24553,+14349334355,https://www.dcr.virginia.gov/state-parks/james-river#cabins_camping,0.0,0,0.00,0.00,True,True,False,,True,40,True,False,False,True,True,False,True,True,,True,True,
TheDyrt,31187,Jamison Mill Park,36.85019477,-80.06508197,,Bassett,Virginia,,,https://www.virginia.org/Listings/PlacesToStay/JamisonMillPark/,5.0,1,,,False,False,False,,,,,False,False,True,False,,False,False,,True,True,
TheDyrt,31189,Kiptopeke State Park Campground,37.1683363712499,-75.9775381867027,3540 Kiptopeke Drive,Cape Charles,Virginia,23310,+17573312267,https://www.dcr.virginia.gov/state-parks/kiptopeke,4.4,55,32.00,459.00,False,True,,False,False,60,True,False,False,,True,,True,True,https://reservevaparks.com/Web/#!park/16,True,True,
TheDyrt,31191,Lake Anna State Park Campground,38.10903410384189,-77.8265059479471,6800 Lawyers Rd,Spotsylvania,Virginia,225539645,+15408545503,https://www.dcr.virginia.gov/state-parks/lake-anna?rewrite_uri=state_parks/lak#cabins_camping,4.304347826086956,23,32.00,459.00,True,True,,False,True,183,True,True,True,True,,,True,True,https://reservevaparks.com/Web/#!park/17,True,True,
TheDyrt,31192,Lake Fairfax Campground,38.96273186,-77.3213854,1400 Lake Fairfax Dr,Reston,Virginia,20190,+17034715414,https://www.fairfaxcounty.gov/parks/lake-fairfax/camping,4.04,25,30.00,70.00,True,,,,True,50,True,False,True,True,True,False,True,True,,True,True,
TheDyrt,31193,Lewis Mountain Campground — Shenandoah National Park,38.43556,-78.478096,,Stanardsville,Virginia,22973,+15409993500,https://www.nps.gov/shen/planyourvisit/lewis-mountain-campground.htm,4.548387096774193,31,30.00,30.00,False,False,False,,,,True,False,False,,False,False,False,False,,True,True,
TheDyrt,31194,Little Fort Campground,38.866944,-78.444444,,Fort Valley,Virginia,22652,,https://www.fs.usda.gov/recarea/gwj/recarea/?recid=73807,4.25,8,,,False,False,False,,,,True,False,False,False,False,False,False,False,,True,True,
TheDyrt,31195,Loft Mountain Campground — Shenandoah National Park,38.2487,-78.6705722,C/O Shenandoah National Park/Swift Run Entrance Station  22591Spotswood Trail,Elkton,Virginia,22827,+14348234675,https://www.nps.gov/shen/planyourvisit/loft-mountain-campground.htm,4.3088235294117645,68,30.00,75.00,True,True,False,,,55,True,True,False,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232433,True,True,
TheDyrt,31196,Longwood Park,36.5772222,-78.5513889,"VISITOR ASSISTANCE CENTER
1930 MAYS CHAPEL ROAD",Boydton,Virginia,23917,+14343742711,https://www.recreation.gov/camping/campgrounds/233545,4.5,2,24.00,68.00,True,True,False,,True,45,True,False,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233545,True,True,
TheDyrt,31197,Lower Twin Campground (VA),37.235188,-82.378767,547 Corps Lower Twin Ln,Haysi,Virginia,24256,+12768359544,https://www.recreation.gov/camping/campgrounds/251954,4.0,1,20.00,24.00,True,False,False,,True,,,False,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/251954,True,True,
TheDyrt,31200,Mathews Arm Campground — Shenandoah National Park,38.76005,-78.2978694,3655 Highway 211 East,Luray,Virginia,22835,+15409993132,https://www.nps.gov/shen/planyourvisit/mathews-arm-campground.htm,4.355555555555555,45,30.00,75.00,False,False,False,,,50,True,False,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232432,True,True,
