source,osm_id,osm_type,tourism,name,lat,lon,region,electric_hookup,water_hookup,sewer,hookup,caravans,motorhome,capacity,fee,phone,website,opening_hours,country,addr_city,all_tags
OpenStreetMap,12033248597,node,caravan_site,Aire de stationnement pour camping-car Hunspach,48.9553912,7.9412169,europe,,,,,,,2,no,,https://www.alsace-verte.com/aires-camping-cars/aire-de-stationnement-pour-camping-car-6/,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""village"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no""}"
OpenStreetMap,12033380968,node,caravan_site,"Wohnmobilstellplatz ""Am Pütthaus""",52.5604357,7.8427959,europe,,,,,,,,yes,,https://pages.et4.de/de/bersenbrueck/default/detail/POI/p_100106492/wohnmobilstellplatz-am-ptthaus-in-ankum,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""farm"", ""charge"": ""15 EUR"", ""dog"": ""yes"", ""email"": ""gudrun.groneweg@web.de"", ""power_supply"": ""yes"", ""power_supply:fee"": ""no"", ""reservation"": ""only"", ""seasonal"": ""no"", ""water_point"": ""yes"", ""water_point:fee"": ""no""}"
OpenStreetMap,12033853828,node,caravan_site,Stellplatz an der Walkmühle,51.4906813,11.3114396,europe,,,,,,,,no,,,,,,{}
OpenStreetMap,12035726442,node,caravan_site,Bauernhof Camping bei Blümels,53.4057234,9.7357474,europe,,,,,,,,yes,+49 4165 2238988,https://www.weihnachtsbaeume-bluemel.de/bauernhof-camping/,,,,"{""addr:housenumber"": ""4"", ""addr:street"": ""Ruhmannshof"", ""check_date"": ""2024-07-05"", ""power_supply"": ""yes""}"
OpenStreetMap,12036420038,node,caravan_site,Am neuen Wasserwerk Rheinbach,50.629602,6.9485454,europe,,,,,,,6,no,,https://www.rheinbach.de/tourismus,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""parking_lot"", ""maxstay"": ""3 nights""}"
OpenStreetMap,12037656869,node,caravan_site,Aire camping-car de Gerbéviller,48.4963125,6.512122,europe,,,,,,,4,no,,,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""river"", ""drinking_water"": ""yes"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""yes"", ""toilets"": ""no""}"
OpenStreetMap,12039944838,node,camp_site,Kemp Kajlovec,49.8435763,17.883607,europe,,,,,yes,,,,+420 605 310 616,https://www.kajlovec.cz/,,,Hradec nad Moravicí,"{""access"": ""customers"", ""addr:housenumber"": ""386"", ""addr:postcode"": ""74741"", ""addr:street"": ""Opavsk\u00e1"", ""description"": ""Ubytov\u00e1n\u00ed v chatk\u00e1ch, na pokoj\u00edch a v apartm\u00e1nu. M\u00edsto pro stany i karavany. Bufet s v\u00fd\u010depem a vlastn\u00ed kuchyn\u00ed. Hromadn\u00e9 akce, t\u00e1bory a soust\u0159ed\u011bn\u00ed. Priv\u00e1tn\u00ed sauna s v\u00ed\u0159ivkou. K zap\u016fj\u010den\u00ed jsou kola a k dispozici venkovn\u00ed h\u0159i\u0161t\u011b."", ""email"": ""kemp@kajlovec.cz"", ""power_supply"": ""yes"", ""start_date"": ""2002-12-17"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,12041301438,node,camp_site,Camping Mauritius,54.257005,16.0576404,europe,,,,,yes,,,,,,,,Mielno,"{""addr:housenumber"": ""15"", ""addr:postcode"": ""76-032"", ""addr:street"": ""P\u00f3\u0142nocna"", ""tents"": ""yes""}"
OpenStreetMap,12041317987,node,caravan_site,Wohnmobilstellplatz Hannover - Nord,52.4071127,9.7121278,europe,,,,,,,,yes,+49 511639596,https://die-leihe-reisemobile.de/wohnmobilstellplatz.html,24/7,,,"{""caravan_site"": ""motorhome_stopover"", ""charge"": ""15 EUR"", ""email"": ""reisemobile@die-leihe.de"", ""power_supply"": ""yes"", ""power_supply:charge"": ""1 EUR/KWh"", ""power_supply:fee"": ""yes"", ""sanitary_dump_station"": ""yes"", ""seasonal"": ""no"", ""shower"": ""no"", ""toilets"": ""no"", ""water_point"": ""yes"", ""water_point:charge"": ""1 EUR/50 liter"", ""water_point:fee"": ""yes""}"
OpenStreetMap,12041447871,node,camp_site,Boot & Bike Hansestadt,53.8604099,13.6906537,europe,,,,,yes,,,,,,,DE,Anklam,"{""addr:housenumber"": ""3"", ""addr:postcode"": ""17389"", ""addr:street"": ""Werftstra\u00dfe"", ""tents"": ""yes""}"
OpenStreetMap,12042085604,node,camp_site,Ballesvika,69.3818589,17.1067082,europe,,,,,yes,,,,,,,,,"{""drinking_water"": ""yes"", ""price"": ""0"", ""sanitary_dump_station"": ""no"", ""shower"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12042617238,node,caravan_site,,59.264645,13.0777787,europe,,,,,,,,yes,,https://www.liljedal.one,,,,"{""charge"": ""180"", ""internet_access"": ""no"", ""panoramax"": ""28356085-8d27-46fb-a67a-6e3aa682106f"", ""permanent_camping"": ""no"", ""power_supply"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12046455529,node,caravan_site,Cunningsburgh Touring Park,60.0411591,-1.2079892,europe,,,,,,,,,+44 7470 899605,https://www.ctp.holiday/,,,,{}
OpenStreetMap,12046470309,node,caravan_site,Weinhaus Markus Kruppenbacher,49.3229056,8.1260471,europe,,,,,,,4,yes,+49 632181795,https://www.weinhaus-kruppenbacher.de/,,DE,Neustadt an der Weinstraße,"{""addr:housenumber"": ""42"", ""addr:postcode"": ""67434"", ""addr:street"": ""Andergasse"", ""addr:suburb"": ""Hambach"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""winery"", ""charge"": ""15 EUR"", ""dog"": ""leashed"", ""email"": ""info@weinhaus-kruppenbacher.de"", ""operator"": ""Markus Kruppenbacher"", ""power_supply"": ""yes"", ""power_supply:charge"": ""1 EUR/1 KWh"", ""power_supply:fee"": ""yes"", ""reservation"": ""recommended"", ""sanitary_dump_station"": ""no"", ""shower"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12047454312,node,camp_site,Auszeit Lindigshof,50.8881122,10.214638,europe,,,,,yes,,,,,http://www.auszeit-lindigshof.de,,,Gerstungen,"{""addr:housenumber"": ""16"", ""addr:postcode"": ""99834"", ""addr:street"": ""Im Lindigshof"", ""camp_site"": ""serviced"", ""dog"": ""leashed"", ""operator"": ""Andrea W\u00f6lkner"", ""power_supply"": ""yes"", ""reservation"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""static_caravans"": ""no"", ""toilets"": ""yes""}"
OpenStreetMap,12049302056,node,caravan_site,Rummu Quarry & Prison,59.2302462,24.19709,europe,,,,,,,,,,,,,,"{""fee:conditional"": ""30\u20ac"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""customers"", ""stars"": ""2"", ""wheelchair"": ""limited""}"
OpenStreetMap,12051825645,node,caravan_site,"Wohnmobilstellplätze ""Siegbrücke""",50.7760216,7.4480485,europe,,,,,,,3,no,,https://naturregion-sieg.de/hotel/wohnmobilstellplaetze-siegbruecke,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""tow"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""surface"": ""fine_gravel""}"
OpenStreetMap,12051887554,node,caravan_site,Gärdet Gård,57.8289621,16.2487605,europe,,,,,,,,,,,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""farm""}"
OpenStreetMap,12054083000,node,caravan_site,"Wohnmobilstellplatz am Waldschwimmbad, Hamm",50.7575576,7.6740012,europe,,,,,,,6,no,,https://naturregion-sieg.de/hotel/wohnmobilstellplatz-am-waldschwimmbad-hamm,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""swimming_pool"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""tents"": ""no""}"
OpenStreetMap,12054916570,node,caravan_site,,38.2042512,16.2362125,europe,,,,,,,,,,,,,,"{""note"": ""Ex campeggio abbandonato""}"
OpenStreetMap,12055138898,node,caravan_site,Hafod-Y-Plas Caravan and Camping,53.2693885,-4.5933538,europe,,,,,,,,,,,,,Holyhead,"{""addr:housename"": ""Hafod-Y-Plas Caravan and Camping"", ""addr:postcode"": ""LL65 2EJ""}"
OpenStreetMap,12056056070,node,camp_site,Camp Kajutan,64.7089532,21.1308807,europe,,,,,yes,yes,,yes,,https://campkajutan.se/,,,,"{""dog"": ""leashed"", ""drinking_water"": ""yes"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12057480062,node,caravan_site,Lido Rosa,41.9161345,15.3339122,europe,,,,,,,,yes,,,,,,"{""cabins"": ""no"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""tents"": ""no""}"
OpenStreetMap,12057508900,node,caravan_site,In Laguna,41.8936931,15.3452424,europe,,,,,,,10,,+39 3285 887054,https://www.inlaguna.it/,,,,"{""email"": ""info@inlaguna.it"", ""sanitary_dump_station"": ""no""}"
OpenStreetMap,12058900616,node,camp_site,Kläpp-campingen,63.4499134,16.9104862,europe,,,,,yes,yes,,yes,,https://www.facebook.com/Klappcampingen/,,,,"{""bus"": ""no"", ""drinking_water"": ""yes"", ""email"": ""klappcampingen@gmail.com"", ""openfire"": ""no"", ""power_supply"": ""no"", ""reservation"": ""required"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12059872169,node,camp_site,Kemp Sedmihorky,50.5494228,15.1421732,europe,,,,,yes,,,yes,,,,,,"{""access"": ""customers"", ""amenity"": ""pub"", ""leisure"": ""swimming_pool"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,12061089363,node,caravan_site,Autokemp Domaša Tíšava,49.0555247,21.6682019,europe,,,,,,,,,+421 911 299 843,http://www.domasakemp.sk/,,,,"{""contact:phone"": ""+421 911 299 843""}"
OpenStreetMap,12062936370,node,caravan_site,,38.9644093,16.151706,europe,,,,,,,,,,,,,,{}
OpenStreetMap,12063125871,node,caravan_site,PZA Izola - Argo,45.5334555,13.6551001,europe,,,,,,,,,,https://avtokampi.si/kampi/pza-izola-argo,,,,{}
OpenStreetMap,12063267962,node,caravan_site,hepi Lodge Camping,46.6902182,12.7975142,europe,,,,,,,8,yes,,https://www.hepilodge.at/hepi-lodge/#camping,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""guest_house"", ""charge"": ""24 EUR"", ""description"": ""Die Stellpl\u00e4tze direkt auf dem Parkplatz der hepi Lodge haben eine Gr\u00f6\u00dfe von ca. 6x7 Meter bis auf 4x7 Meter, wobei die ersten gr\u00f6\u00dfer sind und nach hinten zuhnehmend schm\u00e4ler werden."", ""drinking_water"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""laundry"": ""yes"", ""mobile"": ""+43 699 172 203 74"", ""operator"": ""hepi Lodge"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12066353917,node,camp_site,VEŘEJNÉ TÁBOŘIŠTĚ LESKOVEC NAD MORAVICÍ,49.905127,17.5650276,europe,,,,,yes,,,,,,,,,"{""tents"": ""yes"", ""wheelchair"": ""no""}"
OpenStreetMap,12066438969,node,caravan_site,,42.9018789,43.5886833,europe,,,,,,,,,,,,,,{}
OpenStreetMap,12067674274,node,camp_site,KIWI park,48.9738398,18.091298,europe,,,,,yes,,,,,https://www.kiwipark.sk/,,,,"{""access"": ""customers"", ""capacity:persons"": ""50"", ""email"": ""mahrikpama.sk@gmail.com"", ""mobile"": ""+421 944 112 763"", ""static_caravans"": ""no"", ""tents"": ""yes""}"
OpenStreetMap,12067798326,node,caravan_site,,47.9325526,11.1535885,europe,,,,,,,,,,,,,,{}
OpenStreetMap,12070415733,node,caravan_site,Campingplatz Ruhlmühle,51.4757416,14.4752839,europe,,,,,,,,yes,,,,,,"{""name:hsb"": ""Campingowni\u0161\u0107o Rula""}"
OpenStreetMap,12071246893,node,camp_site,Betteld Sweden,58.9442345,12.4946751,europe,,,,,yes,,,,,https://betteldsweden.com/,,,,"{""operator"": ""De Betteld Groep"", ""tents"": ""yes""}"
OpenStreetMap,12071948842,node,camp_site,Sunset Garden Camping,42.6325224,23.5747122,europe,,,,,yes,,,yes,,,,,Elin Pelin,"{""addr:housenumber"": ""33"", ""addr:postcode"": ""2109"", ""addr:street"": ""1-vi May"", ""payment:cash"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,12072962083,node,caravan_site,Kvina bobilparkering,66.4671071,13.1660092,europe,,,,,,,,,,,,,,{}
OpenStreetMap,12073326569,node,camp_site,Cantu u Ciumi (Alcantara Eco Project),37.8887201,15.1033755,europe,,,,,yes,yes,,yes,+39 338 608 5532,,,,,"{""contact:email"": ""cantu.ciumialcantara@gmail.com"", ""contact:facebook"": ""https://www.facebook.com/p/Cantu-u-Ciumi-100089698428086/"", ""contact:phone"": ""+39 338 608 5532"", ""tents"": ""yes""}"
OpenStreetMap,12073328071,node,camp_site,A'Naca,37.9539711,15.2864522,europe,,,,,yes,,,,+39 340 698 6807,,,,,"{""contact:email"": ""info@a-naca.it"", ""contact:facebook"": ""https://www.facebook.com/anacavitainnatura/"", ""contact:whatsapp"": ""+39 340 698 6807"", ""tents"": ""yes""}"
OpenStreetMap,12073996286,node,camp_site,Mikjāņu Sēta,56.1375823,21.0371672,europe,,,,,yes,,,yes,+37126759199,,,,,"{""barbecue_grill"": ""yes"", ""description"": ""Urspr\u00fcnglicher, einfacher & freundlicher Campingplatz/Origin, simple and friendly camp site.\n\n07-2024\n>10 Jahre/years 5\u20ac\nZelt/tent 1-4 Personen/people 5\u20ac\n... ?\nEspresso 2\u20ac (dopio 3\u20ac) (10-19)"", ""drinking_water"": ""yes"", ""fireplace"": ""yes"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""internet_access:type"": ""wlan"", ""shower"": ""cold;no fee"", ""source"": ""survey"", ""static_caravans"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12074594877,node,caravan_site,Das 53° Hotel Parkplatz,53.2151755,8.0194613,europe,,,,,,,,yes,,,,,,"{""cabins"": ""no"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""hotel;parking_lot"", ""charge"": ""15 EUR"", ""check_date"": ""2024-09-09"", ""internet_access"": ""no"", ""note"": ""15 \u20ac/Nacht bzw. 7 \u20ac/Tagesg\u00e4ste"", ""operator"": ""Das 53\u00b0 Hotel"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""seasonal"": ""no"", ""shower"": ""no"", ""tents"": ""yes"", ""toilets"": ""no"", ""water_point"": ""no""}"
OpenStreetMap,12074840656,node,camp_site,Almalı Doğal Yaşam Çiftliği (Adoyaçi Kamping),40.7857351,26.9511279,europe,,,,,yes,,,yes,,,24/7,,,"{""access"": ""permissive"", ""addr:neighbourhood"": ""Elmal\u0131 Mahallesi"", ""addr:street"": ""Almal\u0131 Do\u011fal Yasam"", ""capacity:caravans"": ""5"", ""capacity:tents"": ""30"", ""charge"": ""8 EUR"", ""drinking_water"": ""yes"", ""internet_access"": ""yes"", ""payment:cash"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12075939771,node,caravan_site,CamperPark,45.532882,14.1204389,europe,,,,,,,,,+386 41 651 212,https://www.pensionpatrik.com/,,,,"{""addr:housenumber"": ""100"", ""addr:street"": ""Hru\u0161ica"", ""description"": ""2 separate Parkpl\u00e4tze\n22 Parkpl\u00e4tze\nDusche/WC\nWiFi""}"
OpenStreetMap,12076809300,node,camp_site,Clifftop camping at Spiders Castle Farm,51.4199715,0.859126,europe,,,,,yes,,,yes,+44 7453 639230,https://www.clifftopcamping.co.uk/,,,"Eastchurch, Sheerness","{""access"": ""customers"", ""addr:housename"": ""Spiders Castle Farm"", ""addr:postcode"": ""ME12 4JL"", ""addr:street"": ""Plough Rd,"", ""charge"": ""\u00a315 per person per night"", ""drinking_water"": ""yes"", ""email"": ""clifftopcamping@gmail.com"", ""reservation"": ""yes"", ""sanitary_dump_station"": ""no"", ""shower"": ""no"", ""static_caravans"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12077076165,node,caravan_site,,46.1786228,12.9614456,europe,,,,,,,,,+39 334 352 9309,http://www.alvecjotraghet.it/,,,,"{""contact:facebook"": ""https://www.facebook.com/alvecjotraghet/"", ""contact:phone"": ""+39 334 352 9309"", ""contact:whatsapp"": ""+39 334 352 9309"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes""}"
OpenStreetMap,12077225309,node,camp_site,Camping Torp,59.9697666,13.4569216,europe,,,,,yes,,,yes,+46 722702588,https://embe-candy.nl/hem.html,,,,"{""access"": ""private"", ""addr:housenumber"": ""2"", ""addr:place"": ""Lakene"", ""addr:postcode"": ""683 94"", ""addr:street"": ""Torp"", ""drinking_water"": ""yes"", ""email"": ""baukje-menno@live.nl"", ""group_only"": ""no"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12077926669,node,caravan_site,,41.287354,15.8439881,europe,,,,,,,,,,,,,,{}
OpenStreetMap,12078183832,node,caravan_site,Aparcamiento de Huertas,40.9672263,-5.4701281,europe,,,,,,,,,,,,,,{}
OpenStreetMap,12078596426,node,camp_site,Pole Namiotowe Owocowy Sad,54.787402,18.4111741,europe,,,,,yes,,,yes,,http://pole-owocowy-sad.pl/,,,Władysławowo,"{""addr:housenumber"": ""20"", ""addr:postcode"": ""84-120"", ""addr:street"": ""M\u0119czennik\u00f3w Wielkiej Wsi"", ""mobile"": ""+48 536 501 254"", ""tents"": ""yes""}"
OpenStreetMap,12078615835,node,camp_site,Camp Spot,54.7909855,18.4220231,europe,,,,,yes,,,yes,+48 786 663 713,https://campspot.pl/,,,Władysławowo,"{""addr:housenumber"": ""39"", ""addr:postcode"": ""84-120"", ""addr:street"": ""Starowiejska"", ""email"": ""kotakt@campspot.pl"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,12081048450,node,camp_site,Havelidyll,52.7215031,13.2502315,europe,,,,,yes,,,,+49 3301 530077,http://www.motel-havelidyll.de/,,,,"{""check_date"": ""2026-04-12"", ""contact:whatsapp"": ""+49 171 3563393"", ""email"": ""motelhavelidyll@aol.com"", ""internet_access"": ""wlan"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12081839743,node,camp_site,Assuva Camping,39.4947716,26.3713203,europe,,,,,yes,,,,,,,,çanakkale,"{""addr:district"": ""ayvac\u0131k"", ""addr:housenumber"": ""no:73"", ""addr:neighbourhood"": ""Kad\u0131rga K\u00f6y\u00fc"", ""addr:postcode"": ""17860"", ""addr:street"": ""Kad\u0131rga Mevkii""}"
OpenStreetMap,12082679094,node,caravan_site,La Spiaggetta,44.1205251,11.0457499,europe,,,,,,,,,,,,,Camugnano,"{""addr:postcode"": ""40032"", ""power_supply"": ""no""}"
OpenStreetMap,12084000278,node,caravan_site,Elsenplatz Troisdorf,50.8150674,7.1719225,europe,,,,,,,1,no,,https://www.troisdorf.city/Unternehmen-Geschaefte-mehr/Rathaus-der-Stadt-Troisdorf/Aktuelles-Presse/Standorte-Elsenplatz-und-Aggerstadion-Kostenfreie-Stellplaetze,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""sports_centre;town"", ""internet_access"": ""no"", ""maxstay"": ""24 hours"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""tents"": ""no""}"
OpenStreetMap,12084039033,node,caravan_site,Landgasthof Drelsdörper Krog,54.605012,9.0381485,europe,,,,,,,,yes,,https://www.drelsdörper-krog.de/platz-f%C3%BCr-wohnmobile/,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""restaurant"", ""charge"": ""10 EUR"", ""power_supply"": ""yes"", ""power_supply:fee"": ""no"", ""reservation"": ""no"", ""water_point"": ""yes""}"
OpenStreetMap,12084044744,node,caravan_site,Parking Huissen Molenweide,51.935764,5.945363,europe,,,,,,,,no,,,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""parking_lot"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""tents"": ""no""}"
OpenStreetMap,12085169438,node,camp_site,Neta&Shpetimi Camping & Restaurant,40.2402028,20.4288834,europe,,,,,yes,,,yes,+355696098900,,,,,"{""internet_access"": ""wlan"", ""restaurant"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,12085223775,node,caravan_site,Camping-car Park Châteauvillain,48.0303211,4.912017,europe,,,,,no,,28,yes,,https://www.campingcarpark.com/fr_FR/sejour/aire-etape-camping-car/grand-est/52-haute-marne/chateauvillain,24/7,,,"{""bbq"": ""no"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""village"", ""charge"": ""14.60 EUR"", ""charge:conditional"": ""12.60 EUR @ (Oct-May)"", ""dog"": ""leashed"", ""maxlength"": ""9"", ""network"": ""CAMPING-CAR PARK"", ""operator"": ""CAMPING-CAR PARK"", ""power_supply"": ""yes"", ""power_supply:capacity"": ""28"", ""power_supply:fee"": ""no"", ""power_supply:maxcurrent"": ""6"", ""sanitary_dump_station"": ""yes"", ""tents"": ""no"", ""trailer"": ""no""}"
OpenStreetMap,12085262272,node,caravan_site,Camping-car Park Saint-Pierre-de-Trivisy,43.7635203,2.4344316,europe,,,,,,,17,yes,,https://www.campingcarpark.com/en_GB/stay/stopover-site-motorhome/occitanie/81-tarn/saint-pierre-de-trivisy,24/7,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""village"", ""charge"": ""16.30 EUR"", ""dog"": ""leashed"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""maxlength"": ""none"", ""network"": ""CAMPING-CAR PARK"", ""operator"": ""CAMPING-CAR PARK"", ""power_supply"": ""yes"", ""power_supply:capacity"": ""18"", ""power_supply:fee"": ""no"", ""power_supply:maxcurrent"": ""6"", ""sanitary_dump_station"": ""yes"", ""seasonal"": ""no"", ""tents"": ""no"", ""trailer"": ""no"", ""water_point"": ""yes"", ""water_point:fee"": ""no""}"
OpenStreetMap,12085298384,node,caravan_site,Camping-Car Park Bours,43.2874818,0.0878118,europe,,,,,no,,22,yes,,https://www.campingcarpark.com/en_GB/stay/stopover-site-motorhome/occitanie/65-hautes-pyrenees/bours,24/7,,,"{""bbq"": ""no"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""lake"", ""charge"": ""15.40 EUR"", ""dog"": ""leashed"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""maxlength"": ""none"", ""network"": ""CAMPING-CAR PARK"", ""operator"": ""CAMPING-CAR PARK"", ""power_supply"": ""yes"", ""power_supply:capacity"": ""22"", ""power_supply:fee"": ""no"", ""power_supply:maxcurrent"": ""6"", ""sanitary_dump_station"": ""yes"", ""tents"": ""no"", ""trailer"": ""yes"", ""water_point"": ""yes"", ""water_point:fee"": ""no""}"
OpenStreetMap,12085320864,node,caravan_site,Camping-car Park Chinon,47.1646037,0.2321547,europe,,,,,no,,49,yes,,https://www.campingcarpark.com/en_GB/stay/stopover-site-motorhome/centre-val-de-loire/37-indre-et-loire/chinon,24/7,,,"{""bbq"": ""no"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""river;town"", ""charge"": ""14.61 EUR"", ""charge:conditional"": ""13.11 EUR @ (Oct-Apr)"", ""dog"": ""leashed"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""network"": ""CAMPING-CAR PARK"", ""operator"": ""CAMPING-CAR PARK"", ""power_supply"": ""yes"", ""power_supply:capacity"": ""49"", ""power_supply:fee"": ""no"", ""power_supply:maxcurrent"": ""6"", ""sanitary_dump_station"": ""yes"", ""tents"": ""no"", ""trailer"": ""no"", ""water_point"": ""yes"", ""water_point:fee"": ""no""}"
OpenStreetMap,12085844090,node,caravan_site,Aire de camping-car de Hermanville-sur-Mer,49.2883661,-0.3146017,europe,,,,,no,,24,,,https://www.campingcarpark.com/fr_FR/camping-car/normandie/calvados/hermanville-sur-mer,,,,"{""bbq"": ""no"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""beach"", ""charge"": ""15.20 EUR"", ""dog"": ""leashed"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""network"": ""CAMPING CAR-PARK"", ""power_supply"": ""yes"", ""power_supply:capacity"": ""24"", ""power_supply:fee"": ""no"", ""sanitary_dump_station"": ""yes"", ""sanitary_dump_station:fee"": ""no"", ""tents"": ""no"", ""toilets"": ""no"", ""trailer"": ""no"", ""water_point"": ""yes""}"
OpenStreetMap,12086016086,node,caravan_site,Wohnmobilstellplatz Parkplatz Süd Badenweiler,47.7961665,7.6692172,europe,,,,,,,12,yes,,,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""spa"", ""charge"": ""6.80 EUR"", ""description"": ""Kurtaxe 3,40\u20ac in Touristinfornation zahlen. Regelm\u00e4\u00dfige Kontrollen. At Cassiopeia Therme"", ""fee:description"": ""kurtaxe"", ""internet_access"": ""no"", ""operator:website"": ""https://www.staatsbad-badenweiler.de/"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""seasonal"": ""no"", ""water_point"": ""no""}"
OpenStreetMap,12086035331,node,caravan_site,Aire de camping-car de Saint-Denis-de-l'Hôtel,47.8770987,2.122029,europe,,,,,no,,12,yes,,https://www.campingcarpark.com/fr_FR/camping-car/centre-val-de-loire/loiret/saint-denis-de-l-hotel,,,,"{""bbq"": ""no"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""countryside"", ""charge"": ""15.53 EUR"", ""dog"": ""leashed"", ""internet_access"": ""wlan"", ""maxlength"": ""9"", ""network"": ""CAMPING CAR-PARK"", ""operator"": ""Camping-Car Park"", ""power_supply"": ""yes"", ""power_supply:capacity"": ""12"", ""power_supply:fee"": ""no"", ""power_supply:maxcurrent"": ""6"", ""sanitary_dump_station"": ""yes"", ""shower"": ""no"", ""toilets"": ""no"", ""trailer"": ""no"", ""water_point"": ""yes"", ""water_point:fee"": ""no""}"
OpenStreetMap,12086110601,node,caravan_site,Camping-Car Park Libramont-Chevigny,49.924825,5.3861814,europe,,,,,,,15,,,https://www.campingcarpark.com/fr_FR/camping-car/wallonie/luxembourg/libramont-chevigny,,,,"{""caravan_site"": ""motorhome_stopover"", ""charge"": ""13 EUR"", ""construction"": ""caravan_site"", ""internet_access"": ""wlan"", ""network"": ""CAMPING-CAR PARK"", ""power_supply:capacity"": ""32"", ""power_supply:maxcurrent"": ""6"", ""shower"": ""no"", ""toilets"": ""no"", ""water_point"": ""yes""}"
OpenStreetMap,12088749860,node,caravan_site,Aire Noyant-d'Allier,46.4783047,3.124685,europe,,,,,no,,,no,,https://www.allier-auvergne-tourisme.com/hotellerie-plein-air/noyant-d-allier/aire-d-accueil-et-de-services-noyant-d-allier/4674326,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""village"", ""dog"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""yes"", ""sanitary_dump_station"": ""yes"", ""surface"": ""asphalt"", ""water_point"": ""yes"", ""water_point:fee"": ""yes""}"
